district,block,cluster,n_students,pct_mean,pct_sd,pct_floor,pct_p90,gender_gap_pp
Bagalkote,B0008 badami,C0204 beluru,796,45.35,28.65,10.0,85.0,3.2
Bagalkote,B0008 badami,C0568 halakurki,1425,67.0,25.97,25.0,95.0,2.19
Bagalkote,B0008 badami,C0578 haligeri,435,57.49,24.16,25.0,90.0,2.67
Bagalkote,B0008 badami,C0600 hansanur,598,47.84,25.63,15.0,80.0,1.09
Bagalkote,B0008 badami,C0634 hebballi,974,61.94,25.21,25.0,90.0,5.86
Bagalkote,B0008 badami,C0708 housur,236,48.96,30.32,5.0,90.0,6.2
Bagalkote,B0008 badami,C0911 katageri,1033,56.76,26.26,20.0,90.0,3.65
Bagalkote,B0008 badami,C1960 cholachagudda,833,71.45,24.19,35.0,95.0,3.7
Bagalkote,B0008 badami,C2189 inam hullikeri,491,53.08,27.65,15.0,90.0,3.75
Bagalkote,B0008 badami,C2228 kagalgomba,754,66.31,24.45,30.0,95.0,-0.63
Bagalkote,B0008 badami,C2335 kulageri cross,634,54.47,32.57,10.0,95.0,-2.83
Bagalkote,B0008 badami,C2358 layadagundi,1136,80.8,14.72,60.0,100.0,0.33
Bagalkote,B0008 badami,C2460 muttalageri,1041,75.63,15.43,55.0,95.0,3.31
Bagalkote,B0008 badami,C2487 nandikeswara,917,59.44,24.68,20.0,85.0,3.22
Bagalkote,B0008 badami,C2495 narenur,409,48.11,25.59,10.0,85.0,-1.33
Bagalkote,B0008 badami,C2500 neelagund,751,59.71,27.87,20.0,95.0,-1.66
Bagalkote,B0008 badami,C2501 neerabudhihal,915,61.31,22.46,30.0,90.0,-1.03
Bagalkote,B0008 badami,C2851 housur,286,34.93,26.62,5.0,75.0,10.3
Bagalkote,B0008 badami,C2878 kotikal,624,60.71,24.41,25.0,90.0,2.71
Bagalkote,B0009 bagalkot,C0215 bevoor,758,75.63,18.01,50.0,95.0,1.39
Bagalkote,B0009 bagalkot,C0217 bhagavati,1204,78.19,20.36,45.0,100.0,2.94
Bagalkote,B0009 bagalkot,C0578 haligeri,455,69.19,27.54,25.0,100.0,5.67
Bagalkote,B0009 bagalkot,C0826 kadampur,246,73.76,18.97,50.0,95.0,1.82
Bagalkote,B0009 bagalkot,C1219 mugalolli,657,76.89,19.95,50.0,100.0,1.48
Bagalkote,B0009 bagalkot,C1516 sitimani r s,566,82.83,17.58,60.0,100.0,1.46
Bagalkote,B0009 bagalkot,C1875 bennur,869,65.7,26.43,25.0,95.0,2.11
Bagalkote,B0009 bagalkot,C2019 gaddanakeri,727,65.17,23.19,35.0,90.0,3.74
Bagalkote,B0009 bagalkot,C2050 gulabal,270,87.43,11.31,75.0,100.0,0.57
Bagalkote,B0009 bagalkot,C2234 kaladagi,758,53.72,25.32,20.0,85.0,-0.66
Bagalkote,B0009 bagalkot,C2479 nainegali,101,88.42,14.23,75.0,100.0,1.69
Bagalkote,B0009 bagalkot,C2612 shirur,265,83.91,11.3,70.0,100.0,-1.2
Bagalkote,B0009 bagalkot,C2655 sutagundar,279,69.96,22.4,40.0,95.0,0.36
Bagalkote,B0009 bagalkot,C2695 tulasigeri,788,58.61,28.63,15.0,90.0,0.51
Bagalkote,B0009 bagalkot,C2752 yadahalli-(bgk),323,62.03,21.36,31.0,85.0,1.46
Bagalkote,B0009 bagalkot,C2903 nainegali,305,76.52,20.35,45.0,100.0,-1.57
Bagalkote,B0021 bilagi,C0884 kandagal,1248,59.67,26.49,20.0,90.0,4.4
Bagalkote,B0021 bilagi,C1031 kundargi,905,54.53,25.89,15.0,88.0,3.38
Bagalkote,B0021 bilagi,C1501 siddapur,1465,54.02,27.21,15.0,90.0,2.55
Bagalkote,B0021 bilagi,C1543 sunag,758,50.34,27.28,15.0,85.0,6.27
Bagalkote,B0021 bilagi,C1711 yadahalli,589,54.8,29.3,10.0,90.0,2.66
Bagalkote,B0021 bilagi,C1786 anagwadi,959,73.52,20.18,45.0,95.0,3.25
Bagalkote,B0021 bilagi,C2023 galagali,591,58.91,27.16,20.0,95.0,2.19
Bagalkote,B0021 bilagi,C2276 kataraki,732,52.98,25.74,15.0,85.0,6.19
Bagalkote,B0021 bilagi,C2409 manniker,507,46.34,25.17,13.0,80.0,4.7
Bagalkote,B0021 bilagi,C2668 teggi,608,52.75,28.1,15.0,90.0,-0.85
Bagalkote,B0069 hunagund,C0317 chicknal,411,58.72,25.33,20.0,90.0,-3.28
Bagalkote,B0069 hunagund,C0644 heremagi,1089,50.91,26.86,10.0,85.0,0.96
Bagalkote,B0069 hunagund,C0734 hungund,867,49.42,25.88,10.0,85.0,-2.13
Bagalkote,B0069 hunagund,C0743 ilkal middle,809,74.89,21.52,45.0,100.0,1.88
Bagalkote,B0069 hunagund,C0744 ilkal west,445,76.56,17.15,55.0,95.0,4.23
Bagalkote,B0069 hunagund,C1008 kudal sangam,107,54.63,26.58,15.0,85.0,16.19
Bagalkote,B0069 hunagund,C1264 nagur,363,77.33,17.4,55.0,95.0,5.75
Bagalkote,B0069 hunagund,C1769 aihole,669,71.08,21.68,40.0,95.0,4.44
Bagalkote,B0069 hunagund,C1897 bingawadagi,652,49.09,29.57,10.0,90.0,2.05
Bagalkote,B0069 hunagund,C1907 budihal s k,270,43.7,25.63,5.0,80.0,4.02
Bagalkote,B0069 hunagund,C1989 dhannur,628,46.11,29.65,5.0,85.0,-0.23
Bagalkote,B0069 hunagund,C2049 gudur,687,68.9,23.98,35.0,100.0,4.47
Bagalkote,B0069 hunagund,C2138 hiresingangutti,403,53.52,27.11,15.0,90.0,4.22
Bagalkote,B0069 hunagund,C2254 kandgall,628,67.33,24.64,30.0,95.0,0.42
Bagalkote,B0069 hunagund,C2264 karadi,178,37.67,26.95,5.0,80.0,-4.01
Bagalkote,B0069 hunagund,C2447 muganur,412,43.08,27.42,10.0,80.0,4.28
Bagalkote,B0069 hunagund,C2484 nandawadagi,492,77.01,19.99,50.0,100.0,-7.9
Bagalkote,B0069 hunagund,C2647 sulibhavi,693,47.81,31.26,5.0,90.0,-0.38
Bagalkote,B0069 hunagund,C2696 tumb,241,66.97,22.93,35.0,90.0,4.68
Bagalkote,B0069 hunagund,C2854 ilkal (urdu crc),170,32.24,24.05,5.0,65.0,4.12
Bagalkote,B0072 jamakhandi,C0729 hulyal,751,67.8,23.68,30.0,95.0,2.05
Bagalkote,B0072 jamakhandi,C0735 hunnur,948,67.15,23.54,30.0,95.0,3.52
Bagalkote,B0072 jamakhandi,C0779 jamakhandi west,221,50.84,29.97,5.0,90.0,10.2
Bagalkote,B0072 jamakhandi,C0985 konnur,391,43.35,25.57,10.0,80.0,0.36
Bagalkote,B0072 jamakhandi,C1027 kunchanur,1064,44.22,29.35,5.0,85.0,0.83
Bagalkote,B0072 jamakhandi,C1845 banahatti east,532,54.03,28.44,15.0,90.0,-1.26
Bagalkote,B0072 jamakhandi,C1846 banahatti west,603,68.22,30.91,20.0,100.0,-0.83
Bagalkote,B0072 jamakhandi,C1891 bidari,262,48.74,25.57,15.0,80.0,4.71
Bagalkote,B0072 jamakhandi,C1950 chimmad,653,66.88,20.57,40.0,90.0,4.23
Bagalkote,B0072 jamakhandi,C2022 gadyal,361,47.6,26.19,15.0,85.0,-1.15
Bagalkote,B0072 jamakhandi,C2038 golabhavi,453,56.24,27.14,15.0,90.0,5.67
Bagalkote,B0072 jamakhandi,C2122 hipparagi,692,37.01,25.87,5.0,75.0,9.44
Bagalkote,B0072 jamakhandi,C2136 hirepadasalagi,658,47.07,28.93,10.0,90.0,2.34
Bagalkote,B0072 jamakhandi,C2386 maigur,718,67.86,24.41,30.0,95.0,1.52
Bagalkote,B0072 jamakhandi,C2553 rampur,455,42.97,27.05,10.0,80.0,0.92
Bagalkote,B0072 jamakhandi,C2593 savalagi,564,53.63,28.88,15.0,95.0,6.99
Bagalkote,B0072 jamakhandi,C2675 terdal east,396,53.3,25.88,15.0,85.0,2.94
Bagalkote,B0072 jamakhandi,C2699 tungal,401,55.94,26.75,20.0,90.0,2.83
Bagalkote,B0072 jamakhandi,C2826 gothe,441,63.48,22.87,30.0,90.0,-1.95
Bagalkote,B0072 jamakhandi,C2917 rabakavi,448,75.13,18.01,50.0,95.0,4.33
Bagalkote,B0072 jamakhandi,C2938 todalbagi,458,49.75,25.68,15.0,80.0,2.69
Bagalkote,B0099 mudhol,C0225 bhantanur,382,45.56,24.93,10.0,80.0,0.44
Bagalkote,B0099 mudhol,C0631 hebbal,627,41.12,24.82,10.0,75.0,2.31
Bagalkote,B0099 mudhol,C1053 lakshanatti,311,52.27,27.53,10.0,85.0,2.65
Bagalkote,B0099 mudhol,C1137 mantur,1276,57.21,27.32,20.0,90.0,0.97
Bagalkote,B0099 mudhol,C1218 mugalkhod,427,43.14,25.41,10.0,80.0,1.21
Bagalkote,B0099 mudhol,C1427 saidapur,499,34.19,25.57,5.0,71.0,1.92
Bagalkote,B0099 mudhol,C1490 shirol,224,47.54,28.39,10.0,88.5,8.12
Bagalkote,B0099 mudhol,C1679 uttur,558,51.05,26.78,15.0,85.0,-1.45
Bagalkote,B0099 mudhol,C1935 chichkhandi k d,657,58.18,24.69,20.0,90.0,4.6
Bagalkote,B0099 mudhol,C2361 lokapur,298,43.02,28.26,10.0,85.0,4.16
Bagalkote,B0099 mudhol,C2368 machakanur,397,33.64,24.76,5.0,70.0,2.46
Bagalkote,B0099 mudhol,C2371 madabhavi,244,39.12,25.07,5.0,75.0,-5.14
Bagalkote,B0099 mudhol,C2384 mahalingapur mps,797,47.79,28.05,10.0,85.0,3.66
Bagalkote,B0099 mudhol,C2637 soragaon,665,63.32,23.84,30.0,90.0,3.15
Bagalkote,B0099 mudhol,C2723 urdu mudhol,99,50.35,24.79,19.0,85.0,4.19
Bagalkote,B0099 mudhol,C2751 yadahalli ingalagi,778,48.81,27.3,10.0,85.0,2.14
Ballari,B0012 ballari east,C0062 andral,635,39.35,27.97,5.0,85.0,-1.7
Ballari,B0012 ballari east,C0145 banapura,1083,31.34,24.86,0.0,70.0,4.34
Ballari,B0012 ballari east,C0374 dammur,1264,40.98,26.66,5.0,78.5,1.97
Ballari,B0012 ballari east,C0567 halakundi,1274,28.08,24.73,0.0,70.0,4.49
Ballari,B0012 ballari east,C0991 korlagundi,1652,70.84,22.14,40.0,95.0,4.67
Ballari,B0012 ballari east,C1191 moka,1319,40.11,27.49,5.0,80.0,5.78
Ballari,B0012 ballari east,C1352 patelanagar bellary,495,38.99,25.87,5.0,75.0,5.4
Ballari,B0012 ballari east,C1415 rupanagudi,1453,25.05,22.87,0.0,60.0,1.03
Ballari,B0012 ballari east,C1504 sidiginamola,1127,37.25,30.58,0.0,85.0,3.26
Ballari,B0012 ballari east,C1510 sirivara,2079,61.98,24.91,25.0,90.0,3.4
Ballari,B0012 ballari east,C1580 telugu ballari east,175,53.34,24.29,22.0,85.0,4.1
Ballari,B0012 ballari east,C1655 urdu ballari east,208,71.35,18.44,45.0,90.0,0.26
Ballari,B0013 ballari west,C0151 bandihatti bellary,607,44.09,26.66,10.0,80.0,-0.45
Ballari,B0013 ballari west,C0458 emmiganur,628,45.52,28.67,5.0,85.0,0.16
Ballari,B0013 ballari west,C0496 genikehal,1129,36.71,27.07,5.0,75.0,1.53
Ballari,B0013 ballari west,"C0746 indiranagar,bellary",575,53.72,24.2,20.0,80.0,6.82
Ballari,B0013 ballari west,C0856 kallukamba,1530,39.49,27.57,5.0,80.0,-0.42
Ballari,B0013 ballari west,C0974 koluru,1318,33.12,27.66,0.0,75.0,3.73
Ballari,B0013 ballari west,C1014 kudithini,453,41.42,27.28,5.0,80.0,0.13
Ballari,B0013 ballari west,C1499 siddamman halli,227,34.47,26.24,5.0,72.0,9.67
Ballari,B0013 ballari west,C1656 urdu ballari west,144,56.74,26.77,20.0,90.0,11.34
Ballari,B0084 kudligi,"C1002 kottur, lbs badavane",103,47.04,29.43,6.0,89.0,0.68
Ballari,B0117 sandur,C0152 bandri,1397,35.33,27.01,3.0,75.0,-1.98
Ballari,B0117 sandur,C0236 bhujanga nagar,967,36.83,26.74,5.0,75.0,1.82
Ballari,B0117 sandur,C0259 bomma gatta,1087,42.25,30.49,5.0,85.0,5.84
Ballari,B0117 sandur,C0363 chornur,1016,54.92,32.97,5.0,95.0,4.85
Ballari,B0117 sandur,C0509 gollalingammanahalli,588,27.02,23.15,0.0,60.0,0.05
Ballari,B0117 sandur,C1007 krishnanagara,1159,40.85,28.13,5.0,80.0,4.0
Ballari,B0117 sandur,C1054 lakshmipura,72,47.71,19.25,20.5,70.0,-8.7
Ballari,B0117 sandur,C1185 metriki,1301,56.39,31.27,10.0,95.0,-0.96
Ballari,B0117 sandur,C1592 tharanagara,1961,48.44,29.7,5.0,90.0,4.75
Ballari,B0117 sandur,C1610 thoranagal,1253,38.33,26.17,5.0,75.0,2.57
Ballari,B0117 sandur,C1669 urdu sandur,93,71.13,23.15,36.0,100.0,5.32
Ballari,B0117 sandur,C1701 vittalapura,944,43.53,28.05,10.0,85.0,0.33
Ballari,B0117 sandur,C1735 yashvanthnagara,731,52.26,26.28,15.0,85.0,0.79
Ballari,B0128 siruguppa,C0378 darur,2256,41.09,28.7,5.0,80.0,-1.88
Ballari,B0128 siruguppa,C0625 hatcholli,1196,38.65,26.33,5.0,77.5,0.3
Ballari,B0128 siruguppa,C0802 k belgal,1245,28.92,27.25,0.0,70.0,-0.82
Ballari,B0128 siruguppa,C0924 kenchanagudda,1312,27.12,22.44,0.0,60.0,2.05
Ballari,B0128 siruguppa,C1010 kudarhal,1530,37.68,26.7,5.0,75.0,3.46
Ballari,B0128 siruguppa,C1069 m suguru,1078,34.26,27.39,0.0,75.0,-0.32
Ballari,B0128 siruguppa,C1247 nadanga,535,40.97,28.83,5.0,85.0,-0.96
Ballari,B0128 siruguppa,C1398 raravi,918,46.11,29.8,10.0,90.0,3.43
Ballari,B0128 siruguppa,C1509 sirigeri,1134,36.34,27.79,5.0,80.0,-1.58
Ballari,B0128 siruguppa,"C1511 siruguppa, 5th ward",315,34.73,26.31,5.0,75.0,2.11
Ballari,B0128 siruguppa,C1572 talur,1928,56.69,25.12,20.0,90.0,3.07
Ballari,B0128 siruguppa,C1579 tekkalakote,180,47.0,25.39,10.0,80.0,-12.25
Ballari,B0128 siruguppa,C1628 u hosalli,387,36.2,24.58,5.0,70.0,-1.33
Belagavi,B0006 athani,C0378 darur,395,61.57,25.37,25.0,90.0,0.07
Belagavi,B0006 athani,C1373 raderahatti,986,64.56,24.05,30.0,95.0,3.16
Belagavi,B0006 athani,C1444 sankonatti,148,71.99,20.09,45.0,95.0,5.51
Belagavi,B0006 athani,C1759 adahalli,462,51.33,24.31,15.5,85.0,-2.69
Belagavi,B0006 athani,C1768 aigali,646,55.01,25.85,20.0,90.0,2.59
Belagavi,B0006 athani,C1787 anantpur,539,46.18,26.41,10.0,80.0,4.62
Belagavi,B0006 athani,C1842 balligeri,487,57.93,26.5,15.0,90.0,1.8
Belagavi,B0006 athani,C2056 gundewadi,721,46.42,27.43,10.0,85.0,7.72
Belagavi,B0006 athani,C2082 halyal,323,64.24,25.86,26.0,95.0,4.24
Belagavi,B0006 athani,C2200 jambagi,586,46.54,32.04,5.0,90.0,2.69
Belagavi,B0006 athani,C2230 kakamari,562,46.04,27.84,10.0,85.0,4.39
Belagavi,B0006 athani,C2305 kokatnoor,742,57.6,28.44,15.0,90.0,-1.42
Belagavi,B0006 athani,C2371 madabhavi,114,51.1,26.98,15.0,90.0,2.78
Belagavi,B0006 athani,C2454 murgundi,633,55.55,25.98,20.0,90.0,4.1
Belagavi,B0006 athani,C2486 nandgaon,270,57.48,26.6,15.0,90.0,9.91
Belagavi,B0006 athani,C2576 sambaragi,310,46.42,26.7,10.0,85.0,-3.73
Belagavi,B0006 athani,C2591 satti,539,58.18,22.0,30.0,85.0,-3.18
Belagavi,B0006 athani,C2599 shankarhatti,307,43.16,27.65,5.0,85.0,7.04
Belagavi,B0006 athani,C2608 shirahatti,405,63.59,23.12,30.0,90.0,-0.11
Belagavi,B0006 athani,C2656 suttati,302,37.45,26.22,5.0,75.0,4.54
Belagavi,B0006 athani,C2672 telsang,337,60.43,20.83,33.0,87.0,4.3
Belagavi,B0006 athani,C2778 aralihatti,44,76.82,18.27,53.0,95.0,14.55
Belagavi,B0011 bailhongal,C0045 ambadgatti,148,73.61,16.51,50.0,95.0,-2.0
Belagavi,B0011 bailhongal,C0130 bailur,173,80.29,16.14,60.0,100.0,-0.25
Belagavi,B0011 bailhongal,C0194 belavadi,2045,58.98,26.82,20.0,90.0,2.44
Belagavi,B0011 bailhongal,C0270 budarkatti,1173,58.63,27.04,20.0,90.0,9.03
Belagavi,B0011 bailhongal,C0325 chikkabagewadi,1185,70.76,23.15,35.0,95.0,-1.14
Belagavi,B0011 bailhongal,C0590 hanabarhatti,1319,68.59,22.28,35.0,95.0,2.0
Belagavi,B0011 bailhongal,C0701 hosa kadarvalli,227,78.99,19.4,55.0,95.0,4.2
Belagavi,B0011 bailhongal,C0848 kalbhavi,148,73.92,19.98,45.0,95.0,1.12
Belagavi,B0011 bailhongal,C1022 kulavalli,151,61.52,16.26,40.0,85.0,0.8
Belagavi,B0011 bailhongal,C1436 sampagaon,712,58.31,26.6,20.0,90.0,0.92
Belagavi,B0011 bailhongal,C1795 anigol,1433,66.22,24.82,30.0,95.0,4.71
Belagavi,B0011 bailhongal,C1975 deshnur,811,70.23,24.1,35.0,95.0,2.13
Belagavi,B0011 bailhongal,C2098 hannikeri,482,68.45,23.88,30.5,95.0,3.14
Belagavi,B0011 bailhongal,C2477 nagnoor,278,56.64,25.16,18.5,90.0,-1.79
Belagavi,B0011 bailhongal,C2504 neginhal,777,54.54,28.06,15.0,90.0,2.36
Belagavi,B0011 bailhongal,C2511 nesargi,885,69.6,23.66,35.0,95.0,5.87
Belagavi,B0017 belgaum rural,C0082 aralikatti,501,71.53,22.34,35.0,95.0,6.82
Belagavi,B0017 belgaum rural,C0575 halga,1190,71.65,20.42,45.0,95.0,-0.52
Belagavi,B0017 belgaum rural,C0888 kangrali bk,692,70.01,20.63,45.0,95.0,2.29
Belagavi,B0017 belgaum rural,C0889 kangrali kh,717,73.79,19.63,45.0,95.0,4.32
Belagavi,B0017 belgaum rural,C1135 mannur,172,40.2,24.31,10.0,75.0,9.26
Belagavi,B0017 belgaum rural,C1837 balekundri kh,706,71.32,21.68,40.0,95.0,1.85
Belagavi,B0017 belgaum rural,C1870 belgundi,25,75.0,15.75,52.0,90.0,7.5
Belagavi,B0017 belgaum rural,C1886 bhendigeri,908,66.64,23.1,35.0,90.0,2.83
Belagavi,B0017 belgaum rural,C1889 bhutaramatti,997,67.59,19.44,40.0,90.0,0.98
Belagavi,B0017 belgaum rural,C1976 desur,416,60.01,21.88,30.0,87.5,6.97
Belagavi,B0017 belgaum rural,C1988 dhamne s,197,81.24,14.1,65.0,95.0,6.53
Belagavi,B0017 belgaum rural,C1990 dharanatti,209,66.36,16.16,45.0,90.0,-4.71
Belagavi,B0017 belgaum rural,C2092 handignur,225,50.38,25.15,15.0,80.0,-4.91
Belagavi,B0017 belgaum rural,C2120 hindalga,238,65.25,22.87,30.0,95.0,2.6
Belagavi,B0017 belgaum rural,C2163 hudli,458,57.47,22.45,28.5,85.0,4.67
Belagavi,B0017 belgaum rural,C2224 kadoli,200,53.68,23.15,20.0,85.0,1.64
Belagavi,B0017 belgaum rural,C2233 kakti,919,71.46,20.83,45.0,95.0,3.0
Belagavi,B0017 belgaum rural,C2300 kk koppa,172,57.33,25.55,20.0,90.0,6.06
Belagavi,B0017 belgaum rural,C2411 marihal,443,68.86,22.54,40.0,95.0,1.57
Belagavi,B0017 belgaum rural,C2440 muchandi,386,61.37,25.77,25.0,90.0,6.09
Belagavi,B0017 belgaum rural,C2458 mutaga,459,54.4,27.85,15.0,90.0,10.71
Belagavi,B0017 belgaum rural,C2586 santibastwad,137,51.13,23.16,20.0,85.0,8.4
Belagavi,B0017 belgaum rural,C2703 uchagaon,294,62.72,19.47,40.0,85.0,3.3
Belagavi,B0017 belgaum rural,C2959 yallur,72,75.49,15.29,55.0,95.0,1.34
Belagavi,B0032 chikodi,C0908 karoshi,428,83.86,16.16,60.0,100.0,-3.3
Belagavi,B0032 chikodi,C0928 kerur,113,69.03,19.94,40.0,94.0,1.53
Belagavi,B0032 chikodi,C1488 shiraguppi,366,70.0,20.4,40.0,95.0,0.35
Belagavi,B0032 chikodi,C1796 ankali,548,75.09,18.68,50.0,100.0,2.22
Belagavi,B0032 chikodi,C1947 chikkodi urdu,103,75.97,20.21,46.0,100.0,0.13
Belagavi,B0032 chikodi,C1948 chikodi marathi,153,75.42,17.65,50.0,100.0,10.44
Belagavi,B0032 chikodi,C2017 examba,122,78.89,13.75,60.0,95.0,6.44
Belagavi,B0032 chikodi,C2130 hirekodi,400,75.7,17.49,55.0,95.5,0.68
Belagavi,B0032 chikodi,C2196 jaganoor,343,74.78,18.59,50.0,95.0,1.22
Belagavi,B0032 chikodi,C2198 jainapur,401,61.65,24.42,25.0,90.0,1.92
Belagavi,B0032 chikodi,C2207 jodakurli,635,80.9,16.14,60.0,100.0,2.4
Belagavi,B0032 chikodi,C2293 khadaklat,370,70.81,24.71,39.5,100.0,1.91
Belagavi,B0032 chikodi,C2324 kothali,507,83.92,15.72,65.0,100.0,1.48
Belagavi,B0032 chikodi,C2387 majalatti,494,63.86,25.05,30.0,95.0,2.28
Belagavi,B0032 chikodi,C2471 nagar munoli,475,62.71,25.97,25.0,95.0,4.13
Belagavi,B0032 chikodi,C2498 navalihal,400,77.41,15.96,59.5,95.0,-4.17
Belagavi,B0032 chikodi,C2708 umarani,314,82.98,18.52,50.0,100.0,3.96
Belagavi,B0032 chikodi,C2747 walaki,245,80.2,15.6,55.0,100.0,-0.16
Belagavi,B0032 chikodi,C2754 yadur,554,75.63,18.24,50.0,95.0,2.02
Belagavi,B0032 chikodi,C2801 chikkodi urdu,252,72.14,22.76,40.5,95.0,3.48
Belagavi,B0032 chikodi,C2802 chikodi marathi,61,79.02,14.71,65.0,95.0,5.21
Belagavi,B0032 chikodi,C2958 yadur marathi,122,79.06,17.04,55.5,95.0,4.57
Belagavi,B0045 gokak,C0070 ankalagi,259,78.44,16.84,55.0,100.0,1.82
Belagavi,B0045 gokak,C0985 konnur,318,69.72,24.04,35.0,95.0,-0.35
Belagavi,B0045 gokak,C1098 makkalgeri,510,64.86,21.59,35.0,90.0,-0.19
Belagavi,B0045 gokak,C1119 mamadapur,330,79.55,15.14,59.5,100.0,-2.09
Belagavi,B0045 gokak,C1993 dhupadal,261,85.15,12.2,65.0,100.0,1.62
Belagavi,B0045 gokak,C2037 gokak(urdu),384,68.76,23.24,35.0,95.0,1.84
Belagavi,B0045 gokak,C2134 hirenandi,313,79.11,17.39,55.0,100.0,3.5
Belagavi,B0045 gokak,C2294 khanagaon,706,47.27,25.9,15.0,85.0,-2.75
Belagavi,B0045 gokak,C2307 kolavi,556,64.74,21.16,35.0,90.0,0.3
Belagavi,B0045 gokak,C2375 madawal,346,55.78,26.98,20.0,90.0,11.92
Belagavi,B0045 gokak,C2392 maladinni,805,71.57,20.17,45.0,95.0,-0.6
Belagavi,B0045 gokak,C2618 shivapur k,482,73.04,20.24,45.0,95.0,7.06
Belagavi,B0045 gokak,C2646 suldhal,320,75.06,14.67,55.0,95.0,0.43
Belagavi,B0045 gokak,C2665 tavag,318,41.26,23.42,10.0,70.0,0.93
Belagavi,B0067 hukkeri,C0178 bassapur,1073,74.27,20.82,50.0,100.0,-7.31
Belagavi,B0067 hukkeri,C0631 hebbal,365,75.92,19.25,50.0,100.0,-4.2
Belagavi,B0067 hukkeri,C0707 hosur,462,75.66,17.85,50.0,99.5,1.67
Belagavi,B0067 hukkeri,C0755 islampur,475,70.34,22.56,30.0,95.0,2.2
Belagavi,B0067 hukkeri,C1310 nidasoshi,827,73.83,21.35,45.0,100.0,5.04
Belagavi,B0067 hukkeri,C1871 bellad bagewadi,662,42.5,27.81,5.0,80.0,7.24
Belagavi,B0067 hukkeri,C2064 h-mastiholi,927,74.6,17.79,50.0,95.0,4.84
Belagavi,B0067 hukkeri,C2104 hargapur gad,389,68.73,18.45,50.0,95.0,3.66
Belagavi,B0067 hukkeri,C2107 hattargi,485,78.53,18.14,55.0,95.0,0.95
Belagavi,B0067 hukkeri,C2118 hidakal dam,660,75.84,21.1,45.0,100.0,7.11
Belagavi,B0067 hukkeri,C2247 kanagala,660,74.23,22.0,40.0,95.0,4.7
Belagavi,B0067 hukkeri,C2343 kurni,625,71.94,20.72,40.0,95.0,4.19
Belagavi,B0067 hukkeri,C2510 nerli,470,46.59,28.66,10.0,85.0,4.35
Belagavi,B0067 hukkeri,C2526 pachapur,462,74.47,20.75,45.0,95.0,-1.23
Belagavi,B0067 hukkeri,C2597 shahabandar,594,71.27,19.55,45.0,95.0,0.23
Belagavi,B0067 hukkeri,C2609 shirgaon,821,71.1,20.79,40.0,95.0,0.08
Belagavi,B0067 hukkeri,C2649 sultanpur,495,73.34,22.4,40.0,100.0,-3.0
Belagavi,B0067 hukkeri,C2753 yadgud,641,68.41,21.24,40.0,95.0,4.76
Belagavi,B0067 hukkeri,C2806 daddi,134,67.72,24.06,30.0,95.0,1.32
Belagavi,B0075 kagwad,C0025 ainapur,258,77.66,19.03,55.0,100.0,6.29
Belagavi,B0075 kagwad,C1488 shiraguppi,531,52.41,26.88,15.0,85.0,2.52
Belagavi,B0075 kagwad,C1635 ugar bk,325,45.43,27.19,10.0,85.0,15.04
Belagavi,B0075 kagwad,C2288 kempwad,592,52.6,26.66,15.0,85.0,8.33
Belagavi,B0075 kagwad,C2404 mangasuli(marathi),219,51.39,28.37,5.0,85.0,4.61
Belagavi,B0075 kagwad,C2664 tangadi,291,55.29,26.17,15.0,90.0,6.84
Belagavi,B0078 khanapur,C0237 bhuranki,395,48.28,27.39,10.0,85.0,9.99
Belagavi,B0078 khanapur,C0664 hiremunolli,666,64.2,24.77,25.0,95.0,6.14
Belagavi,B0078 khanapur,C0756 itagi,930,62.98,25.03,25.0,95.0,3.23
Belagavi,B0078 khanapur,C1351 parishwad,610,74.57,18.89,45.0,95.0,7.58
Belagavi,B0078 khanapur,C1619 tolagi,347,69.87,22.24,40.0,95.0,1.4
Belagavi,B0078 khanapur,C1892 bidi,315,59.41,23.49,25.0,90.0,-5.2
Belagavi,B0078 khanapur,C1980 devalatti,332,47.15,26.21,10.0,84.5,0.32
Belagavi,B0078 khanapur,C2071 halaga,7,92.86,8.09,83.0,100.0,-2.5
Belagavi,B0078 khanapur,C2074 halashi,271,62.6,22.38,30.0,90.0,1.97
Belagavi,B0078 khanapur,C2186 idalhond,148,58.41,21.38,30.0,85.0,3.71
Belagavi,B0078 khanapur,C2231 kakkeri,491,66.47,22.97,35.0,95.0,0.03
Belagavi,B0078 khanapur,C2363 londa,13,76.15,20.73,42.0,95.0,2.5
Belagavi,B0078 khanapur,C2406 mangyankoppa,487,71.38,20.11,45.0,95.0,2.51
Belagavi,B0078 khanapur,C2434 mohishet,3,83.33,7.64,77.0,89.0,12.5
Belagavi,B0078 khanapur,C2473 nagargali,137,72.08,13.72,53.0,90.0,4.54
Belagavi,B0078 khanapur,C2485 nandgad,262,55.57,23.32,25.0,85.0,2.7
Belagavi,B0078 khanapur,C2552 ramgurwadi,17,76.76,21.21,68.0,90.0,12.01
Belagavi,B0098 mudalgi,C0214 betageri,1275,49.99,26.75,10.0,85.0,-1.38
Belagavi,B0098 mudalgi,C1716 yadwad,1053,62.87,21.08,35.0,90.0,4.1
Belagavi,B0098 mudalgi,C2035 ghataprabha,150,69.07,21.44,35.0,90.0,9.35
Belagavi,B0098 mudalgi,C2081 hallur,447,52.72,26.18,15.0,90.0,3.0
