district,block,cluster,n_students,pct_mean,pct_sd,pct_floor,pct_p90,gender_gap_pp
Haveri,B0121 shiggoan,C1284 narayanpur,626,68.48,21.68,40.0,95.0,5.15
Haveri,B0121 shiggoan,C1823 baad,465,61.03,27.76,20.0,95.0,7.58
Haveri,B0121 shiggoan,C1928 chandapur,637,63.04,23.3,30.0,90.0,-0.54
Haveri,B0121 shiggoan,C1992 dhundasi,371,68.87,17.28,45.0,90.0,3.93
Haveri,B0121 shiggoan,C2123 hirebendigeri,336,48.35,25.14,15.0,80.0,5.07
Haveri,B0121 shiggoan,C2166 hulagur,868,62.56,23.24,30.0,90.0,2.87
Haveri,B0121 shiggoan,C2502 neeralagi,284,63.98,25.13,30.0,95.0,3.93
Haveri,B0121 shiggoan,C2603 shidenur,274,72.46,14.86,55.0,90.0,2.74
Haveri,B0121 shiggoan,C2604 shiggaon urdu,52,63.65,17.07,40.5,85.0,-3.97
Haveri,B0121 shiggoan,C2658 tadas,424,65.46,21.92,35.0,90.0,-0.07
Haveri,B0149 haveri,C0550 guttal urdu,292,71.28,21.67,40.0,95.0,-2.66
Haveri,B0149 haveri,C1762 agadi,483,45.04,27.25,10.0,80.0,4.75
Haveri,B0149 haveri,C1978 devagiri,838,49.43,24.87,15.0,80.0,0.24
Haveri,B0149 haveri,C1987 devihosur,919,67.12,24.08,35.0,95.0,5.42
Haveri,B0149 haveri,C2060 guttal urdu,150,49.2,26.29,15.0,85.0,15.9
Haveri,B0149 haveri,C2061 guttal,356,37.81,25.11,7.5,75.0,-0.15
Haveri,B0149 haveri,C2108 havnur,857,44.14,27.88,10.0,85.0,16.47
Haveri,B0149 haveri,C2159 hosaritti,418,57.94,26.14,20.0,90.0,8.76
Haveri,B0149 haveri,C2220 kabbur,804,60.02,25.7,25.0,90.0,2.31
Haveri,B0149 haveri,C2261 kanvalli,578,58.17,24.56,25.0,90.0,-0.53
Haveri,B0149 haveri,C2344 kurubgonda,863,58.3,24.61,25.0,90.0,9.08
Haveri,B0149 haveri,C2413 marol,701,48.86,27.59,10.0,85.0,4.01
Haveri,B0149 haveri,C2431 mevundi,552,68.91,23.94,30.0,95.0,2.32
Haveri,B0149 haveri,C2757 yalagaccha,553,60.29,24.62,25.0,90.0,5.33
Kalaburagi,B0001 afzalpur,C0100 atnoor,579,38.45,24.7,10.0,75.0,-3.64
Kalaburagi,B0001 afzalpur,C0141 baluragi,660,49.33,31.19,5.0,90.0,-1.4
Kalaburagi,B0001 afzalpur,C0149 bandarwad,787,34.71,26.01,0.0,70.0,2.71
Kalaburagi,B0001 afzalpur,C0219 bhairamadagi,441,52.01,29.73,5.0,90.0,0.42
Kalaburagi,B0001 afzalpur,C0366 chowdapur,411,50.28,30.62,5.0,90.0,-0.48
Kalaburagi,B0001 afzalpur,C0385 deval gangapur,1298,38.21,27.68,0.0,75.0,-1.55
Kalaburagi,B0001 afzalpur,C0499 ghattarga,241,32.72,27.16,0.0,70.0,-2.42
Kalaburagi,B0001 afzalpur,C0504 gobbur (b),459,57.24,28.89,15.0,95.0,1.81
Kalaburagi,B0001 afzalpur,C0517 gour (b),381,38.14,24.95,5.0,75.0,-1.06
Kalaburagi,B0001 afzalpur,C0898 karajagi,1280,33.88,25.68,0.0,70.0,-2.75
Kalaburagi,B0001 afzalpur,C1135 mannur,1239,64.43,26.39,25.0,95.0,0.84
Kalaburagi,B0001 afzalpur,C1156 mashal,652,40.46,29.85,5.0,85.0,-6.08
Kalaburagi,B0001 afzalpur,C1407 revoor (b),1012,69.46,24.61,30.0,95.0,4.28
Kalaburagi,B0001 afzalpur,C1536 station gangapur,754,44.32,29.15,5.0,85.0,4.76
Kalaburagi,B0002 aland,C0030 aland north urdu,763,42.08,26.48,10.0,80.0,-3.42
Kalaburagi,B0002 aland,C0046 ambalaga,349,40.04,28.03,5.0,80.0,4.22
Kalaburagi,B0002 aland,C0238 bhusanoor,1182,37.97,27.33,5.0,80.0,-2.64
Kalaburagi,B0002 aland,C0349 chinchansoor,907,45.16,25.14,15.0,80.0,-0.76
Kalaburagi,B0002 aland,C0450 durga siroor,817,44.71,26.72,10.0,85.0,3.02
Kalaburagi,B0002 aland,C0451 duttargaon,985,40.93,27.91,5.0,80.0,-2.63
Kalaburagi,B0002 aland,C0671 hirolli,605,40.6,27.65,5.0,80.0,0.43
Kalaburagi,B0002 aland,C0676 hodalur,924,36.47,25.06,5.0,73.5,0.31
Kalaburagi,B0002 aland,C0796 jidaga,408,35.4,26.16,0.0,75.0,-1.09
Kalaburagi,B0002 aland,C0823 kadaganchi,1076,43.58,27.1,10.0,80.0,-2.5
Kalaburagi,B0002 aland,C0935 khajuri,499,57.17,26.36,20.0,90.0,3.67
Kalaburagi,B0002 aland,C0990 koralli,339,46.7,25.84,10.0,80.0,-0.45
Kalaburagi,B0002 aland,C1083 madanhipparga,467,45.74,29.42,5.0,85.0,0.36
Kalaburagi,B0002 aland,C1161 mataki,562,40.79,28.36,5.0,80.0,2.71
Kalaburagi,B0002 aland,C1224 munahalli,597,48.69,28.71,5.0,90.0,-1.6
Kalaburagi,B0002 aland,C1287 narona,689,45.57,29.71,5.0,90.0,-3.48
Kalaburagi,B0002 aland,C1315 nimbarga,342,53.19,26.28,15.0,85.0,0.08
Kalaburagi,B0002 aland,C1432 salagar (v.k.),558,36.18,28.89,0.0,80.0,-1.95
Kalaburagi,B0002 aland,C1454 sarsamba,859,34.39,26.78,0.0,75.0,2.35
Kalaburagi,B0002 aland,C1466 savaleshwar,559,26.47,24.0,0.0,65.0,-0.5
Kalaburagi,B0002 aland,C1559 tadakal,465,36.59,26.67,5.0,75.0,3.78
Kalaburagi,B0002 aland,C1740 yelasangi,932,65.51,23.23,35.0,95.0,2.36
Kalaburagi,B0002 aland,C1780 aland south urdu,793,42.62,27.89,5.0,80.0,-0.03
Kalaburagi,B0033 chincholi,C0025 ainapur,520,39.92,28.05,5.0,80.0,-0.84
Kalaburagi,B0033 chincholi,C0026 ainoli,837,41.13,27.5,5.0,85.0,2.52
Kalaburagi,B0033 chincholi,C0312 chengata,512,39.21,26.39,5.0,80.0,-7.32
Kalaburagi,B0033 chincholi,C0347 chimmaidalai,850,37.02,28.44,0.0,80.0,5.52
Kalaburagi,B0033 chincholi,C0348 chimmanchod,844,36.75,27.48,5.0,80.0,-1.45
Kalaburagi,B0033 chincholi,C0351 chincholi,157,62.93,22.05,30.0,90.0,6.11
Kalaburagi,B0033 chincholi,C0382 degalmadi,699,38.8,27.68,5.0,80.0,4.37
Kalaburagi,B0033 chincholi,C0469 gadikeshwar,716,49.85,29.09,10.0,90.0,3.56
Kalaburagi,B0033 chincholi,C0471 gadilingadalli,271,42.27,25.89,10.0,80.0,-4.33
Kalaburagi,B0033 chincholi,C0878 kanakapur,449,42.08,30.28,5.0,90.0,0.14
Kalaburagi,B0033 chincholi,C0902 karchkhed,405,34.83,28.28,0.0,75.0,4.11
Kalaburagi,B0033 chincholi,C0954 kodli,1111,41.09,28.15,5.0,80.0,-2.23
Kalaburagi,B0033 chincholi,C0980 konchawaram,435,45.41,24.34,10.0,78.0,-5.4
Kalaburagi,B0033 chincholi,C1188 miryan,68,32.21,23.41,5.0,66.5,13.67
Kalaburagi,B0033 chincholi,C1311 nidgunda,587,32.19,25.73,0.0,70.0,-4.6
Kalaburagi,B0033 chincholi,C1399 ratkal,676,44.21,26.89,10.0,80.0,-1.03
Kalaburagi,B0033 chincholi,C1414 rummangud,1029,36.98,26.82,5.0,75.0,-0.08
Kalaburagi,B0033 chincholi,C1433 salagar basantpur,406,35.57,26.53,0.0,75.0,-6.26
Kalaburagi,B0033 chincholi,C1474 shadipur,271,44.17,25.05,10.0,75.0,2.99
Kalaburagi,B0033 chincholi,C1539 sulepeth urdu,111,50.54,26.12,10.0,80.0,-1.36
Kalaburagi,B0033 chincholi,C1540 sulepeth,529,52.53,28.2,15.0,90.0,1.59
Kalaburagi,B0033 chincholi,C1954 chincholi urdu,520,53.13,24.85,20.0,85.0,4.67
Kalaburagi,B0036 chittapur,C0038 allolli,1019,31.37,24.45,0.0,65.0,3.52
Kalaburagi,B0036 chittapur,C0085 arankal,640,34.41,27.56,0.0,75.0,-2.27
Kalaburagi,B0036 chittapur,C0224 bhankur,781,37.78,26.24,5.0,75.0,1.66
Kalaburagi,B0036 chittapur,C0232 bheemanahalli,1252,37.14,26.47,5.0,75.0,3.21
Kalaburagi,B0036 chittapur,C0542 gundagurthi,811,27.64,23.83,0.0,60.0,6.53
Kalaburagi,B0036 chittapur,C0566 halakatta,955,33.36,25.43,5.0,70.0,-0.05
Kalaburagi,B0036 chittapur,C0631 hebbal,784,33.03,25.76,5.0,70.0,2.62
Kalaburagi,B0036 chittapur,C0688 honguntta,855,30.94,26.35,0.0,70.0,4.24
Kalaburagi,B0036 chittapur,C0841 kalagi urdu,209,38.66,25.67,5.0,75.0,1.31
Kalaburagi,B0036 chittapur,C0945 kodadoor,581,43.55,27.21,10.0,80.0,1.76
Kalaburagi,B0036 chittapur,C0972 kollur,803,41.43,27.88,5.0,80.0,0.98
Kalaburagi,B0036 chittapur,C0993 korwar,827,27.5,24.87,0.0,65.0,2.74
Kalaburagi,B0036 chittapur,C1077 madaboola,509,37.64,23.65,10.0,75.0,4.23
Kalaburagi,B0036 chittapur,C1269 nalwar,300,40.37,24.83,9.5,75.0,-1.08
Kalaburagi,B0036 chittapur,C1363 pethsiroor,977,31.41,26.26,0.0,75.0,5.12
Kalaburagi,B0036 chittapur,C1401 ravoor,789,41.25,25.5,10.0,80.0,-1.0
Kalaburagi,B0036 chittapur,C1406 revaggi,257,42.68,27.02,5.0,80.0,0.74
Kalaburagi,B0036 chittapur,C1462 satnoor,798,43.11,26.04,10.0,80.0,1.36
Kalaburagi,B0036 chittapur,C1583 tengali,614,29.36,25.73,0.0,70.0,-0.91
Kalaburagi,B0048 gulbarga north,C0069 ankalaga,439,48.43,26.01,15.0,90.0,2.82
Kalaburagi,B0048 gulbarga north,C0102 aurab (b),1009,45.92,27.28,10.0,85.0,4.15
Kalaburagi,B0048 gulbarga north,C0442 dongargaon,591,43.15,26.28,10.0,80.0,-0.53
Kalaburagi,B0048 gulbarga north,C0619 harsoor,407,44.64,27.05,10.0,85.0,-1.29
Kalaburagi,B0048 gulbarga north,C0792 jeevanagi,434,41.89,27.2,5.0,80.0,2.13
Kalaburagi,B0048 gulbarga north,C0854 kallahangarga,611,49.5,25.55,15.0,85.0,1.63
Kalaburagi,B0048 gulbarga north,C0858 kalmood,289,39.19,25.24,10.0,75.0,-7.39
Kalaburagi,B0048 gulbarga north,C0864 kamalapur,94,42.77,19.71,20.0,70.0,2.06
Kalaburagi,B0048 gulbarga north,C1096 mahagaon,336,42.29,26.43,5.0,80.0,-3.3
Kalaburagi,B0048 gulbarga north,C1262 nagoor,191,40.26,25.78,10.0,80.0,0.98
Kalaburagi,B0048 gulbarga north,C1329 okali,194,45.31,25.99,10.0,80.0,-3.73
Kalaburagi,B0048 gulbarga north,C1525 sonth,492,50.53,30.17,10.0,90.0,2.02
Kalaburagi,B0048 gulbarga north,C1562 tajsultanpur,192,53.59,27.52,10.5,90.0,2.59
Kalaburagi,B0049 gulbarga south,C0230 bheemalli,532,41.37,24.55,10.0,75.0,2.52
Kalaburagi,B0049 gulbarga south,C0461 faratabad urdu,588,45.14,26.59,10.0,85.0,3.38
Kalaburagi,B0049 gulbarga south,C0462 faratabad,1203,39.81,27.56,5.0,80.0,-0.31
Kalaburagi,B0049 gulbarga south,C0562 hagargundagi,718,48.56,28.06,10.0,85.0,3.65
Kalaburagi,B0049 gulbarga south,C0689 honna kiranagi,813,44.24,25.8,10.0,80.0,5.2
Kalaburagi,B0049 gulbarga south,C0936 khanadal,155,41.45,28.73,5.0,80.0,-0.66
Kalaburagi,B0049 gulbarga south,C1068 m s k mill gulbarga,271,34.7,24.62,5.0,65.0,-1.34
Kalaburagi,B0049 gulbarga south,C1274 nandikur,231,56.0,27.0,15.0,90.0,-1.9
Kalaburagi,B0049 gulbarga south,C1277 nandur (k),957,34.24,27.55,0.0,75.0,3.79
Kalaburagi,B0049 gulbarga south,C1355 pattan,1014,35.72,24.97,5.0,73.5,1.21
Kalaburagi,B0049 gulbarga south,C1445 sannur,473,41.5,23.64,10.0,75.0,-7.05
Kalaburagi,B0049 gulbarga south,C1480 sharan sirasagi,273,36.74,27.44,5.0,75.0,6.46
Kalaburagi,B0049 gulbarga south,C1532 srinivas saradag,149,27.08,27.25,0.0,71.0,1.49
Kalaburagi,B0073 jewargi,C0040 aloor,1586,45.25,28.26,10.0,85.0,-0.4
Kalaburagi,B0073 jewargi,C0061 andola,760,43.9,24.14,15.0,75.0,-0.86
Kalaburagi,B0073 jewargi,C0070 ankalagi,1344,42.52,30.49,0.0,85.0,-2.07
Kalaburagi,B0073 jewargi,C0081 aralagundagi,1111,55.04,30.57,10.0,95.0,-8.31
Kalaburagi,B0073 jewargi,C0254 bilwar,957,43.76,27.2,10.0,80.0,-3.97
Kalaburagi,B0073 jewargi,C0490 ganwar,835,42.56,26.05,5.0,80.0,-2.35
Kalaburagi,B0073 jewargi,C0647 hippargi,626,43.04,27.16,10.0,80.0,1.0
Kalaburagi,B0073 jewargi,C0742 ijeri,673,49.03,30.93,5.0,90.0,7.24
Kalaburagi,B0073 jewargi,C0794 jeratagi,1646,49.6,29.49,10.0,90.0,-2.58
Kalaburagi,B0073 jewargi,C0795 jewargi south,598,42.68,25.42,10.0,80.0,0.37
Kalaburagi,B0073 jewargi,C0830 kadkol,373,43.7,25.54,10.0,80.0,1.61
Kalaburagi,B0073 jewargi,C0966 kolakur,625,51.14,26.37,15.0,85.0,2.08
Kalaburagi,B0073 jewargi,C1114 malli,1901,52.97,27.91,10.0,90.0,0.42
Kalaburagi,B0073 jewargi,C1123 mandewal,971,46.46,27.87,5.0,85.0,-3.97
Kalaburagi,B0073 jewargi,C1286 naribol,1269,46.0,29.64,5.0,86.0,3.21
Kalaburagi,B0073 jewargi,C1305 nelogi,612,42.08,29.52,0.0,85.0,2.89
Kalaburagi,B0073 jewargi,C1704 wadgera,953,38.34,29.48,1.0,85.0,1.28
Kalaburagi,B0119 sedam,C0010 adaki,683,38.02,25.14,5.0,75.0,2.45
Kalaburagi,B0119 sedam,C0446 duganoor,794,45.46,26.95,10.0,80.0,7.16
Kalaburagi,B0119 sedam,C0555 habala ( t ),808,38.57,26.77,5.0,80.0,3.01
Kalaburagi,B0119 sedam,C0872 kanagadda,1463,35.81,26.28,5.0,75.0,0.61
Kalaburagi,B0119 sedam,C0947 kodala,896,54.94,28.45,15.0,90.0,4.56
Kalaburagi,B0119 sedam,C0965 kolakunda,660,29.25,26.45,0.0,70.0,-0.02
Kalaburagi,B0119 sedam,C1040 kurkunta,682,31.8,27.16,0.0,75.0,-2.31
Kalaburagi,B0119 sedam,C1059 lingampalli,159,55.13,23.95,19.0,85.0,-0.68
Kalaburagi,B0119 sedam,C1082 madana,773,34.55,26.11,5.0,75.0,2.91
Kalaburagi,B0119 sedam,C1107 malkhed,842,32.27,22.83,5.0,65.0,5.86
Kalaburagi,B0119 sedam,C1198 motakpalli,422,43.18,27.86,5.0,80.0,1.65
Kalaburagi,B0119 sedam,C1210 mudhol urdu,283,26.43,24.74,0.0,65.0,3.39
Kalaburagi,B0119 sedam,C1211 mudhol,348,23.49,20.41,0.0,50.0,0.26
Kalaburagi,B0119 sedam,C1297 neelhalli,279,42.15,25.91,5.0,75.0,2.06
Kalaburagi,B0119 sedam,C1396 ranjol,559,32.88,26.89,0.0,75.0,-1.15
Kalaburagi,B0119 sedam,C1409 ribbanpalli,322,28.17,24.1,0.0,64.5,-2.84
Kalaburagi,B0119 sedam,C1468 sedam urdu,370,52.65,26.11,15.0,85.0,-3.28
Kalaburagi,B0119 sedam,C1630 udagi,173,41.04,25.54,10.0,75.0,1.7
Kodagu,B0092 madikeri,C0216 bhagamandala,522,54.42,24.56,20.0,85.0,6.38
Kodagu,B0092 madikeri,C0308 chayyandane,381,51.52,26.91,15.0,90.0,5.27
Kodagu,B0092 madikeri,C0313 cherambane,230,58.76,26.04,20.0,90.0,9.17
Kodagu,B0092 madikeri,C0315 chettalli,202,53.49,29.06,10.0,90.0,1.52
Kodagu,B0092 madikeri,C0822 kadagadalu,351,54.02,26.86,15.0,90.0,6.23
Kodagu,B0092 madikeri,C0839 kakkabe,193,50.83,25.79,15.0,85.0,-3.77
Kodagu,B0092 madikeri,C0906 karike,161,56.58,25.23,20.0,85.0,6.8
Kodagu,B0092 madikeri,C1090 madikeri,209,65.57,21.8,34.0,95.0,8.0
Kodagu,B0092 madikeri,C1179 mekeri,262,66.18,24.17,30.0,95.0,7.48
Kodagu,B0092 madikeri,C1233 murnadu,724,50.81,25.2,20.0,85.0,4.74
Kodagu,B0092 madikeri,C1280 napoklu,836,47.75,25.14,15.0,85.0,1.71
Kodagu,B0092 madikeri,C1358 peraje,246,64.55,24.26,27.5,95.0,1.64
Kodagu,B0092 madikeri,C1437 sampaje,459,62.98,26.1,25.0,95.0,3.76
Kodagu,B0129 somavarpet,C0213 bessur,209,57.34,25.5,20.0,90.0,8.32
Kodagu,B0129 somavarpet,C0315 chettalli,163,57.09,25.23,25.0,90.0,8.29
Kodagu,B0129 somavarpet,C0522 gowdali,48,54.9,26.69,15.0,90.0,3.12
Kodagu,B0129 somavarpet,C0596 handli,242,57.33,26.02,20.0,90.0,5.01
Kodagu,B0129 somavarpet,C0633 hebbale,357,58.96,25.82,25.0,90.0,8.01
Kodagu,B0129 somavarpet,C0837 kajuru,275,54.93,25.51,20.0,85.0,3.35
Kodagu,B0129 somavarpet,C0955 kodlipet,257,55.31,25.04,20.0,85.0,1.48
Kodagu,B0129 somavarpet,C1013 kudige,287,55.42,26.95,15.0,90.0,-2.8
Kodagu,B0129 somavarpet,C1084 madapur,248,62.22,22.97,30.0,90.0,0.61
Kodagu,B0129 somavarpet,C1265 najrayapatana,500,55.23,25.82,20.0,90.0,3.08
Kodagu,B0129 somavarpet,C1476 shanivarsanthe,195,61.23,25.25,25.0,90.0,7.08
Kodagu,B0129 somavarpet,C1477 shanthalli,126,64.76,23.81,30.0,95.0,6.86
Kodagu,B0129 somavarpet,C1524 somvarpet,190,57.66,26.04,20.0,90.0,6.37
Kodagu,B0129 somavarpet,C1547 suntikoppa,432,71.02,21.95,40.5,95.0,-0.8
Kodagu,B0129 somavarpet,C2040 gonimarur,187,55.96,24.47,20.0,90.0,4.76
Kodagu,B0129 somavarpet,C2044 gowdali,71,75.99,21.24,45.0,100.0,4.39
Kodagu,B0140 virajpet,C0053 ammathi vantiangadi,354,70.82,21.15,41.5,95.0,-0.17
Kodagu,B0140 virajpet,C0054 ammatti,257,50.6,25.16,15.0,85.0,-0.44
Kodagu,B0140 virajpet,C0134 balele,395,60.54,22.82,25.0,85.0,-0.53
Kodagu,B0140 virajpet,C0303 channenakote,339,52.54,23.76,20.0,85.0,2.61
Kodagu,B0140 virajpet,C0315 chettalli,48,61.67,22.23,38.5,90.0,2.64
Kodagu,B0140 virajpet,C0510 gonikoppal,492,51.63,26.85,15.0,90.0,3.71
Kodagu,B0140 virajpet,C0840 kakotu parambu,127,72.09,22.61,40.0,95.0,3.29
Kodagu,B0140 virajpet,C0859 kalthodu,459,54.84,24.69,20.0,90.0,0.51
Kodagu,B0140 virajpet,C1044 kutta,615,34.58,28.19,0.0,75.0,1.22
Kodagu,B0140 virajpet,C1174 mayamudi,265,37.92,25.63,5.0,75.0,10.15
Kodagu,B0140 virajpet,C1364 polibetta,267,51.8,26.65,20.0,90.0,-0.38
Kodagu,B0140 virajpet,C1365 ponnampet,355,38.45,25.6,5.0,75.0,4.53
Kodagu,B0140 virajpet,C1555 t. shettigeri,371,37.95,25.73,5.0,75.0,3.17
Kodagu,B0140 virajpet,C1607 thithimathi,530,56.84,27.77,15.0,90.0,-0.01
Kodagu,B0140 virajpet,C1699 virajpet,110,34.5,19.83,10.0,60.0,4.79
Kolar,B0014 bangarapete,C0154 bangarpet (urdu-1),82,50.18,26.66,10.0,80.0,8.67
Kolar,B0014 bangarapete,C0155 bangarpet,105,58.0,22.89,25.0,88.0,-6.46
Kolar,B0014 bangarapete,C0264 boodikote,291,55.55,25.82,20.0,85.0,4.4
Kolar,B0014 bangarapete,C0473 gajaga,140,50.43,26.63,10.0,85.0,2.35
Kolar,B0014 bangarapete,C0535 gullahalli,388,41.83,28.23,5.0,80.0,9.58
Kolar,B0014 bangarapete,C0713 hudukula,63,57.54,24.71,20.0,85.0,-0.89
Kolar,B0014 bangarapete,C0847 kalavanchi,155,48.39,23.67,12.0,80.0,-0.66
Kolar,B0014 bangarapete,C0897 karahalli,32,66.09,19.75,45.5,90.0,8.96
Kolar,B0014 bangarapete,C0899 karamangala,112,70.94,23.71,35.5,95.0,-2.48
Kolar,B0014 bangarapete,C0933 kethaganahalli,155,50.65,21.76,22.0,80.0,0.64
Kolar,B0014 bangarapete,C1350 paravanahalli,95,59.74,22.21,27.0,90.0,3.37
Kolar,B0014 bangarapete,C1417 s madamangala,127,60.0,24.81,20.0,90.0,-5.18
Kolar,B0014 bangarapete,C1971 dasarahosahalli,85,58.41,22.61,30.0,90.0,-5.21
Kolar,B0014 bangarapete,C2036 ghattamadamangala,170,49.47,25.66,15.0,85.0,-5.84
Kolar,B0014 bangarapete,C2419 mavahalli,73,51.44,22.34,25.0,79.0,4.49
Kolar,B0074 k g f,C0379 dasarahosahalli,104,59.09,27.52,15.0,90.0,24.3
Kolar,B0074 k g f,C0847 kalavanchi,96,73.65,26.44,27.5,100.0,21.39
Kolar,B0074 k g f,C0933 kethaganahalli,73,64.59,28.79,16.0,95.0,-9.88
Kolar,B0074 k g f,C1167 mavahalli,85,67.18,23.87,30.0,95.0,13.89
Kolar,B0079 kolar,C0184 beglihosahalli,472,54.61,26.1,20.0,90.0,-1.22
Kolar,B0079 kolar,C0193 belamaranahalli,493,58.88,26.67,20.0,90.0,0.98
Kolar,B0079 kolar,C0611 harathi,448,56.31,26.84,15.0,90.0,4.5
Kolar,B0079 kolar,C0757 itharasanahalli,277,57.74,25.89,20.0,90.0,-1.21
Kolar,B0079 kolar,C0799 joohalli (urdu-1),111,51.53,30.23,10.0,90.0,5.25
Kolar,B0079 kolar,C0824 kadahalli,235,53.83,25.99,15.0,85.0,0.08
Kolar,B0079 kolar,C0951 kodikannur,629,51.09,28.47,10.0,90.0,9.04
Kolar,B0079 kolar,C1212 mudigere,147,33.71,27.66,0.0,72.0,-0.7
Kolar,B0079 kolar,C1215 muduvadi,314,48.09,26.73,11.5,85.0,-1.9
Kolar,B0079 kolar,C1282 narasapura,674,50.67,26.22,15.0,85.0,2.67
Kolar,B0079 kolar,C1681 vadagur,532,56.5,26.19,15.0,85.0,-0.11
Kolar,B0079 kolar,C1688 vakkaleri,254,55.75,25.1,20.0,90.0,8.12
Kolar,B0079 kolar,C1756 abbani,265,57.77,28.97,15.0,95.0,0.74
Kolar,B0079 kolar,C1800 annihalli (manighatta),185,58.11,25.19,25.0,90.0,3.39
Kolar,B0079 kolar,C1803 arabikothanur,255,47.22,23.86,15.0,78.0,2.79
Kolar,B0079 kolar,C1969 darga (urdu-2),275,47.98,27.18,10.0,85.0,4.89
Kolar,B0079 kolar,C2143 holur,196,51.66,27.63,7.5,85.0,4.92
Kolar,B0079 kolar,C2181 huthur,211,60.21,26.05,25.0,95.0,-1.13
Kolar,B0079 kolar,C2210 joohalli (urdu-1),188,65.4,23.37,30.0,90.0,3.8
Kolar,B0079 kolar,C2310 kondarajanahalli(katarip),111,52.25,25.66,15.0,80.0,1.56
Kolar,B0079 kolar,C2345 kurugal,76,46.18,27.37,10.0,82.5,5.61
Kolar,B0079 kolar,C2348 kyalanur,316,53.8,30.09,12.5,90.0,6.79
Kolar,B0079 kolar,C2372 madanahalli,353,52.56,28.83,15.0,90.0,4.1
Kolar,B0079 kolar,C2376 madderi,206,48.47,26.96,10.0,85.0,3.36
Kolar,B0079 kolar,C2422 medihala,117,50.81,24.02,20.0,85.0,2.39
Kolar,B0079 kolar,C2446 muduvatti,235,50.0,27.42,15.0,85.0,5.32
Kolar,B0079 kolar,C2644 sugatur,315,64.25,27.3,20.0,95.0,1.33
Kolar,B0079 kolar,C2650 sulur,135,53.48,24.7,20.0,85.0,3.63
Kolar,B0079 kolar,C2686 thoradevandahalli,198,66.54,26.43,28.5,95.0,3.74
Kolar,B0079 kolar,C2743 vemgal,189,61.08,24.71,24.0,90.0,8.81
Kolar,B0094 malur,C0338 chikkathirupathi,532,49.12,26.35,15.0,85.0,5.39
Kolar,B0094 malur,C0811 k.g. halli,401,45.45,27.36,10.0,85.0,0.11
Kolar,B0094 malur,C1015 kudiyanur,769,56.94,26.06,20.0,90.0,4.65
Kolar,B0094 malur,C1052 lakkur,454,51.27,25.02,15.0,85.0,-2.38
Kolar,B0094 malur,C1071 m.c.halli,679,47.19,26.15,10.0,85.0,6.7
Kolar,B0094 malur,C1159 masthi,589,56.46,26.14,15.0,90.0,-0.76
Kolar,B0094 malur,C1793 anepura,193,43.29,26.25,10.0,80.0,11.44
Kolar,B0094 malur,C1805 araleri,277,49.48,26.87,15.0,85.0,3.64
Kolar,B0094 malur,C1844 banahalli,126,51.27,27.92,12.5,90.0,-2.67
Kolar,B0094 malur,C1942 chikkakunthuru,215,50.42,26.94,10.0,85.0,4.51
Kolar,B0094 malur,C1965 d.n. doddi,318,55.28,25.28,20.0,90.0,4.33
Kolar,B0094 malur,C1995 dinnahalli,390,47.04,22.32,20.0,80.0,1.35
Kolar,B0094 malur,C2007 doddashivara,144,62.85,26.11,25.0,100.0,-2.19
Kolar,B0094 malur,C2165 huladenahalli,113,76.24,15.39,55.0,95.0,-3.05
Kolar,B0094 malur,C2178 huralagere,223,54.84,24.66,20.0,85.0,4.79
Kolar,B0094 malur,C2311 kondashettihalli (urdu-2),649,46.16,28.37,10.0,90.0,-2.95
Kolar,B0094 malur,C2399 malur,174,50.55,24.64,20.0,85.0,3.62
Kolar,B0094 malur,C2548 rajenahalli,174,59.05,22.59,30.0,90.0,6.54
Kolar,B0094 malur,C2620 shivarapatna,74,67.36,23.99,26.5,95.0,-7.94
Kolar,B0094 malur,C2670 tekal,70,34.07,27.81,0.0,75.0,1.13
Kolar,B0094 malur,C2694 trunasi,218,40.32,25.37,8.5,75.0,3.47
Kolar,B0100 mulbagal,C0020 agara,209,62.01,28.47,20.0,95.0,-1.77
Kolar,B0100 mulbagal,C0602 hanumanahalli,269,48.03,26.47,10.0,85.0,-5.13
Kolar,B0100 mulbagal,C1041 kurudumale,341,45.79,33.66,0.0,90.0,1.21
Kolar,B0100 mulbagal,C1212 mudigere,147,33.03,25.05,5.0,67.0,5.61
Kolar,B0100 mulbagal,C1214 mudiyanur,276,61.0,29.09,20.0,95.0,-0.65
Kolar,B0100 mulbagal,C1278 nangali,616,48.18,29.31,7.5,85.0,5.79
Kolar,B0100 mulbagal,C1402 rayalamanadinne,397,63.07,27.22,25.0,95.0,1.7
Kolar,B0100 mulbagal,C1678 uthanur,269,54.44,28.8,10.0,90.0,2.79
Kolar,B0100 mulbagal,C1784 amblikal,229,37.58,27.73,0.0,80.0,3.8
Kolar,B0100 mulbagal,C1794 angondahalli,187,57.97,27.54,18.0,95.0,0.71
Kolar,B0100 mulbagal,C1818 avani,317,55.8,24.29,20.0,85.0,-4.33
Kolar,B0100 mulbagal,C1832 bairakur,205,58.15,27.53,15.0,90.0,-2.63
Kolar,B0100 mulbagal,C1840 balla,190,44.63,24.5,15.0,80.0,-0.99
Kolar,B0100 mulbagal,C1985 devarayasamudra,353,53.44,23.98,25.0,85.0,-1.67
Kolar,B0100 mulbagal,C2016 emmenatha,225,43.69,26.74,10.0,80.0,6.57
