gp_ids,gp_names,block_ids,block_names,cluster_ids,cluster_names,districts_canonical,gp_ids_changing_district,gp_ids_changing_block_id,block_names_split_into_2plus_ids,cluster_names_split_into_2plus_ids
5034,4631,168,166,2961,2896,29,3,41,2,62
