state,division,revenue_district,district,block,gram_panchayat,n_schools_4_6,n_schools_govt,enrolment_govt
KARNATAKA,Kalaburagi,Ballari,BALLARI,SANDUR,YERRAYYANAHALLI,5,5,620.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SANDUR,YESHWANTHANAGAR,10,7,932.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,B.M.SUGUR,7,7,858.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,BAGEWADI,8,6,570.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,BALAKUNDHI,8,7,967.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,BEERAHALLI,6,6,736.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,BOGGUR,7,6,736.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,BYRAPURA,3,2,617.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,DESHANUR,7,5,308.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,H. HOSAHALLI,3,3,1001.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,HALEKOTE,10,7,1274.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,HATCHOLLI,12,10,1620.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,K.BELALGAL,3,3,820.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,K.SUGUR,10,9,1610.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,KARUR,8,5,760.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,KENCHANAGUDDA,8,7,1599.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,KONCHIGERI,4,3,825.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,KUDUDARAHAL,6,4,849.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,KURUVALLI,3,3,559.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,M.SUGUR,6,4,595.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,MUDDATANUR,7,7,856.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,NADAVI,9,7,1138.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,RARAVI,7,6,601.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,RAVIHAL,8,7,1285.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,SHANAVASAPURA,8,6,1034.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,SIRIGERI,12,7,1389.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,TALUR,4,2,1023.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,UPPARA HOSAHALLI,8,6,824.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,UTTANUR,9,5,871.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,BADALGAON,12,11,824.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,BALAT (B),5,5,225.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,BELKHUNI (BH),5,4,363.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,BELKUNI (CH),17,16,646.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,BHANDARKUMTA,7,7,699.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,BONTI,9,9,682.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,CHANDURI,2,2,187.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,CHIKLI J,7,7,307.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,CHIKLI U,8,8,514.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,CHIMEGAON,9,8,437.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,CHINTAKI,11,8,857.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,DABKA,14,12,1033.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,DHUPATMAGAON,7,6,334.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,DIGI,3,3,196.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,DONGAON M,7,6,231.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,EKAMABA,23,23,950.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,EKLARA,8,8,564.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,GUDAPALLI,7,7,489.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,HEDGAPUR,6,6,242.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,HOKRANA,11,10,736.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,HOLASAMUDRA,6,6,271.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,JAMBGI,17,16,830.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,JOJNA,5,5,250.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,KAMALNAGAR,19,11,1156.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,KHED,4,3,156.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,KOREKAL,6,6,271.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,KOUTA B,7,6,727.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,LADHA,8,8,349.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,MADNUR,3,3,145.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,MUDHOL (B),9,6,287.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,MURKI,10,9,542.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,NAGMARPALLI,8,7,610.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,SANTPUR,16,8,702.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,SHAMBELLI,6,6,127.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,SONAL,5,4,140.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,SUNDAL,8,8,711.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,THANA KUSHNOOR,8,4,809.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,TORNA,6,5,279.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,WADGAON (D),15,13,655.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,ALGUD,6,5,571.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,BELURA,7,4,522.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,BETBALKUNDA,8,6,761.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,BETGERA,8,7,533.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,BHOSGA,8,7,821.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,CHIKKANAGAON,10,10,547.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,CHNDKAPUR,5,5,514.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,DHANURA (K),6,5,368.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,EKLURA,5,5,747.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,GADIGUNDGAON,7,5,251.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,GHOTALA,10,10,847.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,GORTA B,2,1,323.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,GUNDUR,5,5,612.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,HARKUD,12,10,758.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,HULSOOR,16,10,1451.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,ISLAMPUR,5,5,227.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,KALKURA,5,5,650.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,KHERDA B,8,7,673.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,KITTA,8,6,455.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,KOHINOOR,9,8,954.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,LADWANTI,9,6,209.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,MATHALA,13,6,1383.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,MIRKAL,10,8,432.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,MOORKHANDI,6,5,604.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,MUCHLAM,6,4,259.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,MUDBI,14,8,1188.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,NARAYANPUR,12,10,914.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,NIRGUDI,8,7,617.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,PARTAPUR,11,10,943.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,RAJESHWAR,21,13,1751.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,RAJOLA,9,7,1005.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,SASTAPUR,9,4,472.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,TADOLA,9,6,357.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,TOGLUR,6,4,246.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,UJALAM,10,9,682.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,YERBAG,6,5,340.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,YERRANDI,8,7,772.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,ALWAI,5,5,300.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,AMBESANGVI,11,8,564.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,ATTARGA,4,4,218.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,BALOOR,9,9,350.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,BEERI(B),8,8,332.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,BEERI-K,6,6,210.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,BHATAMBRA,7,5,839.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,BYALHALLI(K),10,8,496.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,CHALKAPUR,7,6,355.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,DADGI,5,5,487.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,DAWARGAON,6,6,360.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,DHANOORA,7,7,338.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,DONGAPUR,3,3,447.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,ENIKOORA,6,6,185.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,GORCHINCHOLLI,9,9,296.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,HALBARGA,10,7,578.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,INCHOOR,7,7,273.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,JANTHI,4,4,269.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,JOLDAPKA,4,3,313.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,KANJI,4,4,257.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,KHATAKCHINCHOLLI,6,5,549.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,KONMELKUNDA,6,4,386.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,KOSAM,4,4,258.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,KURUBKHELGI,7,7,379.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,LAKHANGAON,3,2,338.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,LANJAWADA,7,7,258.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,MADKATTI,9,7,288.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,MALCHAPUR,8,6,463.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,MEHKAR,12,9,765.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,METHIMELKUNDA,7,6,381.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,MORAMBI,8,6,294.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,NITTUR(B),7,6,618.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,SAIGAON,9,8,611.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,SHIVANI,4,3,255.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,SIDDESHWAR,7,5,328.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,TALWAD(K),8,5,181.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,TELGAON,10,8,420.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,TUGAON (H),6,6,367.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,WANJERKHED,7,7,246.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,WARWATTI,7,6,340.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,ALIABAD (J),5,4,107.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,ALIAMBER,10,8,619.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,AMALAPUR,10,5,808.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,ANDUR,13,8,777.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,AURAD (S),4,4,170.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,AUSTOOR,11,7,381.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,BAGDAL,14,11,1116.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,BARUR,5,5,439.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,CHAMBOL,8,7,525.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,CHATNALLI,9,9,698.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,CHILLARGI,7,6,411.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,CHIMKOD,7,6,324.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,CHITA,10,6,593.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,GADGI,16,11,662.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,HOKRANA B,8,7,232.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,JANWADA,14,9,1219.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,KADWAD,11,9,685.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,KAMTHANA,16,8,1322.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,KAPLAPUR (A),8,6,283.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,KOLAR (K),15,7,473.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,MALEGAON,12,11,829.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,MALKAPUR,7,6,322.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,MANDAKNALLI,7,6,536.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,MANHALLI,13,7,851.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,MARKAL,14,6,314.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,MARKUNDA,14,10,775.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,NAGUR,16,12,1371.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,RANJOLKHENI,8,8,447.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,REKULGI,11,10,1375.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,SANGOLGI,11,9,534.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,SINDHOL,11,10,860.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,SIRSI (A),4,2,343.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,SRIMANDAL,8,6,291.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,YADLAPUR,11,8,791.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,YERRNALLI,9,7,270.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,BELKERA,8,8,903.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,BEMALKHEDA,8,7,1313.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,BENCHINCHOLI,3,3,367.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,CHANDANHALLI,6,5,575.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,CHANGLERA,13,12,995.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,DAKULGI,11,10,517.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,DHUMUNSUR,5,4,306.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,DUBULGUNDI,12,5,714.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,GHATBORAL,15,10,787.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,GHODWADI,8,6,614.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,HALLIKHED (K),10,8,1225.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,HUDGI,13,8,1246.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,ITGA,8,7,614.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,JALASANGI,5,4,330.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,KALLUR,7,5,262.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,KANKATTA,5,3,574.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,KODAMBAL,3,2,473.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,MADARGAON,9,9,360.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,MANEKHELI,15,7,1216.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,MANGALGI,13,9,1145.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,MANIKNAGAR,13,8,408.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,MEENKERA,7,5,602.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,MUSTARI,5,4,367.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,MUTANGI,9,8,652.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,NADGAON,8,5,428.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,NIRNA,14,9,848.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,SEDOL,3,3,227.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,SINDANKEREA,7,4,468.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,SITALGERA,12,12,649.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,SULTANABAD,6,6,599.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,TALMADGI,4,3,232.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,UDBAL,3,3,314.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,UDBANALLI,6,4,457.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,ALLAGI B,3,3,670.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,ANOOR,5,4,536.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,ATANOOR,8,6,1155.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,BADADAL,6,5,922.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,BALOORGI,9,7,562.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,BANDARWADA,7,5,698.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,BANKALAGA,5,5,772.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,BHIRAMADGI,8,7,517.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,BIDANOOR,7,6,882.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,CHOWDAPUR,11,7,1117.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,DEVALAGANGAPUR,10,5,1051.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,GHATTARGA,6,4,695.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,GOBBUR B,9,5,418.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,GOURA B,9,7,981.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,GUDUR,10,7,710.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,HASARAGUNDAGI,9,8,1173.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,KALLOOR,12,10,1154.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,KARJAGI,11,5,1427.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,KOGANOOR,7,7,1216.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,MADARA(B),6,6,814.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,MALLABAD,7,3,1061.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,MANNUR,15,11,2153.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,MASHAL,13,11,1409.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,NANDARAGA,8,7,868.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,RAM NAGAR,3,3,275.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,REVOOR B,10,9,579.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,TELLUR,5,4,790.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,UDCHANA,8,6,1693.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,ALANGA,4,4,151.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,AMBALGA,8,6,436.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,BELAMAGI,8,6,675.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,BHODHAN,4,4,437.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,BHUSNUR,8,6,569.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,CHNCHANSOOR,9,9,1067.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,DANNURU,4,4,314.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,DARGA SIRUR,5,5,592.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,DHANGAPUR,6,5,542.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,DUTTARGAON,8,6,822.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,GOLA.B.,4,3,551.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,HADALGI,5,5,886.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,HALA TADAKALA,5,5,425.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,HALLISALAGAR,9,8,417.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,HEBALI,7,7,466.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,HIROLLI,6,5,577.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,HITTALA SHIRUR,4,4,677.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,HODLOOR,10,9,882.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,JIDAGA,11,10,666.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,KADAGANCHI,7,6,676.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,KAMALANAGAR,8,7,477.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,KAVALGA,7,5,651.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,KERI AMBALAGA,7,6,349.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,KHAJURI,5,4,769.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,KINNI SULTAN,8,6,659.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,KODALHANGARGA,5,5,406.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,KORALLI,13,12,1477.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,LAD MUGALI,3,3,186.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,MADAN HIPPARGA,11,6,1129.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,MADIYAL,6,4,677.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,MOGHA (K),5,4,434.0
