District,Block,Cluster,GP,GP_ID
belagavi,bailhongal,anigol,amatur,646
belagavi,bailhongal,anigol,anigal,716
belagavi,bailhongal,anigol,bailwad,941
belagavi,bailhongal,anigol,chivat gundi,1669
belagavi,bailhongal,anigol,devalapur,1773
belagavi,bailhongal,anigol,vakkund,5954
belagavi,bailhongal,bailhongal,bailwad,941
belagavi,bailhongal,belavadi,belwadi,1206
belagavi,bailhongal,belavadi,holinagalapur,2723
belagavi,bailhongal,belavadi,kalabhavi,3229
belagavi,bailhongal,belavadi,kenganur,3547
belagavi,bailhongal,belavadi,khodanpur,3601
belagavi,bailhongal,belavadi,pattihal k.b.,4982
belagavi,bailhongal,belavadi,sangoli,5206
belagavi,bailhongal,belavadi,udakeri,5854
belagavi,bailhongal,budarkatti,belwadi,1206
belagavi,bailhongal,budarkatti,budarkatti,1407
belagavi,bailhongal,budarkatti,dodawad,1857
belagavi,bailhongal,budarkatti,govankoppa,2169
belagavi,bailhongal,chikkabagewadi,chikka bagewadi,1560
belagavi,bailhongal,chikkabagewadi,marikatti,4316
belagavi,bailhongal,chikkabagewadi,tigadi,5771
belagavi,bailhongal,deshnur,deshnur,1764
belagavi,bailhongal,deshnur,sutagatti,5564
belagavi,bailhongal,hanabarhatti,hanabaratti,2380
belagavi,bailhongal,hanabarhatti,myakalmardi,4606
belagavi,bailhongal,hanabarhatti,vannur,5970
belagavi,bailhongal,hannikeri,bhavihal,1279
belagavi,bailhongal,hannikeri,hannikeri,2426
belagavi,bailhongal,nagnoor,naganur,4645
belagavi,bailhongal,neginhal,holihosur,2722
belagavi,bailhongal,neginhal,neginal,4789
belagavi,bailhongal,nesargi,mallapur,213009365
belagavi,bailhongal,nesargi,murkibhavi,4575
belagavi,bailhongal,nesargi,myakalmardi,4606
belagavi,bailhongal,nesargi,nesargi,4827
belagavi,bailhongal,nesargi,sutagatti,5564
belagavi,bailhongal,sampagaon,mardi nagalapur,4308
belagavi,bailhongal,sampagaon,sampgaon,5188
belagavi,bailhongal,sampagaon,tigadi,5771
belagavi,belgaum rural,aralikatti,aralikatti,769
belagavi,belgaum rural,aralikatti,hirebagewadi,2620
belagavi,belgaum rural,balekundri kh,balekundri b.k.,964
belagavi,belgaum rural,balekundri kh,balekundri k.h.,965
belagavi,belgaum rural,balekundri kh,modaga,4456
belagavi,belgaum rural,balekundri kh,sambra,5183
belagavi,belgaum rural,bhendigeri,badas k.h.,911
belagavi,belgaum rural,bhendigeri,bhendigeri,1286
belagavi,belgaum rural,bhendigeri,k.k.koppa,3123
belagavi,belgaum rural,bhendigeri,kukadoli,3849
belagavi,belgaum rural,bhendigeri,mutnal,4594
belagavi,belgaum rural,bhutaramatti,bambarga,1000
belagavi,belgaum rural,bhutaramatti,hosa vantmuri,2777
belagavi,belgaum rural,desur,desur,1765
belagavi,belgaum rural,desur,markandeynagar,4321
belagavi,belgaum rural,desur,nandihalli,4719
belagavi,belgaum rural,dhamne s,dhamane s.bgm,1819
belagavi,belgaum rural,dharanatti,dharanatti,213009347
belagavi,belgaum rural,halga,bastwad,1097
belagavi,belgaum rural,halga,halga,2345
belagavi,belgaum rural,halga,mastamardi,4351
belagavi,belgaum rural,halga,tarihal,5639
belagavi,belgaum rural,handignur,bambarga,1000
belagavi,belgaum rural,hindalga,benakanahalli,1212
belagavi,belgaum rural,hindalga,hindalga,2605
belagavi,belgaum rural,hudli,hudli,2819
belagavi,belgaum rural,hudli,tummar guddi,5830
belagavi,belgaum rural,kadoli,bambarga,1000
belagavi,belgaum rural,kadoli,kadoli,3189
belagavi,belgaum rural,kakti,honga,2738
belagavi,belgaum rural,kakti,kakati,3222
belagavi,belgaum rural,kakti,rangadolli,5092
belagavi,belgaum rural,kangrali bk,honga,2738
belagavi,belgaum rural,kangrali bk,kangrali b.k.,3373
belagavi,belgaum rural,kangrali kh,agasage,542
belagavi,belgaum rural,kangrali kh,kangrali k.h.,3374
belagavi,belgaum rural,kangrali kh,kednur,3522
belagavi,belgaum rural,kk koppa,ankalgi,722
belagavi,belgaum rural,kk koppa,k.k.koppa,3123
belagavi,belgaum rural,mannur,ambewadi,654
belagavi,belgaum rural,mannur,sulga u,5529
belagavi,belgaum rural,marihal,kardiguddi,3442
belagavi,belgaum rural,marihal,marihal,4315
belagavi,belgaum rural,marihal,modaga,4456
belagavi,belgaum rural,marihal,sulebhavi,5525
belagavi,belgaum rural,muchandi,aste,819
belagavi,belgaum rural,muchandi,muchandi,4483
belagavi,belgaum rural,mutaga,balekundri k.h.,965
belagavi,belgaum rural,mutaga,mutaga,4587
belagavi,belgaum rural,mutaga,nilaji,4852
belagavi,belgaum rural,santibastwad,kinaye,3609
belagavi,belgaum rural,santibastwad,santi bastwad,5232
belagavi,belgaum rural,uchagaon,bekkinkeri,1141
belagavi,belgaum rural,uchagaon,kudremani,3840
belagavi,belgaum rural,uchagaon,turmari,5839
belagavi,belgaum rural,uchagaon,uchagaon,5847
belagavi,belgaum rural,yallur,yellur,6141
belagavi,khanapur,bhuranki,bhuranki,1302
belagavi,khanapur,bidi,bidi,1323
belagavi,khanapur,devalatti,devalatti,1775
belagavi,khanapur,halashi,halashi,2330
belagavi,khanapur,hiremunolli,hiremunoli,2668
belagavi,khanapur,hiremunolli,kadachwad,3150
belagavi,khanapur,idalhond,nittur,4874
belagavi,khanapur,itagi,gandigwad,2044
belagavi,khanapur,itagi,itagi,2976
belagavi,khanapur,kakkeri,kakkeri,3225
belagavi,khanapur,kakkeri,linganmath,4016
belagavi,khanapur,mangyankoppa,kerwad-gundyanatti,3567
belagavi,khanapur,mangyankoppa,mangyankop,4252
belagavi,khanapur,nagargali,godholi,2110
belagavi,khanapur,nandgad,nandgad,4710
belagavi,khanapur,parishwad,hirehattiholi,2637
belagavi,khanapur,parishwad,parishwad,4963
belagavi,khanapur,tolagi,k.bagewadi,3115
belagavi,kittur,ambadgatti,ambadgatti,648
belagavi,kittur,ambadgatti,tigadolli,5772
belagavi,kittur,ambadgatti,ugarkhod,5875
belagavi,kittur,bailur,bailur,939
belagavi,kittur,bailur,degaon,1758
belagavi,kittur,bailur,tigadolli,5772
belagavi,kittur,hosa kadarvalli,devar shigihalli,1789
belagavi,kittur,hosa kadarvalli,hunsikatti,2884
belagavi,kittur,hosa kadarvalli,kadrolli,3192
belagavi,kittur,hosa kadarvalli,turmari,5839
belagavi,kittur,kalbhavi,awaradi,856
belagavi,kittur,kalbhavi,hirenandihalli,2672
belagavi,kittur,kalbhavi,kalabhavi,3229
belagavi,kittur,kalbhavi,khodanpur,3601
belagavi,kittur,kalbhavi,turkar shigihalli,5838
belagavi,kittur,kittur,nichanki,4833
belagavi,kittur,kulavalli,kulavalli,3862
belagavi,kittur,kulavalli,nichanki,4833
belagavi,kittur,kulavalli,turkar shigihalli,5838
belagavi,kittur,m.k.hubli,dastikoppa,1753
belagavi,kittur,m.k.hubli,devar shigihalli,1789
belagavi,kittur,m.k.hubli,veerapura,213009351
belagavi,ramdurg,batakurki,batakurki,1099
belagavi,ramdurg,hanamapur,hanumapur,2434
belagavi,ramdurg,hanamapur,nandihal,4718
belagavi,ramdurg,hanamsagar,hanumasagar,213009594
belagavi,ramdurg,hirekoppa ks,hirekop k.s.,2653
belagavi,ramdurg,hosakoti,hosa koti,2776
belagavi,ramdurg,hosakoti,tondikatti,5793
belagavi,ramdurg,hulkund,chippal katti,1654
belagavi,ramdurg,hulkund,hulkund,2845
belagavi,ramdurg,k.chandargi,godachi,2106
belagavi,ramdurg,k.chandargi,k.chandargi,3119
belagavi,ramdurg,katkol,katkol,3490
belagavi,ramdurg,katkol,torangatti,5798
belagavi,ramdurg,manihal,gonnagar,2138
belagavi,ramdurg,manihal,idagal,2918
belagavi,ramdurg,manihal,kittur,3632
belagavi,ramdurg,manihal,manihal,4256
belagavi,ramdurg,mudakavi,hosa keri,2775
belagavi,ramdurg,mudakavi,mudakavi,4491
belagavi,ramdurg,mudenur,halagatti,2319
belagavi,ramdurg,mudenur,mudenur,4504
belagavi,ramdurg,mudenur,obalapur,213009595
belagavi,ramdurg,mullur,hale torgal,2336
belagavi,ramdurg,mullur,mullur,4544
belagavi,ramdurg,narasapur,bannur,1048
belagavi,ramdurg,narasapur,narsapur,4757
belagavi,ramdurg,salahalli,khodampur,3600
belagavi,ramdurg,salahalli,udapudi,5856
belagavi,ramdurg,sunnal,k. junipeth,3111
belagavi,ramdurg,sunnal,sunnal,5554
belagavi,ramdurg,sureban,avaradi,849
belagavi,ramdurg,sureban,sangal,5197
belagavi,ramdurg,sureban,sureban,5561
belagavi,ramdurg,turanur,ghatakanur,2089
belagavi,ramdurg,turanur,turanur,5836
belagavi,soundatti,aratagal,aratgal,784
belagavi,soundatti,aratagal,teggihal,5654
belagavi,soundatti,chachadi,chachadi,1463
belagavi,soundatti,chachadi,haru goppa,2495
belagavi,soundatti,chachadi,inchal,2941
belagavi,soundatti,hirebudanur,hire budnur,2614
belagavi,soundatti,hirebudanur,tadaslur,5597
belagavi,soundatti,hirekumbi,chulki,1689
belagavi,soundatti,hirekumbi,hanchinal,2398
belagavi,soundatti,hirekumbi,hirekumbi,2656
belagavi,soundatti,hooli,goravan kolla,2151
belagavi,soundatti,hooli,hooli,2765
belagavi,soundatti,hoolikatti,gorbal,2153
belagavi,soundatti,hoolikatti,hooli katti,2766
belagavi,soundatti,hoolikatti,kagadal,3199
belagavi,soundatti,hoolikatti,sirsangi,5438
belagavi,soundatti,hosur,hosur,2805
belagavi,soundatti,hosur,rudrapur,5132
belagavi,soundatti,inamhongal,inam hongal,2939
belagavi,soundatti,inamhongal,sangresh koppa,5207
belagavi,soundatti,karikatti,asundi,822
belagavi,soundatti,karikatti,karikatti,3451
belagavi,soundatti,karikatti,sutagatti,5564
belagavi,soundatti,murgod,markumbi,4326
belagavi,soundatti,murgod,murgod,4572
belagavi,soundatti,sattigeri,akki sagar,579
belagavi,soundatti,sattigeri,mugalihal,4524
belagavi,soundatti,sattigeri,sattigeri,5267
belagavi,soundatti,shindogi,bhandarahalli,213009372
belagavi,soundatti,shindogi,shindogi,5340
belagavi,soundatti,shivapur,kotur,3811
belagavi,soundatti,shivapur,madamgeri,4069
belagavi,soundatti,tallur,aladakatti,587
belagavi,soundatti,tallur,mabanur,4048
belagavi,soundatti,tallur,madlur,4110
belagavi,soundatti,tallur,tallur,5621
belagavi,soundatti,ugargol,betsur,1239
belagavi,soundatti,ugargol,ugargol,5874
belagavi,soundatti,yakkundi,badli,916
belagavi,soundatti,yakkundi,mallur,4201
belagavi,soundatti,yakkundi,yakkundi,6061
belagavi,soundatti,yarazarvi,kadabi,3148
belagavi,soundatti,yarazarvi,yarzarvi,6118
belagavi,soundatti,yargatti,soppadla,5485
bagalkot,badami,beluru,belur,1201
bagalkot,badami,beluru,mangalur,4246
bagalkot,badami,cholachagudda,cholachagudda,1670
bagalkot,badami,cholachagudda,kataraki,213009333
bagalkot,badami,halakurki,adagal,510
bagalkot,badami,halakurki,halakurki,2327
bagalkot,badami,halakurki,kendur,3546
bagalkot,badami,haligeri,haligeri,213009165
bagalkot,badami,haligeri,kainakatti,3215
bagalkot,badami,hansanur,halakurki,2327
bagalkot,badami,hansanur,hansnoor,2427
bagalkot,badami,hansanur,kelawadi,3531
bagalkot,badami,hansanur,kendur,3546
bagalkot,badami,hebballi,alur sk,633
bagalkot,badami,hebballi,kittali,3631
bagalkot,badami,hebballi,hebballi,6294
bagalkot,badami,housur,hosur,6503
bagalkot,badami,inam hullikeri,hullikeri inam,2853
bagalkot,badami,kagalgomba,hoolageri,2764
bagalkot,badami,kagalgomba,sulikeri,5534
bagalkot,badami,katageri,jammanakatti,3038
bagalkot,badami,katageri,katageri,3479
bagalkot,badami,katageri,hangaragi,2420
bagalkot,badami,kotikal,hanapur sp,213009602
bagalkot,badami,kotikal,parvati,4965
bagalkot,badami,kotikal,kotikal,3802
bagalkot,badami,kulageri cross,alur sk,633
bagalkot,badami,kulageri cross,kakanur,3221
bagalkot,badami,kulageri cross,khanapur sk,3590
bagalkot,badami,kulageri cross,narsapura,213009605
bagalkot,badami,layadagundi,haladur,2313
bagalkot,badami,layadagundi,layadagundi,4011
bagalkot,badami,layadagundi,nagaral sp,4655
bagalkot,badami,muttalageri,mustigeri,4584
bagalkot,badami,muttalageri,muttalageri,4597
bagalkot,badami,nandikeswara,nandikeshwar,4721
bagalkot,badami,nandikeswara,pattadakall,4973
bagalkot,badami,narenur,fakirbudihal,1994
bagalkot,badami,narenur,kainakatti,3215
bagalkot,badami,neelagund,mamtageri,4210
bagalkot,badami,neelagund,narsapura,213009605
bagalkot,badami,neelagund,neelagund,4778
bagalkot,badami,neerabudhihal,kainakatti,3215
bagalkot,badami,neerabudhihal,anawal,695
bagalkot,badami,neerabudhihal,neerbudihal,4783
bagalkot,badami,urdu guledagudd,hangaragi,2420
bagalkot,bagalkot,bennur,bennuru,6222
bagalkot,bagalkot,bennur,bilkerur,1350
bagalkot,bagalkot,bennur,kadlimatti,3188
bagalkot,bagalkot,bevoor,bevoor,1254
bagalkot,bagalkot,bevoor,bilkerur,1350
bagalkot,bagalkot,bevoor,timmapur,5776
bagalkot,bagalkot,bhagavati,benakatti,1216
bagalkot,bagalkot,bhagavati,bhagavati,1260
bagalkot,bagalkot,bhagavati,bilkerur,1350
bagalkot,bagalkot,bhagavati,hallur,2363
bagalkot,bagalkot,gaddanakeri,gaddanakeri,2012
bagalkot,bagalkot,gaddanakeri,muranal,4571
bagalkot,bagalkot,gaddanakeri,simikeri,5411
bagalkot,bagalkot,gulabal,hiregulbal,2630
bagalkot,bagalkot,gulabal,timmapur,5776
bagalkot,bagalkot,haligeri,neeralakeri,4785
bagalkot,bagalkot,kadampur,kadampur,3166
bagalkot,bagalkot,kaladagi,kaladagi,3230
bagalkot,bagalkot,kaladagi,khajjadoni,3586
bagalkot,bagalkot,mugalolli,benakatti,1216
bagalkot,bagalkot,mugalolli,bevinamatti,1253
bagalkot,bagalkot,mugalolli,mugalolli,4526
bagalkot,bagalkot,nainegali,nayanegali,4774
bagalkot,bagalkot,shirur,shikkeri,5336
bagalkot,bagalkot,shirur,neeralakeri,4785
bagalkot,bagalkot,sitimani r s,hosur,213009604
bagalkot,bagalkot,sitimani r s,rampur,5085
bagalkot,bagalkot,sutagundar,chikkamyageri,1597
bagalkot,bagalkot,sutagundar,sutagundar,5565
bagalkot,bagalkot,tulasigeri,chikkasellikeri,1607
bagalkot,bagalkot,tulasigeri,devanal,1780
bagalkot,bagalkot,tulasigeri,tulasigeri,5823
bagalkot,bagalkot,urdu east,bilkerur,1350
bagalkot,bagalkot,urdu east,hosur,6503
bagalkot,bagalkot,urdu west,kaladagi,3230
bagalkot,bagalkot,yadahalli-(bgk),devanal,1780
bagalkot,bagalkot,yadahalli-(bgk),yadahalli,213009332
bagalkot,bilagi,anagwadi,anagawadi,678
bagalkot,bilagi,anagwadi,budihal sa,1410
bagalkot,bilagi,anagwadi,herkal,2592
bagalkot,bilagi,galagali,galagali,2026
bagalkot,bilagi,galagali,kolur (k),3713
bagalkot,bilagi,kandagal,badagandi,899
bagalkot,bilagi,kandagal,girisagar,2101
bagalkot,bilagi,kandagal,heggur,2568
bagalkot,bilagi,kandagal,kandagal,3359
bagalkot,bilagi,kataraki,chikkalagundi,1586
bagalkot,bilagi,kataraki,kataraki,3483
bagalkot,bilagi,kundargi,arakeri,759
bagalkot,bilagi,kundargi,budihal sa,1410
bagalkot,bilagi,kundargi,janamatti,3042
bagalkot,bilagi,kundargi,kundaragi,3890
bagalkot,bilagi,manniker,honnihal,2760
bagalkot,bilagi,manniker,korti,3783
bagalkot,bilagi,siddapur,nagaral,4654
bagalkot,bilagi,siddapur,siddapura,6311
bagalkot,bilagi,siddapur,sonna,5474
bagalkot,bilagi,sunag,heggur,2568
bagalkot,bilagi,sunag,sunag,5543
bagalkot,bilagi,teggi,inam hanchinal,2938
bagalkot,bilagi,teggi,teggi,5653
bagalkot,bilagi,yadahalli,badagi,901
bagalkot,bilagi,yadahalli,yadahalli,6040
bagalkot,hunagund,aihole,aihole,561
bagalkot,hunagund,aihole,huvinahalli,2904
bagalkot,hunagund,bingawadagi,amarawati,643
bagalkot,hunagund,bingawadagi,binjawadagi,1358
bagalkot,hunagund,budihal s k,budihal sk,1411
bagalkot,hunagund,chicknal,chikanal,1558
bagalkot,hunagund,dhannur,dhannur,1823
bagalkot,hunagund,dhannur,havaragi,213009597
bagalkot,hunagund,dhannur,marol,4332
bagalkot,hunagund,gudur,gudur sc,2215
bagalkot,hunagund,gudur,muradi,4568
bagalkot,hunagund,gudur,vadageri,5932
bagalkot,hunagund,heremagi,chittaragi,1665
bagalkot,hunagund,heremagi,hiremagi,2658
bagalkot,hunagund,heremagi,hiremalagavi,2659
bagalkot,hunagund,heremagi,rakkasagi,5063
bagalkot,hunagund,hiresingangutti,hiresinganagutti,2678
bagalkot,hunagund,hungund,belagal,1145
bagalkot,hunagund,ilkal middle,chikodagali,1620
bagalkot,hunagund,ilkal middle,hirekodagli,2648
bagalkot,hunagund,ilkal west,balakundi,955
bagalkot,hunagund,ilkal west,chikodagali,1620
bagalkot,hunagund,kandgall,hireotageri,2674
bagalkot,hunagund,kandgall,kandagal,213009401
bagalkot,hunagund,karadi,karadi,3421
bagalkot,hunagund,kudal sangam,bisaladinni,213009599
bagalkot,hunagund,kudal sangam,ganjihal,2061
bagalkot,hunagund,kudal sangam,hiremalagavi,2659
bagalkot,hunagund,kudal sangam,kudal-sangam,3826
bagalkot,hunagund,muganur,huvinahalli,2904
bagalkot,hunagund,muganur,muganur,4528
bagalkot,hunagund,nagur,hirebadawadagi,2618
bagalkot,hunagund,nagur,nagur,4680
bagalkot,hunagund,nagur,rakkasagi,5063
bagalkot,hunagund,nandawadagi,nandawadagi,4708
bagalkot,hunagund,sulibhavi,kelur,3534
bagalkot,hunagund,sulibhavi,sulebhavi,6367
bagalkot,hunagund,tumb,gorabal,6307
bagalkot,hunagund,tumb,jambaladinni,3034
bagalkot,hunagund,urdu hunagund,marol,4332
bagalkot,jamakhandi,banahatti east,navalagi,4759
bagalkot,jamakhandi,banahatti west,asangi,815
bagalkot,jamakhandi,bidari,bidari,1322
bagalkot,jamakhandi,chimmad,chimmada,1630
bagalkot,jamakhandi,gadyal,kannolli,3394
bagalkot,jamakhandi,golabhavi,golabhavi,2119
bagalkot,jamakhandi,golabhavi,sasalatti,5252
bagalkot,jamakhandi,gothe,ghote,2097
bagalkot,jamakhandi,gothe,kajibilagi,213009600
bagalkot,jamakhandi,hipparagi,hipparagi,2608
bagalkot,jamakhandi,hipparagi,kulhalli,3865
bagalkot,jamakhandi,hirepadasalagi,alagur,594
bagalkot,jamakhandi,hirepadasalagi,chikkapadasalagi,1606
bagalkot,jamakhandi,hirepadasalagi,hirepadasalagi,2675
bagalkot,jamakhandi,hulyal,hulyal,2859
bagalkot,jamakhandi,hulyal,siddapura,213009331
bagalkot,jamakhandi,hunnur,hunnur,2878
bagalkot,jamakhandi,hunnur,madarakandi,4081
bagalkot,jamakhandi,jamakhandi west,kadapatti,3170
bagalkot,jamakhandi,konnur,konnur,3752
bagalkot,jamakhandi,konnur,mareguddi,213009603
bagalkot,jamakhandi,kunchanur,kumbarhalla,3873
bagalkot,jamakhandi,kunchanur,kunchanur,3882
bagalkot,jamakhandi,kunchanur,linganur,4017
bagalkot,jamakhandi,maigur,kankanawadi,3379
bagalkot,jamakhandi,maigur,maigur,4129
bagalkot,jamakhandi,maigur,muttur,4604
bagalkot,jamakhandi,rabakavi,hanagandi,2384
bagalkot,jamakhandi,rampur,jagadal,3002
bagalkot,jamakhandi,rampur,yallatti,213009601
bagalkot,jamakhandi,savalagi,jambagi bk,3033
bagalkot,jamakhandi,savalagi,savalagi,5272
bagalkot,jamakhandi,terdal east,halingali,2348
bagalkot,jamakhandi,terdal east,tamadaddi,213009342
bagalkot,jamakhandi,todalbagi,adihudi,213009598
bagalkot,jamakhandi,todalbagi,todalabagi,5790
bagalkot,jamakhandi,tungal,shurpali,5389
bagalkot,jamakhandi,tungal,tungal,5832
bagalkot,jamakhandi,urdu savalagi,jambagi bk,3033
bagalkot,mudhol,bhantanur,bhantanur,1272
bagalkot,mudhol,chichkhandi k d,chinchakandi,1636
bagalkot,mudhol,chichkhandi k d,metagudda,4432
bagalkot,mudhol,chichkhandi k d,gulagal jambagi,2221
bagalkot,mudhol,hebbal,hebbal,6666
bagalkot,mudhol,hebbal,kasabajambagi,3474
bagalkot,mudhol,lakshanatti,lakshanatti,4000
bagalkot,mudhol,lokapur,dadanatti,1719
bagalkot,mudhol,machakanur,machakanur,4049
bagalkot,mudhol,madabhavi,madabhavi,4054
bagalkot,mudhol,mahalingapur mps,dhavaleshwar,1834
bagalkot,mudhol,mahalingapur mps,nagaral,213009334
bagalkot,mudhol,mahalingapur mps,nandagaon,4703
bagalkot,mudhol,mantur,halagali,2314
bagalkot,mudhol,mantur,mantur,4277
bagalkot,mudhol,mantur,melligeri,4418
bagalkot,mudhol,mugalkhod,mugalkhod,4525
bagalkot,mudhol,saidapur,kesarakoppa,3570
bagalkot,mudhol,saidapur,saidapur,5154
bagalkot,mudhol,shirol,shirol,5362
bagalkot,mudhol,soragaon,kulali,3860
bagalkot,mudhol,soragaon,malali,4155
bagalkot,mudhol,soragaon,soragaon,5487
bagalkot,mudhol,uttur,uttur,5926
bagalkot,mudhol,uttur,vantagodi,5971
bagalkot,mudhol,uttur,gulagal jambagi,2221
bagalkot,mudhol,yadahalli ingalagi,baragi,6247
bagalkot,mudhol,yadahalli ingalagi,ingalagi,6339
bagalkot,mudhol,yadahalli ingalagi,vajjaramatti,5949
vijayapura,basavan bagewadi,alamatti d s,alamatti,600
vijayapura,basavan bagewadi,alamatti d s,benal rc,1217
vijayapura,basavan bagewadi,basavana bagewadi urdu,ingaleswar,2955
vijayapura,basavan bagewadi,chimmalagi,arashanagi,779
vijayapura,basavan bagewadi,chimmalagi,chimmalagi,1632
vijayapura,basavan bagewadi,chimmalagi,siddanath rc,5399
vijayapura,basavan bagewadi,donur,donur,1945
vijayapura,basavan bagewadi,donur,marakabinnal,4288
vijayapura,basavan bagewadi,golasangi,golasangi,2120
vijayapura,basavan bagewadi,golasangi,kudagi,3824
vijayapura,basavan bagewadi,golasangi,muttagi,4595
vijayapura,basavan bagewadi,h hipparagi,h. hipparagi,2276
vijayapura,basavan bagewadi,h hipparagi,hunysal p b,2890
vijayapura,basavan bagewadi,ingaleshwar,ingaleswar,2955
vijayapura,basavan bagewadi,ingaleshwar,masibinal,4348
vijayapura,basavan bagewadi,itagi,hebbal,6667
vijayapura,basavan bagewadi,itagi,ittagi,2981
vijayapura,basavan bagewadi,jayawadagi,byakod,1434
vijayapura,basavan bagewadi,jayawadagi,kanakal,3339
vijayapura,basavan bagewadi,k salawadagi,dindwar,1851
vijayapura,basavan bagewadi,k salawadagi,k salawadagi,3109
vijayapura,basavan bagewadi,kolhar,hanamapur,2390
vijayapura,basavan bagewadi,managuli,yarnal,6117
vijayapura,basavan bagewadi,managuli no. 2,ukkali,5883
vijayapura,basavan bagewadi,managuli urdu,mulwad,4548
vijayapura,basavan bagewadi,mulawad,mulwad,4548
vijayapura,basavan bagewadi,mulawad,talewad,5616
vijayapura,basavan bagewadi,muttagi,mannur,4270
vijayapura,basavan bagewadi,muttagi,muttagi,4595
vijayapura,basavan bagewadi,narasalagi,narasalagi,4738
vijayapura,basavan bagewadi,nidagundi urdu,biraladinni,1362
vijayapura,basavan bagewadi,ronihal,malaghan,4152
vijayapura,basavan bagewadi,ronihal,ronihal,5125
vijayapura,basavan bagewadi,telagi,arashanagi,779
vijayapura,basavan bagewadi,telagi,masuti,4356
vijayapura,basavan bagewadi,telagi,telagi,5658
vijayapura,basavan bagewadi,wadawadagi,sasasnur,5254
vijayapura,basavan bagewadi,wadawadagi,wadawadagi,6012
vijayapura,basavan bagewadi,wandal,biraladinni,1362
vijayapura,basavan bagewadi,wandal,chimmalagi,1632
vijayapura,basavan bagewadi,wandal,wandal,6020
vijayapura,basavan bagewadi,yalawar,sathihal,5264
vijayapura,basavan bagewadi,yalawar,wadawadagi,6012
vijayapura,basavan bagewadi,yalawar,yalwar,6088
vijayapura,chadachan,baradol,baradol,1057
vijayapura,chadachan,baradol,devara nimbaragi,1791
vijayapura,chadachan,chadachan,devara nimbaragi,1791
vijayapura,chadachan,chadachan,revatagoan,5118
vijayapura,chadachan,dhulakhed,dhulakhed,1836
vijayapura,chadachan,hadalasang,hadalasang,2289
vijayapura,chadachan,halasangi,halasangi,2329
vijayapura,chadachan,halasangi,hingani,6688
vijayapura,chadachan,hattalli,hattalli,2509
vijayapura,chadachan,hattalli,umarani,5899
vijayapura,chadachan,horti,basanal,1074
vijayapura,chadachan,horti,horti,2772
vijayapura,chadachan,inchageri,inchageri,2940
vijayapura,chadachan,inchageri,koluragi,3714
vijayapura,chadachan,jigajivanagi,jigajivanagi,3072
vijayapura,chadachan,loni,loni bk,4031
vijayapura,chadachan,loni,umarani,5899
vijayapura,chadachan,nandaragi,nandaragi,4706
vijayapura,chadachan,nivaragi,nivaragi,4877
vijayapura,chadachan,nivaragi,revatagoan,5118
vijayapura,chadachan,nivaragi,umaraja,213009168
vijayapura,chadachan,zalaki,ballolli,985
vijayapura,chadachan,zalaki,halasangi,2329
vijayapura,chadachan,zalaki,zalaki,6158
vijayapura,indi,agarakhed,agarkhed,541
vijayapura,indi,agarakhed,gubbewad,213009630
vijayapura,indi,agarakhed,hingani,213009632
vijayapura,indi,agarakhed,padanur,4913
vijayapura,indi,alur,alur,213009402
vijayapura,indi,alur,ingalagi,6340
vijayapura,indi,anjutagi,anjutagi,718
vijayapura,indi,atharga,atharga,826
vijayapura,indi,atharga,benakanahalli,6461
vijayapura,indi,bhatagunaki,bathagunaki,1102
vijayapura,indi,chikkabevanur,bablad,886
vijayapura,indi,chikkabevanur,chavadihal,1525
vijayapura,indi,chikkabevanur,chikkabevanor,1570
vijayapura,indi,halasangi,hingani,213009632
vijayapura,indi,hanjagi,chavadihal,1525
vijayapura,indi,hanjagi,hanjagi,2424
vijayapura,indi,hirebevanur,gubbewad,213009630
vijayapura,indi,hirebevanur,hirebevanur,2623
vijayapura,indi,hirerugi,hirerugi,2676
vijayapura,indi,lachyan,ahirasang,558
vijayapura,indi,lachyan,lachan,3983
vijayapura,indi,lalasangi,arjunagi b.k,799
vijayapura,indi,lalasangi,lalasang,4009
vijayapura,indi,lalasangi,miragi,4445
vijayapura,indi,nad kd,arjunagi b.k,799
vijayapura,indi,nad kd,nad kd,4625
vijayapura,indi,nad kd,sirasyad,5433
vijayapura,indi,nandaragi,kapanimbaragi,213009633
vijayapura,indi,nimbal kd,nimbal kd,4861
vijayapura,indi,salotagi,khyadagi,3603
vijayapura,indi,salotagi,salutagi,5179
vijayapura,indi,satalagoan urdu,arjunagi b.k,799
vijayapura,indi,tadwalaga,tadawalaga,5598
vijayapura,indi,tamba,tamba,5629
vijayapura,indi,tenihalli,masali bk,4341
vijayapura,indi,tenihalli,tenihalla,5666
vijayapura,muddebihal,adavi somanal,adavi somanal,520
vijayapura,muddebihal,adavi somanal,nagarabetta,4649
vijayapura,muddebihal,alur,alur,632
vijayapura,muddebihal,b salawadagi,b.salawadagi,878
vijayapura,muddebihal,balabatti,balabatti,947
vijayapura,muddebihal,balabatti,kalagi,3233
vijayapura,muddebihal,balabatti,yalagur,6069
vijayapura,muddebihal,basarakod,basarakod,1077
vijayapura,muddebihal,basarakod,rudagi,5130
vijayapura,muddebihal,dhavalagi,dhavalagi,1833
vijayapura,muddebihal,hadalageri,bidarakundi,1320
vijayapura,muddebihal,hadalageri,hadalageri,2288
vijayapura,muddebihal,hiremural,hiremural,2669
