District,Block,Cluster,GP,GP_ID
belagavi chikkodi,hukkeri,bassapur,bassapur,1095
belagavi chikkodi,hukkeri,bassapur,kuraguppi,3918
belagavi chikkodi,hukkeri,bellad bagewadi,bellad bagewadi,1188
belagavi chikkodi,hukkeri,bellad bagewadi,hulloli,2854
belagavi chikkodi,hukkeri,bellad bagewadi,sarapur,5242
belagavi chikkodi,hukkeri,daddi,daddi,1720
belagavi chikkodi,hukkeri,daddi,khot,3602
belagavi chikkodi,hukkeri,h-mastiholi,mangutti,4251
belagavi chikkodi,hukkeri,h-mastiholi,nagnur k.d.,4675
belagavi chikkodi,hukkeri,hargapur gad,haragapur,2447
belagavi chikkodi,hukkeri,hargapur gad,sollapur,5449
belagavi chikkodi,hukkeri,hattargi,hattargi,2510
belagavi chikkodi,hukkeri,hattargi,yamkanmardi,6094
belagavi chikkodi,hukkeri,hebbal,hebbal,6670
belagavi chikkodi,hukkeri,hebbal,kochari,3635
belagavi chikkodi,hukkeri,hidakal dam,godageri,2107
belagavi chikkodi,hukkeri,hidakal dam,hospet,2803
belagavi chikkodi,hukkeri,hidakal dam,rustampur,5137
belagavi chikkodi,hukkeri,hosur,badakundri,903
belagavi chikkodi,hukkeri,hosur,hosur,6509
belagavi chikkodi,hukkeri,islampur,islampur,2972
belagavi chikkodi,hukkeri,kanagala,bad,893
belagavi chikkodi,hukkeri,kanagala,hitni,2692
belagavi chikkodi,hukkeri,kanagala,kanagala,3332
belagavi chikkodi,hukkeri,kanagala,konankeri,6434
belagavi chikkodi,hukkeri,kurni,hanchinal,6579
belagavi chikkodi,hukkeri,kurni,kurni,3936
belagavi chikkodi,hukkeri,kurni,ullagaddi khanapur,5891
belagavi chikkodi,hukkeri,nerli,ammangi,664
belagavi chikkodi,hukkeri,nerli,kamatnur,3315
belagavi chikkodi,hukkeri,nerli,nerli,4823
belagavi chikkodi,hukkeri,nidasoshi,ankale,720
belagavi chikkodi,hukkeri,nidasoshi,borgal,1400
belagavi chikkodi,hukkeri,nidasoshi,kesti,3577
belagavi chikkodi,hukkeri,nidasoshi,nidasoshi,4839
belagavi chikkodi,hukkeri,pachapur,mavanur,4380
belagavi chikkodi,hukkeri,pachapur,pachapur,4911
belagavi chikkodi,hukkeri,pachapur,rustampur,5137
belagavi chikkodi,hukkeri,shahabandar,bassapur,1095
belagavi chikkodi,hukkeri,shahabandar,shah bandar,5297
belagavi chikkodi,hukkeri,shirgaon,gudas,2189
belagavi chikkodi,hukkeri,shirgaon,kotabagi,6335
belagavi chikkodi,hukkeri,shirgaon,madihalli,6346
belagavi chikkodi,hukkeri,shirgaon,shiradhan,213009361
belagavi chikkodi,hukkeri,sultanpur,baniwad,1034
belagavi chikkodi,hukkeri,sultanpur,bastwad,6389
belagavi chikkodi,hukkeri,sultanpur,sultanpur,5540
belagavi chikkodi,hukkeri,yadgud,belavi,1175
belagavi chikkodi,hukkeri,yadgud,yadagud,6039
belagavi chikkodi,hukkeri,yadgud,yelimunoli,6137
belagavi chikkodi,kagwad,ainapur,krishnakittur,3818
belagavi chikkodi,kagwad,kempwad,kepmwad,3552
belagavi chikkodi,kagwad,mangasuli(marathi),mangsuli,4249
belagavi chikkodi,kagwad,mole,mole,4464
belagavi chikkodi,kagwad,shiraguppi,jugul,3091
belagavi chikkodi,kagwad,shiraguppi,shiraguppi,6387
belagavi chikkodi,kagwad,tangadi,tangadi,5634
belagavi chikkodi,kagwad,ugar bk,kusanal,3953
belagavi chikkodi,kagwad,ugar bk,ugar bk,5872
belagavi chikkodi,mudalgi,betageri,betageri,6478
belagavi chikkodi,mudalgi,betageri,gosabal,2159
belagavi chikkodi,mudalgi,betageri,tapshi,213009650
belagavi chikkodi,mudalgi,ghataprabha,pamaldinni,4944
belagavi chikkodi,mudalgi,hallur,hallur,6563
belagavi chikkodi,mudalgi,kalloli,tukkanatti,5822
belagavi chikkodi,mudalgi,kaujalgi,kalligud,3281
belagavi chikkodi,mudalgi,kaujalgi,kaujalgi,3501
belagavi chikkodi,mudalgi,kaujalgi,kulagod,3859
belagavi chikkodi,mudalgi,kulgod,dhavaleshwar,6551
belagavi chikkodi,mudalgi,kulgod,hunshyal py,2883
belagavi chikkodi,mudalgi,kulgod,kulagod,3859
belagavi chikkodi,mudalgi,masaguppi,dharmatti,1830
belagavi chikkodi,mudalgi,masaguppi,gujanatti,213009641
belagavi chikkodi,mudalgi,masaguppi,musaguppi,4579
belagavi chikkodi,mudalgi,masaguppi,patagundi,213009647
belagavi chikkodi,mudalgi,melavanki,melavanki,4408
belagavi chikkodi,mudalgi,melavanki,udagatti,5852
belagavi chikkodi,mudalgi,mudalgi (urdu),hunshyal pg,2882
belagavi chikkodi,mudalgi,nallanatti,balobal,990
belagavi chikkodi,mudalgi,nallanatti,lolasur,213009652
belagavi chikkodi,mudalgi,nallanatti,nallanatti,4696
belagavi chikkodi,mudalgi,rajapur,badigwad,914
belagavi chikkodi,mudalgi,rajapur,dandapur,213009638
belagavi chikkodi,mudalgi,rajapur,rajapur,6473
belagavi chikkodi,mudalgi,shindikurbet,durdundi,1966
belagavi chikkodi,mudalgi,shindikurbet,shindikurbet,5339
belagavi chikkodi,mudalgi,shivapur,khanatti,213009646
belagavi chikkodi,mudalgi,shivapur,muniyal,4563
belagavi chikkodi,mudalgi,shivapur,shivapur (h),5384
belagavi chikkodi,mudalgi,sundholi,sunadholi,5542
belagavi chikkodi,mudalgi,sundholi,talakatnal,5610
belagavi chikkodi,mudalgi,sundholi,thigadi,213009651
belagavi chikkodi,mudalgi,waderatti,hunshyal pg,2882
belagavi chikkodi,mudalgi,waderatti,waderatti,6013
belagavi chikkodi,mudalgi,yadwad,awaradi,6575
belagavi chikkodi,mudalgi,yadwad,kamanakatti,213009642
belagavi chikkodi,mudalgi,yadwad,yadawad,6047
belagavi chikkodi,nippani,bedakihal,bedkihal,1114
belagavi chikkodi,nippani,bedakihal,shaemanewadi,5296
belagavi chikkodi,nippani,benadi,benadi,1209
belagavi chikkodi,nippani,bhoj,bhoj,1297
belagavi chikkodi,nippani,borgaon,borgaon,1401
belagavi chikkodi,nippani,borgaon,janawad,3043
belagavi chikkodi,nippani,galatga,galataga,2028
belagavi chikkodi,nippani,karadga,dhonewadi,213009363
belagavi chikkodi,nippani,karadga,karadga,3420
belagavi chikkodi,nippani,karadga,shiradawad,5344
belagavi chikkodi,nippani,kognoli,koganoli,3673
belagavi chikkodi,nippani,kurli,kurli,3934
belagavi chikkodi,nippani,manakapur,manakapur,4215
belagavi chikkodi,nippani,mangur,mangur,4250
belagavi chikkodi,nippani,nej,nej,4791
belagavi chikkodi,nippani,pattankudi,yaranal,6107
belagavi chikkodi,nippani,shiragaon,shiragaon,5346
belagavi chikkodi,nippani,shiraguppi,gayakanawadi,213009640
belagavi chikkodi,nippani,shiraguppi,yaranal,6107
belagavi chikkodi,nippani,shirpewadi,jatrat,3053
belagavi chikkodi,nippani,shirpewadi,lakhanapur,3989
belagavi chikkodi,nippani,soundalga,adi,526
belagavi chikkodi,nippani,soundalga,soundalga,5493
belagavi chikkodi,nippani,yamagarni,yamagarni,6090
belagavi chikkodi,raibag,alagawadi,alagawadi,591
belagavi chikkodi,raibag,balligeri,handigund,2411
belagavi chikkodi,raibag,bhendawad,bhendwad,1287
belagavi chikkodi,raibag,bhendawad,katakabhavi,3480
belagavi chikkodi,raibag,bhendawad,mantur,213009355
belagavi chikkodi,raibag,diggewadi,bhiradi,1290
belagavi chikkodi,raibag,diggewadi,diggewadi,1847
belagavi chikkodi,raibag,diggewadi,jalalpur,213009354
belagavi chikkodi,raibag,diggewadi,yadrav,213009353
belagavi chikkodi,raibag,handigund,handigund,2411
belagavi chikkodi,raibag,handigund,kappalaguddi,3414
belagavi chikkodi,raibag,hidakal,hidakal,2603
belagavi chikkodi,raibag,hubbarwadi,hubbarwadi,2812
belagavi chikkodi,raibag,hubbarwadi,mekali,4404
belagavi chikkodi,raibag,khemlapur,khemlapur,3596
belagavi chikkodi,raibag,khemlapur,siddapur,213009648
belagavi chikkodi,raibag,khemlapur,yalparatti,213009352
belagavi chikkodi,raibag,kuligodd,ebaratti,213009639
belagavi chikkodi,raibag,kuligodd,koligudda,3700
belagavi chikkodi,raibag,nagral,bekkeri,1140
belagavi chikkodi,raibag,nagral,byakud,1435
belagavi chikkodi,raibag,nagral,khanadal,213009645
belagavi chikkodi,raibag,nandikurali,kempatti,213009644
belagavi chikkodi,raibag,nandikurali,nandikurli,4722
belagavi chikkodi,raibag,naslapur,nasalapur,4758
belagavi chikkodi,raibag,naslapur,soundatti,5494
belagavi chikkodi,raibag,nidagundi,morab,6590
belagavi chikkodi,raibag,nidagundi,nidagundi,6489
belagavi chikkodi,raibag,nilaji,alaknur,598
belagavi chikkodi,raibag,nilaji,nilji,4856
belagavi chikkodi,raibag,nilaji,suttatti,213009649
belagavi chikkodi,raibag,nipanal,katakabhavi,3480
belagavi chikkodi,raibag,nipanal,nipnal,4865
belagavi chikkodi,raibag,palbhavi,kappalaguddi,213009643
belagavi chikkodi,raibag,palbhavi,palbhavi,4935
belagavi chikkodi,raibag,paramanandwadi,paramanandwadi,4957
belagavi chikkodi,raibag,paramanandwadi,shiragur,5348
belagavi chikkodi,raibag,savsuddi,itanal,2978
belagavi chikkodi,raibag,savsuddi,khanadal,213009645
belagavi chikkodi,raibag,savsuddi,savasuddi,5278
tumakuru madhugiri,koratagere,akkirampura,akkirampura,582
tumakuru madhugiri,koratagere,akkirampura,bychapura,6623
tumakuru madhugiri,koratagere,b d pura,b d pura,862
tumakuru madhugiri,koratagere,boodagavi,budhagavi,1408
tumakuru madhugiri,koratagere,bukkapatna,bukkapatna,213009350
tumakuru madhugiri,koratagere,bukkapatna,hanchihalli,2396
tumakuru madhugiri,koratagere,byrenahalli,arasapura,778
tumakuru madhugiri,koratagere,chinnahalli,chinnahalli,1643
tumakuru madhugiri,koratagere,chinnahalli,doddasaggere,1918
tumakuru madhugiri,koratagere,holavanahalli,holavanahalli,2715
tumakuru madhugiri,koratagere,holavanahalli,kyamenahalli,3971
tumakuru madhugiri,koratagere,hulikunte,hulikunte,6432
tumakuru madhugiri,koratagere,i k colony,neelagondanahalli,4777
tumakuru madhugiri,koratagere,jatti agrahara,jatti agrahara,3054
tumakuru madhugiri,koratagere,kolala,kolala,3692
tumakuru madhugiri,koratagere,koratagere pattana,thumbadi,5760
tumakuru madhugiri,koratagere,kuramkote,bukkapatna,213009350
tumakuru madhugiri,koratagere,kuramkote,kuramkote,3921
tumakuru madhugiri,koratagere,mavathur,doddasaggere,1918
tumakuru madhugiri,koratagere,mavathur,mavatturu,4382
tumakuru madhugiri,koratagere,pathaganahalli,mavatturu,4382
tumakuru madhugiri,koratagere,pathaganahalli,pathaganahally,4969
tumakuru madhugiri,koratagere,pathaganahalli,vajjanakurike,5948
tumakuru madhugiri,koratagere,theetha,doddasaggere,1918
tumakuru madhugiri,koratagere,theetha,hanchihalli,2396
tumakuru madhugiri,koratagere,theetha,thetha,5716
tumakuru madhugiri,koratagere,thovinakere,thovinakere,5756
tumakuru madhugiri,koratagere,vaddagere,bychapura,6623
tumakuru madhugiri,koratagere,vaddagere,vaddagere,6554
tumakuru madhugiri,koratagere,yelerampura,yelerampura,6134
tumakuru madhugiri,madhugiri,badavanahally,rangapura,6635
tumakuru madhugiri,madhugiri,bijavara,bijavara,1331
tumakuru madhugiri,madhugiri,bijavara,maruvekere,4339
tumakuru madhugiri,madhugiri,byalya,byalya,1438
tumakuru madhugiri,madhugiri,byalya,kodagadhala,3639
tumakuru madhugiri,madhugiri,chandragiri,badavanahalli,912
tumakuru madhugiri,madhugiri,chandragiri,chandragiri,1496
tumakuru madhugiri,madhugiri,chikkamalur,chikkamaluru,1593
tumakuru madhugiri,madhugiri,chikkamalur,doddamaluru,1912
tumakuru madhugiri,madhugiri,chinaka vajra,chinakavajra,1634
tumakuru madhugiri,madhugiri,chinaka vajra,d.v. halli,1714
tumakuru madhugiri,madhugiri,chinnenahally,chinnenahalli,213009173
tumakuru madhugiri,madhugiri,dabbegatta,d.v. halli,1714
tumakuru madhugiri,madhugiri,dabbegatta,dabbegatta,1716
tumakuru madhugiri,madhugiri,dabbegatta,kotagarlahalli,3790
tumakuru madhugiri,madhugiri,dodderi,dodderi,6599
tumakuru madhugiri,madhugiri,ganjala gunte,ganjalagunte,2056
tumakuru madhugiri,madhugiri,garani,brahmasamudra,1402
tumakuru madhugiri,madhugiri,garani,garani,2071
tumakuru madhugiri,madhugiri,hosakere,hosakere,6492
tumakuru madhugiri,madhugiri,hosakere,neralekere,4816
tumakuru madhugiri,madhugiri,i.d.hally,chikkadalavatta,1572
tumakuru madhugiri,madhugiri,i.d.hally,i.d. halli,2912
tumakuru madhugiri,madhugiri,kavanadala,kavanadala,3507
tumakuru madhugiri,madhugiri,kodigenahally,kalidevapura,3256
tumakuru madhugiri,madhugiri,kodigenahally,kodigenahalli,6645
tumakuru madhugiri,madhugiri,kodlapura,kodlapura,3666
tumakuru madhugiri,madhugiri,kondavadi,kodagadhala,3639
tumakuru madhugiri,madhugiri,kondavadi,kondavadi,3741
tumakuru madhugiri,madhugiri,madhugiri(urdu),badavanahalli,912
tumakuru madhugiri,madhugiri,medigesi,bedathuru,1112
tumakuru madhugiri,madhugiri,medigesi,midigeshi,4439
tumakuru madhugiri,madhugiri,puravara,gondihalli,2133
tumakuru madhugiri,madhugiri,puravara,puravara,5026
tumakuru madhugiri,madhugiri,rantavalalu,kotagarlahalli,3790
tumakuru madhugiri,madhugiri,rantavalalu,rantavalalu,5100
tumakuru madhugiri,madhugiri,reddyhally,reddihalli,5114
tumakuru madhugiri,madhugiri,sajjehosahally,chandragiri,1496
tumakuru madhugiri,madhugiri,sajjehosahally,sajjehosahalli,5160
tumakuru madhugiri,madhugiri,siddapura,d.v. halli,1714
tumakuru madhugiri,madhugiri,siddapura,siddapura,6314
tumakuru madhugiri,madhugiri,singanahally,muddenahalli,6595
tumakuru madhugiri,madhugiri,singanahally,singanahalli,5421
tumakuru madhugiri,madhugiri,theriyur,kadagathuru,3154
tumakuru madhugiri,madhugiri,theriyur,muddenahalli,6595
tumakuru madhugiri,madhugiri,yalkur,brahmasamudra,1402
tumakuru madhugiri,madhugiri,yalkur,doddayalaku,1922
tumakuru madhugiri,pavagada,c.k.pura,c.k.pura,1460
tumakuru madhugiri,pavagada,c.k.pura,gujjanadu,2219
tumakuru madhugiri,pavagada,doddahalli,chikkahalli,6369
tumakuru madhugiri,pavagada,doddahalli,pothaganahalli,5011
tumakuru madhugiri,pavagada,dommathamari,dommatahmari,1934
tumakuru madhugiri,pavagada,dommathamari,virupasamundra,6000
tumakuru madhugiri,pavagada,gundralahalli,byadanuru,1425
tumakuru madhugiri,pavagada,gundralahalli,naliganahalli,4690
tumakuru madhugiri,pavagada,k t hally,gujjanadu,2219
tumakuru madhugiri,pavagada,k t hally,k.t.halli,3130
tumakuru madhugiri,pavagada,kannamedi,kannamedi,3388
tumakuru madhugiri,pavagada,kannamedi,rajavanthi,5056
tumakuru madhugiri,pavagada,kotagudda,kottagudda,3806
tumakuru madhugiri,pavagada,kotagudda,naliganahalli,4690
tumakuru madhugiri,pavagada,kotagudda,rangasamudra,5096
tumakuru madhugiri,pavagada,lingdahalli,sasalakunte,5251
tumakuru madhugiri,pavagada,lingdahalli,vadanakallu,5934
tumakuru madhugiri,pavagada,magalawada,arasikere,6533
tumakuru madhugiri,pavagada,magalawada,mangalavada,4241
tumakuru madhugiri,pavagada,maridasanahally,j achammana halli,2987
tumakuru madhugiri,pavagada,maridasanahally,maridasanahalli,4314
tumakuru madhugiri,pavagada,nagala madike,b k halli,863
tumakuru madhugiri,pavagada,nagala madike,nagalamadike,4638
tumakuru madhugiri,pavagada,nagala madike,ryapte,5138
tumakuru madhugiri,pavagada,neelamannahally,b k halli,863
tumakuru madhugiri,pavagada,neelamannahally,kamanadurga,6495
tumakuru madhugiri,pavagada,nyayadagunte,nyayadagunte,4893
tumakuru madhugiri,pavagada,nyayadagunte,vadanakallu,5934
tumakuru madhugiri,pavagada,palavalli,b k halli,863
tumakuru madhugiri,pavagada,palavalli,palavalli,4933
tumakuru madhugiri,pavagada,pavagada rural,kodamadagu,3645
tumakuru madhugiri,pavagada,pavagada rural,roppa,5127
tumakuru madhugiri,pavagada,ponnasamundra,ponnasamudra,5008
tumakuru madhugiri,pavagada,thirumani,tirumani,5782
tumakuru madhugiri,pavagada,thirumani,valluru,5959
tumakuru madhugiri,pavagada,venkatapura,rajavanthi,5056
tumakuru madhugiri,pavagada,venkatapura,venkatapura,5991
tumakuru madhugiri,pavagada,y.n.hosakote rural,siddapura,213009622
tumakuru madhugiri,pavagada,y.n.hosakote rural,y n hosakote,6033
tumakuru madhugiri,sira,baragooru,baraguru,6365
tumakuru madhugiri,sira,baragooru,hosahalli,6276
tumakuru madhugiri,sira,benche,gopaladevarahalli,2144
tumakuru madhugiri,sira,bevinahalli,bevinahalli,6576
tumakuru madhugiri,sira,bevinahalli,changavara,1501
tumakuru madhugiri,sira,bevinahalli,hemdore,2571
tumakuru madhugiri,sira,bhoovanahally,bhuvanahalli,1305
tumakuru madhugiri,sira,bhoovanahally,lakshmisagara,6655
tumakuru madhugiri,sira,brahmasandra,chinnenahalli,1648
tumakuru madhugiri,sira,brahmasandra,seebi agrahara,5286
tumakuru madhugiri,sira,brahmasandra,yaladabagi,6064
tumakuru madhugiri,sira,bukkapattana,bukkapatna,1416
tumakuru madhugiri,sira,bukkapattana,kurubarahalli,6251
tumakuru madhugiri,sira,chikkabanagere,doddabanagere,1882
tumakuru madhugiri,sira,dodda hulikunte,doddahulikunte,1900
tumakuru madhugiri,sira,dodda hulikunte,hosahalli,6276
tumakuru madhugiri,sira,doddaagrahara,doddaagrahara,1877
tumakuru madhugiri,sira,doddaagrahara,huildore,2823
tumakuru madhugiri,sira,dwaranakunte,changavara,1501
tumakuru madhugiri,sira,dwaranakunte,dwaranakunte,1970
tumakuru madhugiri,sira,gowdagere,bandakunte,1014
tumakuru madhugiri,sira,gowdagere,gowadagere,2172
tumakuru madhugiri,sira,haldodderi,chinnenahalli,1648
tumakuru madhugiri,sira,haldodderi,seebi,5285
tumakuru madhugiri,sira,honnagondanahally,honnagondanahalli,2746
tumakuru madhugiri,sira,honnagondanahally,magodu,4122
tumakuru madhugiri,sira,huildore,huildore,2823
tumakuru madhugiri,sira,huildore,kurubarahalli,6251
tumakuru madhugiri,sira,kallambella,chikkanahalli,1599
tumakuru madhugiri,sira,kallambella,halenahalli,2342
tumakuru madhugiri,sira,kallambella,kallambella,3272
tumakuru madhugiri,sira,karekyathanahalli,handikunte,2412
tumakuru madhugiri,sira,kotta,kotta,3803
tumakuru madhugiri,sira,lakkanahalli,thadakaluru,5670
tumakuru madhugiri,sira,madalooru,madaluru,4067
tumakuru madhugiri,sira,magodu,magodu,4122
tumakuru madhugiri,sira,magodu,rathnasandra,5104
tumakuru madhugiri,sira,neralagudda,neralagudda,4812
tumakuru madhugiri,sira,pattanayakanahalli,hemdore,2571
tumakuru madhugiri,sira,pattanayakanahalli,hosahalli,6276
tumakuru madhugiri,sira,pattanayakanahalli,naduru,4634
tumakuru madhugiri,sira,ratnasandra,halenahalli,2342
tumakuru madhugiri,sira,ratnasandra,rathnasandra,5104
tumakuru madhugiri,sira,sakshihalli,ramalingapura,5070
tumakuru madhugiri,sira,seebi agrahara,seebi,5285
tumakuru madhugiri,sira,seebi agrahara,seebi agrahara,5286
tumakuru madhugiri,sira,seebi agrahara,yaladabagi,6064
tumakuru madhugiri,sira,tavarekere,hosuru,6516
tumakuru madhugiri,sira,tavarekere,lakshmisagara,6655
tumakuru madhugiri,sira,tavarekere,tavarekere,6352
tumakuru madhugiri,sira,thalagunda,bupasandra,1419
tumakuru madhugiri,sira,thalagunda,thalagunda,6371
tumakuru madhugiri,sira,tharooru,tharuru,5698
tumakuru madhugiri,sira,tharooru,yaladabagi,6064
tumakuru madhugiri,sira,thogarugunte,bandakunte,1014
tumakuru madhugiri,sira,thogarugunte,melukunte,4421
tumakuru madhugiri,sira,yaravarahalli,hosuru,6516
tumakuru madhugiri,sira,yaravarahalli,hunasehalli,2869
tumakuru madhugiri,sira,yeliyuuru,chikkanahalli,1599
tumakuru madhugiri,sira,yeliyuuru,yaliyuru,6642
ramanagara,channapatna,abburudoddi,bevooru,1255
ramanagara,channapatna,abburudoddi,nagavara,4669
ramanagara,channapatna,abburudoddi,rampura,6268
ramanagara,channapatna,akkuru,akkuru,213009356
ramanagara,channapatna,akkuru,kudluru,6338
ramanagara,channapatna,akkuru,baruan (b),1003
ramanagara,channapatna,bevooru,bevooru,1255
ramanagara,channapatna,bevooru,mandya bommanayakanahalli,4237
ramanagara,channapatna,chakkere,chakkere,1468
ramanagara,channapatna,chakkere,maluru patna,4206
ramanagara,channapatna,chakkere,sulleri,5537
ramanagara,channapatna,channapatna kannada town2,rampura,6268
ramanagara,channapatna,dashavara,dashavara,1752
ramanagara,channapatna,dashavara,makali,4134
ramanagara,channapatna,harakoppa,harokoppa,2489
ramanagara,channapatna,harakoppa,iggaluru,2928
ramanagara,channapatna,harakoppa,sogala,5444
ramanagara,channapatna,honganuru,bhoohalli,1299
ramanagara,channapatna,honganuru,honganuru,2741
ramanagara,channapatna,honganuru,virupakshipura,5998
ramanagara,channapatna,kanchugaranahalli,banduru varagerehalli,1028
ramanagara,channapatna,kodamballi,byadarahalli,6588
ramanagara,channapatna,kodamballi,kodamballi,3647
ramanagara,channapatna,kodamballi,virupakshipura,5998
ramanagara,channapatna,mankunda,h b hally,2269
ramanagara,channapatna,mylanayakanahosahalli,mylanayakanahalli,4610
ramanagara,channapatna,mylanayakanahosahalli,nagavara,4669
ramanagara,channapatna,mylanayakanahosahalli,thittamaranahalli,5734
ramanagara,channapatna,shettihalli,maluru,4205
ramanagara,channapatna,shettihalli,mattikere,4372
ramanagara,channapatna,shettihalli,mudagere,4487
ramanagara,channapatna,singarajipura,banduru varagerehalli,1028
ramanagara,channapatna,singarajipura,bhoohalli,1299
ramanagara,channapatna,singarajipura,singarajapura,5427
ramanagara,channapatna,sulleri,harokoppa,2489
ramanagara,channapatna,sulleri,kudluru,6338
ramanagara,channapatna,sulleri,maluru patna,4206
ramanagara,channapatna,sulleri,sulleri,5537
ramanagara,channapatna,thagachagere,neelasandra,4781
ramanagara,channapatna,thagachagere,thagachagere,5673
ramanagara,channapatna,thagachagere,vandaraguppe,5965
ramanagara,channapatna,vandaraguppe,thagachagere,5673
ramanagara,channapatna,vandaraguppe,vandaraguppe,5965
ramanagara,channapatna,y.t. halli,byadarahalli,6588
ramanagara,channapatna,y.t. halli,y.t. halli,6035
ramanagara,kanakapura,anedoddi,kolliganahalli,3707
ramanagara,kanakapura,attihalli,arekattedoddi,790
ramanagara,kanakapura,attihalli,choodahalli,1673
ramanagara,kanakapura,bannimukodlu,bannimukkodlu,1046
ramanagara,kanakapura,chakanahalli,chowkanahalli,1685
ramanagara,kanakapura,cheeluru,cheeluru,6663
ramanagara,kanakapura,cheeluru,t. hosahalli,5584
ramanagara,kanakapura,chikka muduvadi,alli maranahalli,624
ramanagara,kanakapura,chikka muduvadi,chikkamuduvadi,1595
ramanagara,kanakapura,dodda allahalli,dodda alahalli,1858
ramanagara,kanakapura,dodda maralavadi,dodda maralavadi,1870
ramanagara,kanakapura,dodda maralavadi,thokasandra,5738
ramanagara,kanakapura,dodda muduvadi,dodda muduvadi,1871
ramanagara,kanakapura,dyvasandra,dyavasandra,1973
ramanagara,kanakapura,harohalli,harohalli,6633
ramanagara,kanakapura,hegganuru,uyyamballi,5928
ramanagara,kanakapura,herindyapanahalli,arekere,6537
ramanagara,kanakapura,herindyapanahalli,herindyapanahalli,2591
ramanagara,kanakapura,hosadurga,hosadurga,2782
ramanagara,kanakapura,hukunda,hukunda,2825
ramanagara,kanakapura,hukunda,mullahalli,4543
ramanagara,kanakapura,hunasanahalli,hunasanahalli,213009349
ramanagara,kanakapura,i gollahalli,i. gollahalli,2911
ramanagara,kanakapura,kabbal,kabbalu,3135
ramanagara,kanakapura,kaggalahalli,kaggalahalli,3205
ramanagara,kanakapura,kallahalli,kallahalli,6469
ramanagara,kanakapura,kodihalli,kodihalli,6393
ramanagara,kanakapura,kolagondanahalli,kolagondahalli,3689
ramanagara,kanakapura,kottagalu,kottagalu,3805
ramanagara,kanakapura,maralebekuppe,maralebekuppe,4291
ramanagara,kanakapura,maralebekuppe,narayanapura,6431
ramanagara,kanakapura,narayanapura,narayanapura,6431
ramanagara,kanakapura,shivanahalli,shivanahalli,5380
ramanagara,kanakapura,shivanahalli,t. bekuppe,5583
ramanagara,kanakapura,somedypanahalli,choodahalli,1673
ramanagara,kanakapura,somedypanahalli,somedyapanahalli,5464
ramanagara,kanakapura,sugganahalli,kaggalahalli,3205
ramanagara,kanakapura,tungani,t. hosahalli,5584
ramanagara,kanakapura,tungani,tungani,5833
ramanagara,kanakapura,urdu town cluster,kottagalu,3805
ramanagara,magadi,agalkote,agalakote,536
ramanagara,magadi,agalkote,mattikere,213009357
ramanagara,magadi,ajjanahalli,ajjanahalli,570
ramanagara,magadi,bachenahatti,bachenahatti,891
ramanagara,magadi,banavadi,banavadi,1010
ramanagara,magadi,belagumba,belagumba,6426
ramanagara,magadi,biskuru,biskuru,1370
ramanagara,magadi,bittasandra,bittasadnra,1375
ramanagara,magadi,byalakere,thaggikuppe,5677
ramanagara,magadi,chakrabavi,sathanuru,5261
ramanagara,magadi,chakrabavi,seegekuppe,5288
ramanagara,magadi,chikenudigera,chikka mudigere,1563
ramanagara,magadi,chikkahalli,chikkanahalli,6382
ramanagara,magadi,guddemaranahalli,gudemaranahalli,2202
ramanagara,magadi,guddemaranahalli,lakkenahalli,3994
ramanagara,magadi,hosapalya,kalari kawal,3244
ramanagara,magadi,hulikal,hulikal,6534
ramanagara,magadi,hulikal,kannuru,6569
ramanagara,magadi,hullenahalli,hullenahalli,2851
ramanagara,magadi,kalya,kalya,6487
ramanagara,magadi,kuduru,adarangi,517
ramanagara,magadi,kuduru,kuduru,3845
ramanagara,magadi,madabal,madbal,4084
ramanagara,magadi,madigundanahalli,madigondanahalli,4101
ramanagara,magadi,motaganahalli,motagondanahalli,4477
ramanagara,magadi,narasandra,narasandra,4739
ramanagara,magadi,nethanahalli,nethenahalli,4829
ramanagara,magadi,sankighatta,sankighatta,5214
ramanagara,magadi,sankighatta,thippasandra,5729
ramanagara,magadi,soluru,lakkenahalli,3994
ramanagara,magadi,soluru,soluru,5451
ramanagara,magadi,sri giripura,srigiripura,5501
ramanagara,magadi,urdu,agalakote,536
ramanagara,magadi,v.g.doddi,hanchikuppe,2397
ramanagara,ramanagara,annahalli,gopahalli,2142
ramanagara,ramanagara,avverahalli,hulikere gunnur,2838
ramanagara,ramanagara,bannikuppe(b),bannikuppe,1045
ramanagara,ramanagara,bilagumba,bilagumba,1338
ramanagara,ramanagara,byramangala,bhyramangala,1307
ramanagara,ramanagara,harisandra,harisandra,2471
ramanagara,ramanagara,hunasanahalli,hunasanahalli,2866
ramanagara,ramanagara,jalamangala,akkuru,584
ramanagara,ramanagara,jalamangala,dodda gangawadi,1864
ramanagara,ramanagara,kailancha,bannikuppe k,213009373
ramanagara,ramanagara,kailancha,kylancha,3982
ramanagara,ramanagara,kanchugaranahalli,kanchugaranahalli,3358
ramanagara,ramanagara,kenchanakuppe,bannikuppe,1045
ramanagara,ramanagara,kootagal,kootagal,3757
ramanagara,ramanagara,manchanayakanahalli,manchanayakanahalli,4221
ramanagara,ramanagara,mayaganahalli,mayaganahalli,4388
ramanagara,ramanagara,shanuboganahalli,shyanubhoganahalli,5392
ramanagara,ramanagara,sugganahalli,sugganahalli,5516
