state,division,revenue_district,district,block,academic_year,n_schools_4_6,n_schools_govt,pct_govt_schools,pct_private_schools,pct_rural_schools,enrolment_all,enrolment_govt,teachers_govt,ptr_govt,pct_female_teachers_govt,pct_teachers_graduate_plus_govt,pct_sch_electricity_govt,pct_sch_library_govt,pct_sch_playground_govt,pct_sch_tapwater_functional_govt,pct_sch_internet_govt,pct_sch_computer_lab_govt,pct_sch_ramps_govt,pct_sch_reading_corner_govt,pct_sch_handwash_meal_govt,pct_sch_kannada_medium_govt,pct_sch_preprimary_govt,girls_func_toilets_per_school_govt,good_classrooms_per_school_govt,acad_inspections_per_school_govt,crc_coordinators_per_school_govt,smc_meetings_per_school_govt,mean_instruction_days_govt,avg_govt_school_size
KARNATAKA,Kalaburagi,Koppal,KOPPAL,KOPPAL,2022-23,357,252,70.59,29.41,75.35,70992.0,49068.0,1331.0,36.87,44.25,66.79,97.62,94.44,57.94,84.13,9.92,0.0,85.32,90.08,90.87,88.49,6.3,1.56,5.29,0.58,7.24,6.35,229.01,194.7
KARNATAKA,Kalaburagi,Koppal,KOPPAL,KUSTAGI,2022-23,296,236,79.73,20.27,79.39,53034.0,46215.0,1101.0,41.98,37.06,62.03,92.8,93.22,55.08,84.75,20.34,0.0,79.24,87.71,83.05,91.95,3.08,1.45,6.04,1.12,6.23,6.2,224.26,195.8
KARNATAKA,Kalaburagi,Koppal,KOPPAL,YELBURGA,2022-23,269,217,80.67,19.33,85.87,49896.0,43068.0,1125.0,38.28,40.89,64.09,99.08,93.55,53.46,96.31,99.08,0.0,95.85,90.32,64.98,90.78,4.5,1.67,6.66,0.19,4.08,15.17,222.05,198.5
KARNATAKA,Mysuru,Mandya,MANDYA,KRISHNARAJA PET,2022-23,359,325,90.53,9.47,94.71,21983.0,14667.0,743.0,19.74,33.78,42.8,99.69,100.0,66.46,100.0,3.69,0.0,100.0,93.54,89.85,95.38,3.15,1.31,2.43,1.99,8.22,7.99,221.51,45.1
KARNATAKA,Mysuru,Mandya,MANDYA,MADDUR,2022-23,289,227,78.55,21.45,92.39,29260.0,13388.0,622.0,21.52,50.0,56.59,100.0,100.0,69.16,98.68,99.56,0.0,100.0,63.88,82.82,95.59,6.82,1.33,3.56,1.2,6.59,6.43,232.64,59.0
KARNATAKA,Mysuru,Mandya,MANDYA,MALAVALLY,2022-23,294,241,81.97,18.03,88.78,23725.0,14516.0,630.0,23.04,47.14,43.33,97.51,100.0,43.98,96.68,4.15,0.0,100.0,80.08,82.16,95.44,6.11,1.33,3.22,0.71,3.49,6.46,200.83,60.2
KARNATAKA,Mysuru,Mandya,MANDYA,MANDYA NORTH,2022-23,181,171,94.48,5.52,100.0,10768.0,8667.0,417.0,20.78,56.35,55.88,98.83,100.0,76.02,97.08,100.0,0.0,100.0,87.72,91.23,97.08,6.55,1.4,3.47,1.96,3.98,6.68,190.37,50.7
KARNATAKA,Mysuru,Mandya,MANDYA,MANDYA SOUTH,2022-23,190,125,65.79,34.21,56.84,31367.0,10757.0,451.0,23.85,63.86,46.34,100.0,100.0,57.6,96.0,65.6,0.0,100.0,93.6,79.2,84.8,6.5,1.77,4.97,1.42,8.1,7.84,243.0,86.1
KARNATAKA,Mysuru,Mandya,MANDYA,NAGAMANGALA,2022-23,303,279,92.08,7.92,87.79,17050.0,10344.0,578.0,17.9,47.06,54.84,100.0,100.0,78.85,96.06,23.66,0.0,99.64,90.32,89.96,94.98,2.93,1.49,2.32,0.95,8.1,7.75,223.82,37.1
KARNATAKA,Mysuru,Mandya,MANDYA,PANDAVAPURA,2022-23,204,177,86.76,13.24,91.67,18318.0,10779.0,504.0,21.39,45.83,56.15,100.0,100.0,75.14,98.31,50.28,0.0,100.0,93.22,97.74,92.66,7.06,1.69,3.11,1.13,7.98,7.96,225.56,60.9
KARNATAKA,Mysuru,Mandya,MANDYA,SRIRANGA PATNA,2022-23,181,135,74.59,25.41,86.19,19871.0,8174.0,410.0,19.94,67.56,47.07,100.0,100.0,77.04,97.78,16.3,0.0,100.0,94.81,82.22,91.85,6.2,1.77,3.47,1.76,6.42,7.73,226.08,60.5
KARNATAKA,Mysuru,Mysuru,MYSURU,H.D.KOTE,2022-23,353,324,91.78,8.22,90.65,27993.0,21387.0,902.0,23.71,49.22,60.31,100.0,100.0,98.15,94.75,100.0,0.0,100.0,97.53,98.46,95.99,1.89,1.6,2.98,0.76,7.01,7.42,227.36,66.0
KARNATAKA,Mysuru,Mysuru,MYSURU,HUNSUR,2022-23,349,301,86.25,13.75,88.83,36399.0,20600.0,930.0,22.15,48.49,53.33,100.0,100.0,71.43,93.69,100.0,0.0,96.68,97.67,95.35,92.03,3.41,1.6,2.89,0.92,8.88,8.01,229.34,68.4
KARNATAKA,Mysuru,Mysuru,MYSURU,K.R.NAGARA,2022-23,281,244,86.83,13.17,88.26,22439.0,14608.0,742.0,19.69,40.43,45.82,100.0,100.0,95.08,97.54,100.0,0.0,97.54,96.72,99.59,92.21,5.11,1.51,3.0,0.39,9.58,7.88,224.08,59.9
KARNATAKA,Mysuru,Mysuru,MYSURU,MYSORE NORTH,2022-23,254,113,44.49,54.72,0.0,74726.0,18267.0,639.0,28.59,78.72,54.46,100.0,99.12,66.37,98.23,30.09,0.0,65.49,89.38,95.58,57.52,20.75,2.87,7.15,2.35,7.23,7.19,226.21,161.7
KARNATAKA,Mysuru,Mysuru,MYSURU,MYSORE RURAL,2022-23,366,231,63.11,36.89,100.0,74343.0,22432.0,999.0,22.45,71.87,54.15,100.0,100.0,85.28,97.4,81.39,0.0,97.84,95.67,97.4,93.07,4.0,1.79,3.8,2.23,12.44,9.66,231.7,97.1
KARNATAKA,Mysuru,Mysuru,MYSURU,MYSORE SOUTH,2022-23,146,62,42.47,57.53,0.0,46219.0,7425.0,285.0,26.05,76.84,59.65,100.0,100.0,91.94,100.0,74.19,0.0,85.48,96.77,100.0,87.1,36.07,2.63,6.47,3.18,7.97,5.74,221.0,119.8
KARNATAKA,Mysuru,Mysuru,MYSURU,NANJANAGUD,2022-23,320,278,86.88,13.12,89.06,44290.0,27758.0,1072.0,25.89,56.34,57.37,100.0,100.0,87.77,98.56,100.0,0.0,94.24,91.73,90.65,92.09,4.85,1.82,4.03,3.16,9.61,7.56,224.96,99.8
KARNATAKA,Mysuru,Mysuru,MYSURU,PERIYA PATNA,2022-23,320,287,89.69,10.31,94.38,26308.0,16848.0,770.0,21.88,40.52,57.79,100.0,100.0,74.56,94.43,37.28,0.0,89.55,99.3,93.38,91.29,4.64,1.38,2.93,0.75,9.07,7.92,230.96,58.7
KARNATAKA,Mysuru,Mysuru,MYSURU,T.N.PURA,2022-23,275,236,85.82,14.18,85.09,28978.0,17400.0,766.0,22.72,55.09,51.17,100.0,100.0,88.56,96.19,45.76,0.0,97.88,97.88,97.46,92.8,3.07,1.42,3.18,0.7,9.48,8.79,227.56,73.7
KARNATAKA,Kalaburagi,Raichur,RAICHUR,DEVADURGA,2022-23,405,334,82.47,17.53,85.19,54522.0,45251.0,1019.0,44.41,44.75,73.5,96.11,90.72,33.83,85.03,6.89,0.0,64.37,80.84,58.08,93.41,3.74,1.48,3.63,0.9,8.98,5.09,229.72,135.5
KARNATAKA,Kalaburagi,Raichur,RAICHUR,LINGASUGUR,2022-23,442,341,77.15,22.85,72.17,72989.0,55009.0,1505.0,36.55,38.94,65.71,94.72,90.32,34.31,93.26,10.85,0.0,73.61,79.47,61.29,92.08,6.08,1.65,4.88,0.41,6.66,5.74,209.13,161.3
KARNATAKA,Kalaburagi,Raichur,RAICHUR,MANVI,2022-23,407,291,71.5,28.5,81.08,66984.0,45346.0,1094.0,41.45,42.96,70.29,98.63,99.31,36.77,92.78,9.62,0.0,63.57,89.0,56.01,91.41,6.12,1.62,4.92,0.94,7.31,5.56,227.12,155.8
KARNATAKA,Kalaburagi,Raichur,RAICHUR,RAICHUR,2022-23,458,294,64.19,35.81,53.93,103699.0,59382.0,1493.0,39.77,59.88,62.49,98.3,99.32,57.48,93.54,14.63,0.0,58.16,71.77,63.27,82.65,6.5,1.68,5.67,0.64,7.66,4.08,224.1,202.0
KARNATAKA,Kalaburagi,Raichur,RAICHUR,SINDHANUR,2022-23,461,319,69.2,30.8,71.58,66800.0,45890.0,1427.0,32.16,34.97,77.65,99.69,82.45,52.35,94.98,22.57,0.0,71.79,89.34,77.12,87.46,3.95,1.64,4.81,0.75,7.47,7.95,228.06,143.9
KARNATAKA,Bengaluru,Ramanagara,RAMANAGARA,CHANNAPATNA,2022-23,282,234,82.98,17.02,76.6,27202.0,15079.0,628.0,24.01,59.08,61.31,99.15,100.0,44.87,96.58,17.09,0.0,96.15,96.58,87.18,87.18,2.68,1.41,2.64,2.27,8.45,8.75,235.02,64.4
KARNATAKA,Bengaluru,Ramanagara,RAMANAGARA,KANAKAPURA,2022-23,480,422,87.92,12.08,92.92,33514.0,19155.0,908.0,21.1,57.93,66.85,100.0,100.0,39.57,96.21,5.69,0.0,89.81,84.6,85.31,94.08,2.68,1.52,2.23,1.77,5.99,7.88,217.87,45.4
KARNATAKA,Bengaluru,Ramanagara,RAMANAGARA,MAGADI,2022-23,373,347,93.03,6.97,94.1,20263.0,11884.0,767.0,15.49,45.89,39.24,100.0,100.0,34.29,97.12,9.8,0.0,98.85,92.8,90.78,90.78,2.95,1.3,2.21,0.93,9.1,7.31,222.72,34.2
KARNATAKA,Bengaluru,Ramanagara,RAMANAGARA,RAMANAGARA,2022-23,344,265,77.03,22.97,66.57,37956.0,15980.0,677.0,23.6,61.74,46.09,100.0,100.0,34.72,96.98,16.6,0.0,95.47,94.34,88.3,89.81,6.23,1.44,2.83,0.67,7.91,7.01,225.87,60.3
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,BHADRAVATI,2022-23,357,300,84.03,15.97,68.35,39899.0,22331.0,1093.0,20.43,58.37,51.78,99.67,100.0,81.33,97.0,100.0,0.0,82.67,95.33,86.0,81.67,10.58,1.41,4.2,2.02,5.83,6.59,228.0,74.4
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,HOSANAGAR,2022-23,245,227,92.65,7.35,96.73,12726.0,9592.0,494.0,19.42,50.2,67.81,99.12,100.0,93.83,91.63,37.89,0.0,97.36,85.02,66.52,95.15,6.28,1.2,3.3,0.42,5.57,6.62,231.02,42.3
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,SAGAR,2022-23,353,316,89.52,10.48,86.4,24509.0,15218.0,823.0,18.49,60.27,71.08,100.0,100.0,91.14,75.32,93.04,0.0,98.1,93.67,93.67,93.67,5.5,1.24,3.18,1.17,6.79,7.49,229.37,48.2
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,SHIKARIPUR,2022-23,289,255,88.24,11.76,81.31,30774.0,22790.0,1035.0,22.02,37.78,59.03,99.61,100.0,92.94,96.86,13.73,0.0,94.12,89.41,85.49,81.96,3.27,1.47,4.05,6.16,8.89,9.34,222.25,89.4
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,SHIMOGA,2022-23,509,359,70.53,29.47,54.81,74548.0,30734.0,1501.0,20.48,64.96,60.36,100.0,100.0,63.79,94.43,18.66,0.0,86.63,92.48,87.74,84.68,7.43,1.84,4.32,1.44,7.79,7.32,228.45,85.6
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,SORAB,2022-23,336,319,94.94,5.06,94.94,22254.0,18283.0,799.0,22.88,43.93,61.45,100.0,100.0,75.86,91.85,68.97,0.0,97.49,97.18,84.64,92.16,6.39,1.16,2.73,1.0,7.11,7.8,230.06,57.3
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,THIRTHAHALLI,2022-23,225,209,92.89,7.11,94.22,13183.0,8056.0,465.0,17.32,60.65,64.52,100.0,100.0,94.26,83.25,56.46,0.0,87.08,98.56,94.26,97.61,3.43,1.33,3.48,0.55,10.02,8.51,226.11,38.5
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU,CHIKNAYAKANHALLI,2022-23,345,321,93.04,6.96,93.04,19720.0,14902.0,811.0,18.37,45.99,37.85,99.38,98.44,29.28,93.77,9.97,0.0,96.26,91.28,84.42,93.46,1.58,1.25,2.32,0.25,7.84,8.32,225.81,46.4
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU,GUBBI,2022-23,428,402,93.93,6.07,96.96,27408.0,17352.0,951.0,18.25,58.46,43.43,98.51,95.77,35.07,97.01,2.49,0.0,96.02,88.56,75.12,92.29,3.05,1.33,2.28,0.51,8.19,8.81,231.64,43.2
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU,KUNIGAL,2022-23,393,363,92.37,7.63,91.86,21245.0,11527.0,709.0,16.26,54.72,40.76,100.0,97.52,30.3,98.35,41.87,0.0,81.82,96.69,88.43,90.63,1.69,1.15,2.1,0.76,7.84,7.42,221.68,31.8
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU,TIPTUR,2022-23,315,277,87.94,12.06,87.62,22420.0,10959.0,707.0,15.5,59.83,43.85,100.0,98.92,50.54,99.28,3.61,0.0,97.47,96.39,94.95,94.22,2.57,1.17,2.43,1.23,7.4,7.87,221.5,39.6
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU,TUMKUR,2022-23,639,505,79.03,20.97,72.14,79609.0,34898.0,1677.0,20.81,69.17,42.1,100.0,98.81,31.09,97.03,9.5,0.0,87.72,95.25,83.37,86.34,3.43,1.5,3.05,0.75,9.42,10.88,225.35,69.1
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU,TURUVEKERE,2022-23,301,284,94.35,5.65,94.02,14969.0,9167.0,596.0,15.38,53.69,43.12,100.0,100.0,35.56,98.59,3.87,0.0,96.13,96.83,89.08,92.96,2.17,1.15,2.0,0.83,6.9,7.87,225.97,32.3
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU MADHUGIRI,KORATAGERE,2022-23,292,270,92.47,7.53,94.86,16404.0,11913.0,723.0,16.48,48.69,56.43,99.26,100.0,48.89,98.89,5.56,0.0,71.11,95.93,90.0,93.33,5.32,1.27,2.47,1.64,9.03,8.07,230.1,44.1
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU MADHUGIRI,MADHUGIRI,2022-23,398,362,90.95,9.05,92.46,26613.0,17289.0,873.0,19.8,44.1,52.46,99.72,100.0,56.63,97.79,11.88,0.0,74.03,98.34,93.65,93.37,3.69,1.24,2.73,1.05,9.1,6.81,228.61,47.8
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU MADHUGIRI,PAVAGADA,2022-23,281,245,87.19,12.81,91.81,28102.0,16745.0,600.0,27.91,39.67,61.17,95.92,100.0,56.33,94.69,8.16,0.0,78.78,94.69,93.47,93.88,2.14,1.66,3.07,1.51,9.38,7.16,221.24,68.3
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU MADHUGIRI,SIRA,2022-23,471,429,91.08,8.92,89.81,37586.0,23051.0,1114.0,20.69,48.56,55.66,97.9,100.0,42.66,97.2,7.46,0.0,78.55,98.37,84.62,93.94,1.19,1.21,1.99,1.27,11.03,8.48,226.69,53.7
KARNATAKA,Mysuru,Udupi,UDUPI,BRAHAMAVARA,2022-23,171,143,83.63,16.37,82.46,34616.0,12986.0,457.0,28.42,68.93,51.2,100.0,100.0,99.3,70.63,30.77,0.0,99.3,99.3,100.0,99.3,3.55,1.76,5.38,0.43,9.08,7.47,224.14,90.8
KARNATAKA,Mysuru,Udupi,UDUPI,BYNDOOR,2022-23,211,192,91.0,9.0,100.0,23344.0,13888.0,571.0,24.32,58.67,65.85,100.0,100.0,88.02,69.27,15.1,0.0,99.48,98.44,100.0,97.92,7.89,1.35,3.58,0.31,8.09,8.14,234.69,72.3
KARNATAKA,Mysuru,Udupi,UDUPI,KARKALA,2022-23,201,166,82.59,17.41,89.55,26096.0,11533.0,528.0,21.84,73.67,54.73,100.0,100.0,100.0,92.17,99.4,0.0,95.78,96.99,99.4,98.19,1.85,1.68,3.85,0.46,4.45,7.8,233.31,69.5
KARNATAKA,Mysuru,Udupi,UDUPI,KUNDAPURA,2022-23,173,142,82.08,17.92,89.6,25052.0,12082.0,467.0,25.87,64.88,61.67,100.0,100.0,96.48,64.79,24.65,0.0,100.0,96.48,100.0,96.48,2.17,1.97,4.3,1.77,9.61,8.64,223.01,85.1
KARNATAKA,Mysuru,Udupi,UDUPI,UDUPI,2022-23,152,103,67.76,32.24,68.42,36733.0,11797.0,328.0,35.97,84.76,57.01,100.0,100.0,95.15,94.17,96.12,0.0,92.23,99.03,100.0,96.12,10.53,2.58,5.95,0.04,7.93,5.93,222.21,114.5
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,2022-23,167,158,94.61,5.39,86.23,10991.0,7659.0,473.0,16.19,67.02,44.19,100.0,100.0,63.29,59.49,4.43,0.0,93.04,99.37,98.1,96.84,1.29,1.39,3.08,0.39,7.04,8.96,231.12,48.5
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,2022-23,207,180,86.96,13.04,83.09,23038.0,11078.0,561.0,19.75,63.46,70.94,100.0,100.0,58.33,80.0,15.56,0.0,93.33,99.44,98.89,88.33,1.14,1.44,3.18,0.92,6.93,8.8,226.96,61.5
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,2022-23,299,276,92.31,7.69,92.64,17924.0,12034.0,775.0,15.53,60.65,63.87,100.0,100.0,50.72,66.67,10.14,0.0,97.46,97.83,98.55,90.58,0.74,1.15,2.42,0.85,6.01,7.34,233.25,43.6
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,2022-23,180,153,85.0,15.0,70.0,18272.0,8811.0,521.0,16.91,78.12,66.22,100.0,100.0,75.16,51.63,16.99,0.0,90.85,96.08,99.35,88.24,2.08,1.78,3.78,0.51,7.97,8.57,233.56,57.6
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KUMTA,2022-23,223,211,94.62,5.38,89.69,16475.0,12002.0,692.0,17.34,69.94,52.89,100.0,100.0,56.87,47.39,4.74,0.0,87.68,96.21,98.58,91.0,1.45,1.32,3.04,0.79,8.0,8.79,234.85,56.9
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA SIRSI,HALIYAL,2022-23,190,174,91.58,8.42,72.63,26192.0,21584.0,595.0,36.28,62.35,67.73,98.28,100.0,94.83,98.85,9.77,0.0,97.13,90.23,88.51,81.61,7.74,1.44,3.79,1.7,5.28,7.22,235.84,124.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA SIRSI,JOIDA,2022-23,158,152,96.2,3.8,100.0,6478.0,5428.0,217.0,25.01,55.3,69.12,98.03,100.0,96.71,92.76,2.63,0.0,91.45,79.61,83.55,97.37,10.0,1.22,2.36,1.11,2.39,6.76,226.38,35.7
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA SIRSI,MUNDAGOD,2022-23,154,145,94.16,5.84,86.36,14286.0,12546.0,570.0,22.01,54.91,62.46,100.0,100.0,99.31,93.1,6.9,0.0,99.31,91.72,93.79,79.31,7.8,1.46,3.24,0.78,6.42,6.99,231.96,86.5
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA SIRSI,SIDDAPUR,2022-23,221,215,97.29,2.71,92.76,9746.0,8193.0,496.0,16.52,61.9,66.94,100.0,100.0,99.07,47.91,5.12,0.0,99.07,95.81,100.0,94.42,7.04,1.2,2.53,0.64,5.18,6.92,236.19,38.1
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA SIRSI,SIRSI,2022-23,307,289,94.14,5.86,90.88,21435.0,14458.0,785.0,18.42,68.54,58.73,100.0,100.0,97.23,51.56,6.57,0.0,99.65,92.04,96.54,91.0,3.83,1.31,2.28,0.57,6.18,7.71,234.38,50.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA SIRSI,YELLAPUR,2022-23,178,172,96.63,3.37,87.08,9465.0,7571.0,434.0,17.44,62.44,66.36,100.0,100.0,98.84,64.53,8.72,0.0,96.51,84.88,95.35,95.35,4.68,1.26,2.31,0.74,6.98,6.92,229.92,44.0
KARNATAKA,Kalaburagi,Vijayanagara,VIJAYANAGARA,HADAGALI,2022-23,203,155,76.35,23.65,85.71,29682.0,20783.0,660.0,31.49,31.82,58.94,92.9,97.42,48.39,94.19,4.52,0.0,85.81,70.97,65.81,94.84,2.0,1.23,5.19,1.01,8.3,6.12,221.6,134.1
KARNATAKA,Kalaburagi,Vijayanagara,VIJAYANAGARA,HAGARIBOMMANAHALLI,2022-23,190,142,74.74,25.26,80.0,32286.0,25918.0,715.0,36.25,34.27,64.48,98.59,100.0,49.3,98.59,8.45,0.0,96.48,92.25,80.99,90.85,4.44,1.43,5.99,1.36,8.18,5.48,234.21,182.5
KARNATAKA,Kalaburagi,Vijayanagara,VIJAYANAGARA,HARAPANAHALLI,2022-23,346,288,83.24,16.76,87.28,41924.0,33864.0,1059.0,31.98,39.47,55.05,99.65,96.18,50.69,93.4,5.9,0.0,88.89,53.47,82.29,92.36,2.15,1.19,4.19,2.18,10.73,6.76,231.81,117.6
KARNATAKA,Kalaburagi,Vijayanagara,VIJAYANAGARA,HOSPET,2022-23,252,162,64.29,35.71,36.9,61479.0,32408.0,901.0,35.97,61.71,66.93,97.53,95.68,43.83,89.51,9.26,0.0,79.63,82.72,74.07,85.8,3.9,2.51,5.59,1.94,11.56,8.27,231.83,200.0
KARNATAKA,Kalaburagi,Vijayanagara,VIJAYANAGARA,KUDLIGI,2022-23,370,290,78.38,21.62,80.27,47204.0,36128.0,1104.0,32.72,37.05,57.7,98.97,90.0,36.9,98.28,9.66,0.0,77.24,82.41,64.83,94.48,5.71,1.33,4.78,0.58,4.85,5.88,223.99,124.6
KARNATAKA,Belagavi,Vijayapura,VIJAYAPURA,BASAVAN  BAGEWADI,2022-23,443,316,71.33,28.67,74.04,62985.0,46006.0,1439.0,31.97,40.17,49.76,98.1,100.0,72.78,87.03,27.85,0.0,91.14,80.7,77.53,81.96,5.84,1.1,4.87,0.97,7.84,5.72,225.03,145.6
KARNATAKA,Belagavi,Vijayapura,VIJAYAPURA,BIJAPUR  RURAL,2022-23,575,439,76.35,23.65,97.57,81555.0,53465.0,1842.0,29.03,47.61,53.04,98.63,91.8,83.37,72.21,6.61,0.0,95.9,79.95,66.29,88.38,3.48,1.19,4.0,1.29,7.56,5.37,223.15,121.8
KARNATAKA,Belagavi,Vijayapura,VIJAYAPURA,BIJAPUR CITY,2022-23,342,159,46.49,53.51,0.0,72154.0,27955.0,993.0,28.15,60.62,48.04,98.74,97.48,72.33,87.42,20.13,0.0,88.05,80.5,83.65,61.64,9.87,1.43,5.96,1.21,7.1,5.21,224.99,175.8
KARNATAKA,Belagavi,Vijayapura,VIJAYAPURA,CHADACHAN,2022-23,257,200,77.82,22.18,92.61,34533.0,25023.0,761.0,32.88,26.68,47.31,93.5,99.5,77.5,58.5,10.5,0.0,62.5,85.0,60.0,88.0,5.08,1.06,3.88,0.86,6.16,5.56,223.43,125.1
KARNATAKA,Belagavi,Vijayapura,VIJAYAPURA,INDI,2022-23,375,292,77.87,22.13,83.73,51138.0,36459.0,1113.0,32.76,30.46,48.88,96.92,94.86,87.67,82.19,7.53,0.0,85.62,73.63,77.4,83.56,3.86,1.17,4.11,1.05,6.6,5.08,233.81,124.9
KARNATAKA,Belagavi,Vijayapura,VIJAYAPURA,MUDDEBIHAL,2022-23,379,266,70.18,29.82,71.77,53371.0,36823.0,1174.0,31.37,40.55,48.55,89.85,90.6,58.65,74.06,15.04,0.0,63.16,75.94,57.14,83.46,3.52,1.22,4.9,0.88,6.82,3.18,228.11,138.4
KARNATAKA,Belagavi,Vijayapura,VIJAYAPURA,SINDAGI,2022-23,532,357,67.11,32.89,77.63,79735.0,58758.0,1613.0,36.43,32.98,49.29,95.8,94.12,75.91,71.99,11.76,0.0,80.39,74.79,51.82,78.99,2.0,1.17,4.83,1.43,6.77,4.73,229.57,164.6
KARNATAKA,Kalaburagi,Yadgir,YADAGIRI,SHAHAPUR,2022-23,411,308,74.94,25.06,79.81,70312.0,51126.0,1073.0,47.65,39.24,60.67,94.16,77.6,39.29,62.34,5.19,0.0,75.0,71.1,60.06,83.77,2.72,1.35,4.83,0.8,5.5,4.79,220.89,166.0
KARNATAKA,Kalaburagi,Yadgir,YADAGIRI,SHORAPUR,2022-23,516,374,72.48,27.52,72.29,78730.0,59314.0,1229.0,48.26,33.6,65.74,89.3,67.11,55.08,55.35,6.95,0.0,83.16,74.06,52.41,91.98,4.68,1.26,4.2,0.29,5.96,4.67,222.88,158.6
KARNATAKA,Kalaburagi,Yadgir,YADAGIRI,YADGIR,2022-23,429,324,75.52,24.48,73.43,73127.0,49014.0,1262.0,38.84,42.47,49.76,90.74,79.01,37.65,79.01,8.95,0.0,83.33,81.17,83.64,83.02,4.19,1.38,4.57,1.25,6.76,4.95,220.37,151.3
KARNATAKA,Belagavi,Bagalkote,BAGALKOT,BADAMI,2023-24,319,268,84.01,15.99,73.04,48582.0,41110.0,1313.0,31.31,44.94,60.93,98.13,96.27,63.06,97.76,40.67,7.84,92.54,89.93,76.12,89.18,5.02,1.29,5.14,0.89,6.6,4.11,233.78,153.4
KARNATAKA,Belagavi,Bagalkote,BAGALKOT,BAGALKOT,2023-24,268,208,77.61,22.39,70.9,48727.0,30037.0,1061.0,28.31,52.31,59.28,98.56,100.0,77.88,96.63,27.88,10.1,96.63,95.67,86.54,83.65,3.08,1.65,5.43,1.04,8.76,4.98,234.51,144.4
KARNATAKA,Belagavi,Bagalkote,BAGALKOT,BILAGI,2023-24,188,143,76.06,23.94,88.3,27627.0,18929.0,651.0,29.08,36.56,70.05,98.6,98.6,69.93,96.5,25.87,8.39,92.31,95.8,88.11,88.11,2.94,1.51,4.73,0.9,6.74,5.66,236.77,132.4
KARNATAKA,Belagavi,Bagalkote,BAGALKOT,HUNAGUND,2023-24,338,260,76.92,23.08,69.53,45546.0,32754.0,1125.0,29.11,42.67,60.98,99.23,99.62,66.15,97.69,18.08,6.92,98.08,91.54,77.69,88.46,3.59,1.29,4.97,0.75,6.04,3.68,238.12,126.0
KARNATAKA,Belagavi,Bagalkote,BAGALKOT,JAMAKHANDI,2023-24,474,319,67.3,32.7,64.56,84496.0,53322.0,1634.0,32.63,40.58,63.65,98.12,95.92,68.97,79.94,47.34,21.0,93.42,90.91,87.46,86.52,9.51,1.52,5.48,0.98,6.68,4.48,228.78,167.2
KARNATAKA,Belagavi,Bagalkote,BAGALKOT,MUDHOL,2023-24,349,263,75.36,24.64,71.06,62544.0,37194.0,1126.0,33.03,41.12,67.58,98.86,96.58,71.86,83.27,41.06,13.31,100.0,92.78,91.63,87.45,7.57,1.52,4.95,0.6,6.94,4.93,234.68,141.4
KARNATAKA,Kalaburagi,Ballari,BALLARI,BELLARY EAST,2023-24,299,169,56.52,43.48,52.84,67257.0,34117.0,863.0,39.53,60.25,67.44,91.72,99.41,47.93,89.35,11.83,14.79,82.84,89.35,77.51,78.7,4.32,1.65,5.6,1.54,6.36,4.35,235.17,201.9
KARNATAKA,Kalaburagi,Ballari,BALLARI,BELLARY WEST,2023-24,351,194,55.27,44.73,41.88,88406.0,38032.0,866.0,43.92,57.04,69.28,95.36,98.97,41.75,91.75,12.89,10.82,75.26,80.93,82.47,84.02,3.23,1.78,5.98,1.06,6.01,4.04,221.43,196.0
KARNATAKA,Kalaburagi,Ballari,BALLARI,SANDUR,2023-24,218,167,76.61,23.39,83.03,50340.0,29268.0,656.0,44.62,42.07,75.91,91.02,97.6,37.72,91.62,34.73,19.16,89.82,85.03,87.43,88.02,5.06,1.76,5.63,1.98,6.96,4.35,235.9,175.3
