state,division,revenue_district,district,block,academic_year,n_schools_4_6,n_schools_govt,pct_govt_schools,pct_private_schools,pct_rural_schools,enrolment_all,enrolment_govt,teachers_govt,ptr_govt,pct_female_teachers_govt,pct_teachers_graduate_plus_govt,pct_sch_electricity_govt,pct_sch_library_govt,pct_sch_playground_govt,pct_sch_tapwater_functional_govt,pct_sch_internet_govt,pct_sch_computer_lab_govt,pct_sch_ramps_govt,pct_sch_reading_corner_govt,pct_sch_handwash_meal_govt,pct_sch_kannada_medium_govt,pct_sch_preprimary_govt,girls_func_toilets_per_school_govt,good_classrooms_per_school_govt,acad_inspections_per_school_govt,crc_coordinators_per_school_govt,smc_meetings_per_school_govt,mean_instruction_days_govt,avg_govt_school_size
KARNATAKA,Kalaburagi,Ballari,BALLARI,SIRUGUPPA,2023-24,250,183,73.2,26.8,76.4,48049.0,31523.0,532.0,59.25,34.96,70.3,95.08,93.44,54.64,91.8,29.51,11.48,92.35,79.78,72.68,89.07,8.0,1.56,4.34,1.4,6.03,3.68,220.55,172.3
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BAILHONGAL,2023-24,199,159,79.9,20.1,84.42,36181.0,24696.0,842.0,29.33,48.81,54.04,96.86,100.0,58.49,87.42,13.84,15.09,94.34,93.08,73.58,82.39,1.97,1.58,5.55,1.92,6.21,4.68,229.91,155.3
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM CITY,2023-24,284,179,63.03,36.97,0.35,83993.0,32327.0,1059.0,30.53,63.83,63.17,99.44,100.0,46.37,88.83,41.34,12.29,79.89,93.85,80.45,48.04,8.7,2.06,6.46,1.25,6.17,5.29,236.77,180.6
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,2023-24,354,296,83.62,16.38,89.83,58983.0,42431.0,1487.0,28.53,62.95,49.16,99.32,100.0,78.72,86.15,69.59,10.81,92.91,94.93,83.11,55.07,5.82,1.61,5.35,1.45,10.57,5.47,236.58,143.3
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,2023-24,351,324,92.31,7.69,95.44,32381.0,24606.0,1190.0,20.68,45.55,56.81,99.69,100.0,47.53,89.2,9.88,8.02,76.85,98.46,87.04,28.7,2.21,1.19,3.12,1.3,7.81,6.57,239.9,75.9
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,2023-24,109,83,76.15,23.85,89.91,17074.0,12648.0,437.0,28.94,42.56,52.63,100.0,100.0,72.29,93.98,14.46,8.43,79.52,84.34,79.52,83.13,3.8,1.23,5.37,2.89,7.76,5.65,238.55,152.4
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,2023-24,273,211,77.29,22.71,86.45,39974.0,30109.0,817.0,36.85,38.31,58.14,99.05,100.0,51.18,94.79,32.23,9.48,90.05,83.41,76.78,89.1,7.92,1.36,5.19,1.14,6.14,3.79,225.15,142.7
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,2023-24,298,237,79.53,20.47,87.58,50019.0,40985.0,1137.0,36.05,44.33,59.28,97.89,100.0,63.29,93.25,10.55,12.66,90.72,90.72,85.65,91.14,6.09,1.41,4.83,1.32,9.37,4.63,234.11,172.9
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,2023-24,445,353,79.33,20.67,91.24,63505.0,39071.0,1327.0,29.44,33.38,58.78,96.88,100.0,93.77,77.34,100.0,9.07,96.88,84.14,86.97,85.84,4.62,1.37,4.51,1.2,8.9,5.59,233.42,110.7
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,2023-24,339,284,83.78,16.22,74.63,53599.0,37936.0,1145.0,33.13,46.38,65.41,99.3,100.0,91.55,77.11,100.0,11.27,98.94,92.96,92.96,74.3,5.51,1.85,4.88,1.66,7.74,6.08,216.71,133.6
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,GOKAK,2023-24,235,174,74.04,25.96,69.79,47183.0,31323.0,844.0,37.11,51.42,64.93,97.13,98.85,90.23,86.78,55.75,8.05,95.4,94.25,93.68,82.18,6.06,1.74,5.6,1.5,8.9,5.63,235.76,180.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,HUKKERI,2023-24,339,286,84.37,15.63,85.84,58173.0,40856.0,1243.0,32.87,53.74,61.63,95.1,100.0,89.51,89.16,45.1,7.34,94.41,82.87,88.46,78.67,3.99,1.71,4.7,1.28,6.15,5.47,239.98,142.9
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,KAGWAD,2023-24,142,115,80.99,19.01,67.61,20413.0,14046.0,464.0,30.27,44.18,59.91,95.65,100.0,86.09,84.35,100.0,8.7,93.04,72.17,75.65,68.7,10.81,1.47,5.3,1.45,7.37,3.12,220.83,122.1
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,MUDALGI,2023-24,366,267,72.95,27.05,71.04,67524.0,46607.0,1129.0,41.28,40.74,67.94,100.0,100.0,100.0,73.41,70.41,5.99,100.0,96.25,100.0,90.64,7.39,1.54,5.38,1.77,8.99,4.79,236.78,174.6
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,NIPPANI,2023-24,216,174,80.56,19.44,73.15,32338.0,20346.0,772.0,26.35,47.15,51.94,98.85,100.0,90.23,86.78,100.0,10.34,95.98,97.13,91.95,38.51,4.73,1.61,4.21,1.97,8.29,6.41,235.89,116.9
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,RAIBAG,2023-24,457,344,75.27,24.73,67.83,70533.0,47420.0,1279.0,37.08,36.43,69.51,100.0,100.0,99.42,63.37,100.0,6.69,97.67,89.83,96.51,89.24,11.31,1.39,4.59,1.71,7.42,5.29,235.65,137.8
KARNATAKA,Bengaluru,Bengaluru Rural,BENGALURU RURAL,DEVANAHALLI,2023-24,281,213,75.8,24.2,81.14,33148.0,10287.0,547.0,18.81,58.32,52.1,99.06,99.53,55.4,94.37,12.68,6.1,68.54,94.84,83.57,92.49,8.21,1.71,3.66,1.08,6.54,4.88,231.04,48.3
KARNATAKA,Bengaluru,Bengaluru Rural,BENGALURU RURAL,DODDABALLAPURA,2023-24,400,338,84.5,15.5,80.75,37872.0,15573.0,868.0,17.94,44.24,54.61,100.0,100.0,78.99,95.56,93.2,10.06,81.07,97.34,85.5,94.67,9.64,1.66,3.05,0.93,9.22,6.63,217.63,46.1
KARNATAKA,Bengaluru,Bengaluru Rural,BENGALURU RURAL,HOSAKOTE,2023-24,350,254,72.57,27.43,87.71,45887.0,13448.0,621.0,21.66,65.06,58.29,100.0,100.0,50.79,93.31,12.6,7.09,86.22,98.03,74.41,89.37,7.57,1.79,3.3,1.03,9.94,4.62,228.7,52.9
KARNATAKA,Bengaluru,Bengaluru Rural,BENGALURU RURAL,NELAMANGALA,2023-24,326,286,87.73,12.27,85.89,30821.0,12475.0,719.0,17.35,61.06,41.59,99.65,100.0,84.27,96.15,75.87,12.59,82.87,94.76,89.51,94.41,3.89,1.36,2.91,1.04,9.46,7.48,239.01,43.6
KARNATAKA,Bengaluru,Bengaluru Urban,BENGALURU U NORTH,NORTH1,2023-24,599,164,27.38,72.62,11.02,215308.0,36581.0,886.0,41.29,74.72,49.89,98.78,98.17,54.88,84.76,63.41,26.83,72.56,94.51,96.95,94.51,23.17,2.81,7.55,2.88,7.79,6.65,238.98,223.1
KARNATAKA,Bengaluru,Bengaluru Urban,BENGALURU U NORTH,NORTH2,2023-24,232,81,34.91,65.09,0.0,90610.0,19608.0,566.0,34.64,77.74,65.9,100.0,96.3,55.56,83.95,65.43,23.46,67.9,92.59,98.77,67.9,22.22,3.31,8.14,2.47,6.51,5.86,241.12,242.1
KARNATAKA,Bengaluru,Bengaluru Urban,BENGALURU U NORTH,NORTH3,2023-24,423,111,26.24,73.52,0.0,157915.0,21563.0,603.0,35.76,86.73,46.6,100.0,97.3,58.56,90.99,59.46,32.43,47.75,87.39,95.5,49.55,17.59,3.61,8.37,2.15,4.74,5.7,229.92,194.3
KARNATAKA,Bengaluru,Bengaluru Urban,BENGALURU U NORTH,NORTH4,2023-24,734,270,36.78,63.22,59.13,237155.0,48452.0,1404.0,34.51,75.64,64.89,100.0,99.63,52.59,90.37,35.56,21.11,94.81,90.74,94.81,87.04,5.64,2.54,5.49,2.11,6.77,7.21,239.3,179.5
KARNATAKA,Bengaluru,Bengaluru Urban,BENGALURU U SOUTH,ANEKAL,2023-24,525,269,51.24,48.76,76.76,138486.0,22734.0,697.0,32.62,79.05,61.55,99.26,90.33,39.41,82.9,21.93,10.41,71.38,85.5,89.96,95.17,7.17,1.84,3.9,1.09,6.95,5.47,233.33,84.5
KARNATAKA,Bengaluru,Bengaluru Urban,BENGALURU U SOUTH,SOUTH1,2023-24,727,248,34.11,65.75,30.26,253357.0,31393.0,959.0,32.74,78.0,51.62,98.39,95.97,45.97,91.53,37.9,18.15,75.0,91.53,93.95,90.32,11.79,2.44,5.08,0.91,6.69,5.88,237.11,126.6
KARNATAKA,Bengaluru,Bengaluru Urban,BENGALURU U SOUTH,SOUTH2,2023-24,356,119,33.43,66.57,0.0,118105.0,18931.0,563.0,33.63,80.99,45.12,99.16,100.0,48.74,92.44,37.82,25.21,36.97,92.44,96.64,64.71,18.97,3.18,7.34,3.08,8.85,4.83,236.76,159.1
KARNATAKA,Bengaluru,Bengaluru Urban,BENGALURU U SOUTH,SOUTH3,2023-24,687,174,25.33,74.53,5.53,297342.0,38502.0,1016.0,37.9,81.3,52.76,99.43,95.98,51.15,91.38,47.7,35.63,44.25,89.66,96.55,70.11,19.05,3.43,7.73,1.79,6.69,5.2,234.32,221.3
KARNATAKA,Bengaluru,Bengaluru Urban,BENGALURU U SOUTH,SOUTH4,2023-24,734,219,29.84,70.16,9.4,337029.0,42052.0,1107.0,37.99,81.57,58.27,99.54,96.8,53.42,87.67,24.2,29.22,73.06,90.41,91.32,84.93,6.88,3.21,6.44,1.26,6.98,6.11,239.42,192.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,AURAD,2023-24,385,320,83.12,16.88,90.13,38988.0,24656.0,1127.0,21.88,34.61,48.45,84.06,83.44,53.12,60.0,3.75,3.12,73.44,53.44,55.62,62.19,2.89,1.06,4.46,3.36,7.03,2.7,233.35,77.0
KARNATAKA,Kalaburagi,Bidar,BIDAR,BASAVAKALYAN,2023-24,415,272,65.54,34.46,77.11,55077.0,29690.0,1039.0,28.58,39.75,50.72,93.75,91.54,42.65,67.65,20.96,3.68,80.15,34.19,60.66,73.53,3.08,1.17,5.76,1.16,6.75,1.97,232.37,109.2
KARNATAKA,Kalaburagi,Bidar,BIDAR,BHALKI,2023-24,333,266,79.88,20.12,82.28,36447.0,20172.0,954.0,21.14,41.3,45.39,91.73,74.44,44.74,66.54,14.66,4.89,72.56,56.02,43.23,70.68,2.29,1.18,5.14,0.58,5.25,1.8,233.31,75.8
KARNATAKA,Kalaburagi,Bidar,BIDAR,BIDAR,2023-24,623,380,61.0,38.68,57.14,89534.0,38899.0,1683.0,23.11,57.34,49.67,88.16,81.32,55.79,59.74,6.58,5.26,78.68,41.84,74.74,63.68,3.29,1.47,5.19,1.04,7.91,1.88,234.77,102.4
KARNATAKA,Kalaburagi,Bidar,BIDAR,HUMNABAD,2023-24,395,256,64.81,35.19,69.62,55140.0,28970.0,978.0,29.62,46.63,53.58,89.84,83.59,51.17,51.56,9.77,4.69,71.48,50.78,71.48,68.36,19.18,1.57,5.57,2.89,4.96,1.54,226.31,113.2
KARNATAKA,Mysuru,Chamarajanagara,CHAMARAJANAGARA,CHAMARAJA NAGAR,2023-24,339,283,83.48,16.52,82.89,32690.0,20901.0,958.0,21.82,46.24,53.13,97.53,98.94,47.35,96.11,17.67,12.72,87.28,97.53,98.23,90.81,6.62,1.57,3.21,1.32,10.18,7.14,236.77,73.9
KARNATAKA,Mysuru,Chamarajanagara,CHAMARAJANAGARA,GUNDULPET,2023-24,219,194,88.58,11.42,89.04,20404.0,13618.0,513.0,26.55,38.01,63.35,98.97,100.0,52.58,98.45,37.11,19.59,92.27,93.81,98.45,94.33,3.76,1.68,2.92,1.19,7.68,7.19,236.78,70.2
KARNATAKA,Mysuru,Chamarajanagara,CHAMARAJANAGARA,HANUR,2023-24,215,188,87.44,12.56,94.88,17361.0,12567.0,534.0,23.53,49.44,49.06,91.49,97.34,61.7,95.21,19.68,14.89,87.23,94.15,93.09,88.83,2.73,1.48,2.87,0.63,9.88,5.91,240.16,66.8
KARNATAKA,Mysuru,Chamarajanagara,CHAMARAJANAGARA,KOLLEGAL,2023-24,136,109,80.15,19.85,69.12,17230.0,8480.0,417.0,20.34,65.23,54.2,100.0,100.0,71.56,92.66,77.06,21.1,90.83,99.08,99.08,90.83,1.9,2.26,4.13,2.81,10.28,7.33,245.26,77.8
KARNATAKA,Mysuru,Chamarajanagara,CHAMARAJANAGARA,YELANDUR,2023-24,74,63,85.14,14.86,86.49,7127.0,5572.0,253.0,22.02,53.75,58.1,100.0,100.0,69.84,96.83,20.63,17.46,96.83,100.0,100.0,88.89,3.39,2.13,4.24,1.4,11.94,7.03,242.76,88.4
KARNATAKA,Bengaluru,Chikkaballapura,CHIKKABALLAPURA,BAGEPALLY,2023-24,296,253,85.47,14.53,93.24,21478.0,9911.0,414.0,23.94,42.75,66.43,99.6,100.0,67.98,95.65,22.53,3.16,67.59,94.86,85.38,93.68,3.23,1.28,2.17,1.88,5.89,3.79,166.62,39.2
KARNATAKA,Bengaluru,Chikkaballapura,CHIKKABALLAPURA,CHIKKABALLAPUR,2023-24,288,240,83.33,16.67,85.07,28048.0,10761.0,571.0,18.85,56.57,66.73,99.58,100.0,51.67,97.08,12.5,7.08,60.83,92.5,85.83,94.58,2.14,1.35,2.8,1.4,9.82,6.05,242.71,44.8
KARNATAKA,Bengaluru,Chikkaballapura,CHIKKABALLAPURA,CHINTAMANI,2023-24,410,355,86.59,13.17,87.07,37564.0,14510.0,916.0,15.84,46.51,47.82,99.72,100.0,40.28,87.32,12.11,6.48,54.08,92.68,81.69,90.14,4.34,1.29,2.71,0.74,8.7,5.55,241.45,40.9
KARNATAKA,Bengaluru,Chikkaballapura,CHIKKABALLAPURA,GOWRIBIDANUR,2023-24,345,301,87.25,12.75,89.28,33485.0,17677.0,859.0,20.58,39.35,45.75,99.67,100.0,66.11,90.03,53.16,10.96,60.8,94.02,98.34,91.69,3.08,1.43,2.9,1.96,10.16,6.57,241.56,58.7
KARNATAKA,Bengaluru,Chikkaballapura,CHIKKABALLAPURA,GUDIBANDA,2023-24,107,98,91.59,8.41,90.65,5420.0,4341.0,232.0,18.71,44.4,69.83,100.0,100.0,37.76,78.57,23.47,2.04,82.65,89.8,83.67,95.92,4.26,1.34,2.93,1.55,8.67,5.26,237.55,44.3
KARNATAKA,Bengaluru,Chikkaballapura,CHIKKABALLAPURA,SIDLAGHATTA,2023-24,314,266,84.71,15.29,87.9,25759.0,12084.0,619.0,19.52,47.82,62.2,98.12,99.25,51.88,91.35,29.32,7.14,60.15,89.47,85.34,92.11,6.9,1.31,2.59,1.77,7.53,5.92,237.85,45.4
KARNATAKA,Mysuru,Chikkamagaluru,CHIKKAMANGALURU,BIRURU,2023-24,193,176,91.19,8.81,91.19,10994.0,7524.0,504.0,14.93,39.68,50.2,96.59,100.0,92.61,92.05,49.43,6.25,69.32,89.77,85.8,93.75,5.81,0.99,2.94,1.78,9.22,6.71,239.54,42.8
KARNATAKA,Mysuru,Chikkamagaluru,CHIKKAMANGALURU,CHIKMAGALUR,2023-24,402,331,82.34,17.66,79.6,36991.0,16245.0,986.0,16.48,56.9,57.3,98.49,100.0,72.51,95.47,37.46,8.16,83.08,93.96,96.37,88.82,6.23,1.38,3.41,1.43,7.79,6.87,235.3,49.1
KARNATAKA,Mysuru,Chikkamagaluru,CHIKKAMANGALURU,KADUR,2023-24,271,241,88.93,11.07,86.72,17716.0,10857.0,779.0,13.94,40.44,46.85,99.17,100.0,86.72,96.27,21.99,6.22,88.8,93.36,94.19,91.29,4.7,1.25,3.37,2.38,9.0,6.59,241.04,45.0
KARNATAKA,Mysuru,Chikkamagaluru,CHIKKAMANGALURU,KOPPA,2023-24,122,106,86.89,13.11,95.08,9571.0,5143.0,293.0,17.55,57.0,64.51,100.0,100.0,71.7,80.19,13.21,13.21,92.45,76.42,85.85,95.28,7.77,1.34,3.97,1.66,6.8,7.22,235.77,48.5
KARNATAKA,Mysuru,Chikkamagaluru,CHIKKAMANGALURU,MOODIGERE,2023-24,183,166,90.71,9.29,95.08,13169.0,7601.0,421.0,18.05,58.43,64.37,99.4,100.0,80.72,96.39,21.69,11.45,94.58,94.58,95.78,93.37,2.48,1.26,3.18,4.17,9.76,7.67,236.33,45.8
KARNATAKA,Mysuru,Chikkamagaluru,CHIKKAMANGALURU,NARASIMHARAJAPURA,2023-24,98,85,86.73,13.27,88.78,7617.0,4202.0,225.0,18.68,54.22,52.0,98.82,100.0,89.41,95.29,24.71,5.88,89.41,98.82,97.65,92.94,2.44,1.31,3.71,1.49,7.01,6.14,241.65,49.4
KARNATAKA,Mysuru,Chikkamagaluru,CHIKKAMANGALURU,SRINGERI,2023-24,44,40,90.91,9.09,93.18,3784.0,2019.0,111.0,18.19,56.76,68.47,100.0,100.0,92.5,92.5,15.0,22.5,100.0,95.0,100.0,95.0,5.26,1.4,4.3,1.58,4.4,6.5,240.45,50.5
KARNATAKA,Mysuru,Chikkamagaluru,CHIKKAMANGALURU,TARIKERE,2023-24,262,224,85.5,14.5,86.26,18320.0,10303.0,710.0,14.51,44.08,47.32,99.11,100.0,56.25,93.75,20.09,7.59,75.89,93.75,88.39,87.05,6.91,1.15,3.27,1.09,7.67,4.95,226.72,46.0
KARNATAKA,Bengaluru,Chitradurga,CHITRADURGA,CHALLAKERE,2023-24,435,389,89.43,10.57,82.99,43673.0,29476.0,1350.0,21.83,46.81,56.89,96.92,99.49,66.32,94.86,46.53,5.66,96.4,91.77,88.95,93.83,4.26,1.32,3.04,0.8,6.67,5.1,237.87,75.8
KARNATAKA,Bengaluru,Chitradurga,CHITRADURGA,CHITRADURGA,2023-24,428,342,79.91,20.09,74.07,59593.0,27763.0,1314.0,21.13,58.45,52.44,100.0,100.0,60.53,97.66,84.21,11.4,100.0,95.32,84.8,89.18,8.71,1.27,3.49,0.91,13.19,6.3,238.72,81.2
KARNATAKA,Bengaluru,Chitradurga,CHITRADURGA,HIRIYUR,2023-24,364,328,90.11,9.89,87.64,31147.0,20502.0,1060.0,19.34,50.38,60.94,98.17,99.39,65.85,92.99,30.49,8.84,95.12,93.29,88.11,91.46,11.95,1.22,2.34,0.71,8.73,6.52,236.04,62.5
KARNATAKA,Bengaluru,Chitradurga,CHITRADURGA,HOLALKERE,2023-24,262,234,89.31,10.69,92.75,22478.0,13340.0,743.0,17.95,38.49,49.8,100.0,100.0,52.99,94.02,65.38,14.53,92.74,71.79,85.47,93.16,9.78,1.1,2.85,0.71,9.26,4.88,223.23,57.0
KARNATAKA,Bengaluru,Chitradurga,CHITRADURGA,HOSADURGA,2023-24,349,318,91.12,8.88,93.7,25339.0,15678.0,937.0,16.73,43.86,40.45,99.06,100.0,43.71,95.91,57.23,5.03,99.37,93.4,77.67,95.28,5.5,1.25,2.69,0.65,8.33,4.86,235.59,49.3
KARNATAKA,Bengaluru,Chitradurga,CHITRADURGA,MOLAKALMUR,2023-24,176,150,85.23,14.77,85.8,22272.0,17503.0,520.0,33.66,43.85,63.27,98.0,99.33,50.0,98.0,81.33,6.0,96.67,90.67,75.33,90.0,7.64,1.45,3.63,3.36,8.42,4.39,228.34,116.7
KARNATAKA,Mysuru,Dakshina Kannada,DAKSHINA KANNADA,BANTWAL,2023-24,308,247,80.19,19.81,87.01,57811.0,27297.0,975.0,28.0,77.64,59.9,100.0,100.0,89.88,79.76,100.0,14.98,98.38,99.6,100.0,97.98,13.28,2.68,5.36,0.9,5.68,6.42,243.28,110.5
KARNATAKA,Mysuru,Dakshina Kannada,DAKSHINA KANNADA,BELTHANGADY,2023-24,239,203,84.94,15.06,96.65,35974.0,20727.0,790.0,26.24,73.16,65.32,100.0,100.0,98.52,95.57,100.0,11.82,100.0,100.0,100.0,98.52,4.52,2.34,4.44,1.2,6.82,7.36,244.79,102.1
KARNATAKA,Mysuru,Dakshina Kannada,DAKSHINA KANNADA,MANGALURU NORTH,2023-24,208,120,57.69,42.31,34.62,62394.0,15489.0,507.0,30.55,86.0,60.36,100.0,100.0,90.0,97.5,93.33,36.67,100.0,100.0,100.0,97.5,11.61,2.84,6.18,2.52,7.42,7.03,242.82,129.1
KARNATAKA,Mysuru,Dakshina Kannada,DAKSHINA KANNADA,MANGALURU SOUTH,2023-24,221,136,61.54,38.46,50.68,63615.0,16832.0,573.0,29.38,86.74,57.94,100.0,100.0,86.76,93.38,100.0,27.21,100.0,100.0,100.0,93.38,6.25,3.33,5.56,0.39,8.38,6.83,244.27,123.8
KARNATAKA,Mysuru,Dakshina Kannada,DAKSHINA KANNADA,MOODABIDRE,2023-24,98,75,76.53,23.47,68.37,18933.0,6225.0,284.0,21.92,86.97,55.99,100.0,100.0,94.67,84.0,100.0,13.33,98.67,100.0,100.0,98.67,6.76,1.91,4.53,0.67,6.88,8.41,243.43,83.0
KARNATAKA,Mysuru,Dakshina Kannada,DAKSHINA KANNADA,PUTTUR,2023-24,241,196,81.33,18.67,86.72,40995.0,19323.0,751.0,25.73,77.63,65.25,100.0,100.0,100.0,79.08,98.98,29.59,100.0,100.0,99.49,98.98,9.33,2.32,4.19,0.63,5.03,8.96,242.49,98.6
KARNATAKA,Mysuru,Dakshina Kannada,DAKSHINA KANNADA,SULLIA,2023-24,167,146,87.43,12.57,91.62,17353.0,9666.0,428.0,22.58,81.31,62.38,100.0,100.0,97.95,80.82,97.95,12.33,98.63,100.0,100.0,99.32,4.83,1.94,3.27,0.49,5.6,9.78,239.55,66.2
KARNATAKA,Bengaluru,Davanagere,DAVANAGERE,CHANNAGIRI,2023-24,360,299,83.06,16.94,93.89,34182.0,20162.0,1049.0,19.22,38.89,49.38,100.0,100.0,71.24,97.66,13.71,9.7,90.97,56.19,64.55,85.28,6.55,1.26,3.82,1.77,9.11,5.34,235.13,67.4
KARNATAKA,Bengaluru,Davanagere,DAVANAGERE,DAVANAGERE(N),2023-24,276,184,66.67,33.33,49.28,44269.0,21007.0,885.0,23.74,55.37,48.47,98.37,100.0,85.33,88.59,25.0,19.02,87.5,51.09,85.33,84.78,7.3,1.32,4.96,1.58,9.03,4.77,236.98,114.2
KARNATAKA,Bengaluru,Davanagere,DAVANAGERE,DAVANAGERE(S),2023-24,330,184,55.76,44.24,51.21,65788.0,16550.0,785.0,21.08,52.74,47.9,98.91,100.0,85.33,95.11,21.2,16.3,88.04,44.57,79.35,90.22,14.61,1.48,4.47,0.64,7.96,3.93,238.88,89.9
KARNATAKA,Bengaluru,Davanagere,DAVANAGERE,HARIHARA,2023-24,237,165,69.62,30.38,60.34,32227.0,19202.0,816.0,23.53,51.84,55.39,98.79,99.39,98.79,94.55,20.61,10.3,96.36,71.52,92.73,81.21,25.16,1.66,5.24,1.63,9.36,5.41,231.35,116.4
KARNATAKA,Bengaluru,Davanagere,DAVANAGERE,HONNALI,2023-24,263,225,85.55,14.45,90.11,25284.0,17957.0,882.0,20.36,39.23,61.22,98.22,100.0,82.22,95.11,15.56,9.78,96.89,43.56,84.89,86.67,12.39,1.33,3.96,1.38,9.44,7.16,233.03,79.8
KARNATAKA,Bengaluru,Davanagere,DAVANAGERE,JAGALUR,2023-24,224,201,89.73,10.27,90.62,21228.0,15882.0,706.0,22.5,41.93,54.11,99.5,100.0,57.71,97.51,11.44,8.96,100.0,62.19,91.04,92.04,1.59,1.07,3.12,0.85,8.66,5.38,236.55,79.0
KARNATAKA,Belagavi,Dharwad,DHARWAD,DHARWAD,2023-24,208,180,86.54,13.46,92.79,38919.0,32286.0,1077.0,29.98,65.55,69.36,96.11,98.89,68.89,96.67,24.44,12.78,90.56,93.89,90.0,81.11,3.53,1.86,5.63,1.27,8.11,6.86,238.02,179.4
KARNATAKA,Belagavi,Dharwad,DHARWAD,DHARWAD CITY,2023-24,178,105,58.99,41.01,0.0,56241.0,25745.0,755.0,34.1,63.71,69.93,100.0,94.29,69.52,93.33,29.52,18.1,74.29,83.81,92.38,73.33,27.47,2.71,7.58,1.55,8.7,4.74,227.6,245.2
KARNATAKA,Belagavi,Dharwad,DHARWAD,HDMC,2023-24,266,133,50.0,50.0,0.0,97091.0,31892.0,1007.0,31.67,69.51,64.75,100.0,96.99,57.14,91.73,23.31,21.05,79.7,86.47,85.71,66.92,8.66,2.55,8.22,1.59,5.83,3.77,231.25,239.8
KARNATAKA,Belagavi,Dharwad,DHARWAD,HUBLI,2023-24,197,128,64.97,35.03,62.44,40043.0,22219.0,755.0,29.43,68.48,64.64,100.0,98.44,63.28,93.75,15.62,10.16,80.47,93.75,80.47,80.47,9.76,1.67,6.16,0.89,9.22,6.77,236.22,173.6
KARNATAKA,Belagavi,Dharwad,DHARWAD,KALGHATAGI,2023-24,145,128,88.28,11.72,87.59,21903.0,19009.0,612.0,31.06,57.19,74.18,97.66,95.31,78.12,99.22,18.75,8.59,92.97,93.75,86.72,91.41,3.23,1.65,4.62,1.11,7.2,6.55,233.09,148.5
KARNATAKA,Belagavi,Dharwad,DHARWAD,KUNDAGOL,2023-24,129,108,83.72,16.28,89.15,19144.0,16026.0,541.0,29.62,45.29,72.64,99.07,95.37,59.26,99.07,12.04,7.41,96.3,88.89,75.93,81.48,3.92,1.41,6.0,0.92,8.4,5.03,237.18,148.4
KARNATAKA,Belagavi,Dharwad,DHARWAD,NAVALGUND,2023-24,150,118,78.67,21.33,65.33,22879.0,17073.0,544.0,31.38,47.43,53.86,99.15,96.61,81.36,94.92,27.97,7.63,93.22,81.36,60.17,83.05,2.68,1.44,5.42,1.25,9.24,4.15,238.56,144.7
KARNATAKA,Belagavi,Gadag,GADAG,GADAG CITY,2023-24,125,77,61.6,38.4,0.0,26698.0,11216.0,408.0,27.49,62.99,62.01,100.0,100.0,70.13,89.61,97.4,18.18,98.7,97.4,85.71,77.92,7.14,1.99,6.83,1.35,9.97,4.1,236.88,145.7
KARNATAKA,Belagavi,Gadag,GADAG,GADAG RURAL,2023-24,149,121,81.21,18.79,90.6,25747.0,18325.0,678.0,27.03,54.28,58.85,100.0,100.0,81.82,90.08,90.91,17.36,99.17,99.17,90.08,84.3,4.24,1.41,5.55,1.21,9.79,5.3,233.31,151.4
KARNATAKA,Belagavi,Gadag,GADAG,MUNDARAGI,2023-24,130,111,85.38,14.62,80.77,21427.0,17336.0,565.0,30.68,40.35,70.44,100.0,100.0,69.37,90.99,40.54,18.02,98.2,94.59,86.49,83.78,4.9,1.58,5.89,1.31,10.21,4.21,233.75,156.2
KARNATAKA,Belagavi,Gadag,GADAG,NARAGUND,2023-24,81,61,75.31,24.69,67.9,13819.0,9743.0,320.0,30.45,41.25,59.69,100.0,100.0,68.85,98.36,100.0,11.48,100.0,96.72,95.08,86.89,8.47,1.23,7.23,1.8,4.8,4.79,238.72,159.7
KARNATAKA,Belagavi,Gadag,GADAG,RON,2023-24,222,178,80.18,19.82,71.17,36499.0,29638.0,971.0,30.52,40.99,64.68,100.0,100.0,83.15,96.63,100.0,14.61,99.44,94.94,94.94,84.83,7.78,1.53,6.19,1.4,7.67,5.89,235.97,166.5
KARNATAKA,Belagavi,Gadag,GADAG,SHIRHATTI,2023-24,195,153,78.46,21.54,70.77,28233.0,21089.0,702.0,30.04,42.74,54.13,99.35,100.0,80.39,94.77,97.39,13.07,99.35,98.69,94.12,87.58,6.9,1.23,5.82,1.48,12.63,4.65,226.93,137.8
