Year,GP_ID,canonical_district,block_id,cluster_id,District,Block,Cluster,GP,block_name,block_district,cluster_name,gp_name
2023-24,2331,Hassan,B0116,C0971,hassan,sakaleshapura,kollahally,halasulige,sakaleshapura,Hassan,kollahally,halasulige
2023-24,213009171,Hassan,B0116,C0971,hassan,sakaleshapura,kollahally,malali,sakaleshapura,Hassan,kollahally,malali
2023-24,3970,Hassan,B0116,C2561,hassan,sakaleshapura,raxidi,kyamanahally,sakaleshapura,Hassan,raxidi,kyamanahally
2023-24,5957,Hassan,B0116,C2738,hassan,sakaleshapura,valalahalli,valalahally,sakaleshapura,Hassan,valalahalli,valalahally
2023-24,5848,Hassan,B0116,C2739,hassan,sakaleshapura,vanagur,uchangi,sakaleshapura,Hassan,vanagur,uchangi
2023-24,5962,Hassan,B0116,C2739,hassan,sakaleshapura,vanagur,vanagur,sakaleshapura,Hassan,vanagur,vanagur
2023-24,568,Kodagu,B0092,C0216,kodagu,madikeri,bhagamandala,aiyangeri,madikeri,Kodagu,bhagamandala,aiyangeri
2023-24,1258,Kodagu,B0092,C0216,kodagu,madikeri,bhagamandala,bhagamandala,madikeri,Kodagu,bhagamandala,bhagamandala
2023-24,3886,Kodagu,B0092,C0216,kodagu,madikeri,bhagamandala,kundacheri,madikeri,Kodagu,bhagamandala,kundacheri
2023-24,3726,Kodagu,B0092,C0308,kodagu,madikeri,chayyandane,konanjageri,madikeri,Kodagu,chayyandane,konanjageri
2023-24,4751,Kodagu,B0092,C0308,kodagu,madikeri,chayyandane,nariandada,madikeri,Kodagu,chayyandane,nariandada
2023-24,1245,Kodagu,B0092,C0313,kodagu,madikeri,cherambane,bettageri,madikeri,Kodagu,cherambane,bettageri
2023-24,213009030,Kodagu,B0092,C0313,kodagu,madikeri,cherambane,cherambane,madikeri,Kodagu,cherambane,cherambane
2023-24,6313,Kodagu,B0092,C0315,kodagu,madikeri,chettalli,siddapura,madikeri,Kodagu,chettalli,siddapura
2023-24,3153,Kodagu,B0092,C0822,kodagu,madikeri,kadagadalu,kadagadalu,madikeri,Kodagu,kadagadalu,kadagadalu
2023-24,4286,Kodagu,B0092,C0822,kodagu,madikeri,kadagadalu,maragodu,madikeri,Kodagu,kadagadalu,maragodu
2023-24,3903,Kodagu,B0092,C0839,kodagu,madikeri,kakkabe,kunjila,madikeri,Kodagu,kakkabe,kunjila
2023-24,3452,Kodagu,B0092,C0906,kodagu,madikeri,karike,karike,madikeri,Kodagu,karike,karike
2023-24,2029,Kodagu,B0092,C1090,kodagu,madikeri,madikeri,galibeedu,madikeri,Kodagu,madikeri,galibeedu
2023-24,4092,Kodagu,B0092,C1090,kodagu,madikeri,madikeri,made,madikeri,Kodagu,madikeri,made
2023-24,2309,Kodagu,B0092,C1179,kodagu,madikeri,mekeri,hakathuru,madikeri,Kodagu,mekeri,hakathuru
2023-24,3236,Kodagu,B0092,C1179,kodagu,madikeri,mekeri,kalakeri nidugane,madikeri,Kodagu,mekeri,kalakeri nidugane
2023-24,4103,Kodagu,B0092,C1179,kodagu,madikeri,mekeri,mekeri,madikeri,Kodagu,mekeri,mekeri
2023-24,4142,Kodagu,B0092,C1179,kodagu,madikeri,mekeri,makkandur,madikeri,Kodagu,mekeri,makkandur
2023-24,2702,Kodagu,B0092,C1233,kodagu,madikeri,murnadu,hoddur,madikeri,Kodagu,murnadu,hoddur
2023-24,3403,Kodagu,B0092,C1233,kodagu,madikeri,murnadu,kanthur murnad,madikeri,Kodagu,murnadu,kanthur murnad
2023-24,978,Kodagu,B0092,C1280,kodagu,madikeri,napoklu,ballamavatti,madikeri,Kodagu,napoklu,ballamavatti
2023-24,4731,Kodagu,B0092,C1280,kodagu,madikeri,napoklu,napoklu,madikeri,Kodagu,napoklu,napoklu
2023-24,6144,Kodagu,B0092,C1280,kodagu,madikeri,napoklu,yemmemaadu,madikeri,Kodagu,napoklu,yemmemaadu
2023-24,6592,Kodagu,B0092,C1358,kodagu,madikeri,peraje,peraje,madikeri,Kodagu,peraje,peraje
2023-24,6313,Kodagu,B0092,C1364,kodagu,madikeri,polibetta,siddapura,madikeri,Kodagu,polibetta,siddapura
2023-24,1539,Kodagu,B0092,C1437,kodagu,madikeri,sampaje,chembu,madikeri,Kodagu,sampaje,chembu
2023-24,6385,Kodagu,B0092,C1437,kodagu,madikeri,sampaje,sampaje,madikeri,Kodagu,sampaje,sampaje
2023-24,1232,Kodagu,B0129,C0213,kodagu,somavarpet,bessur,bessur,somavarpet,Kodagu,bessur,bessur
2023-24,5960,Kodagu,B0129,C0315,kodagu,somavarpet,chettalli,valnur thyagathur,somavarpet,Kodagu,chettalli,valnur thyagathur
2023-24,2039,Kodagu,B0129,C2040,kodagu,somavarpet,gonimarur,ganagur,somavarpet,Kodagu,gonimarur,ganagur
2023-24,2175,Kodagu,B0129,C2044,kodagu,somavarpet,gowdali,gowdalli,somavarpet,Kodagu,gowdali,gowdalli
2023-24,2414,Kodagu,B0129,C0596,kodagu,somavarpet,handli,handli,somavarpet,Kodagu,handli,handli
2023-24,4845,Kodagu,B0129,C0596,kodagu,somavarpet,handli,nidtha,somavarpet,Kodagu,handli,nidtha
2023-24,2539,Kodagu,B0129,C0633,kodagu,somavarpet,hebbale,hebbele,somavarpet,Kodagu,hebbale,hebbele
2023-24,5432,Kodagu,B0129,C0633,kodagu,somavarpet,hebbale,sirangala,somavarpet,Kodagu,hebbale,sirangala
2023-24,5750,Kodagu,B0129,C0633,kodagu,somavarpet,hebbale,thorenoor,somavarpet,Kodagu,hebbale,thorenoor
2023-24,3620,Kodagu,B0129,C0837,kodagu,somavarpet,kajuru,kirgandur,somavarpet,Kodagu,kajuru,kirgandur
2023-24,5468,Kodagu,B0129,C0837,kodagu,somavarpet,kajuru,beluru,somavarpet,Kodagu,kajuru,beluru
2023-24,1430,Kodagu,B0129,C0955,kodagu,somavarpet,kodlipet,byagagotta,somavarpet,Kodagu,kodlipet,byagagotta
2023-24,3668,Kodagu,B0129,C0955,kodagu,somavarpet,kodlipet,kodlipet,somavarpet,Kodagu,kodlipet,kodlipet
2023-24,2075,Kodagu,B0129,C1084,kodagu,somavarpet,madapur,garwale,somavarpet,Kodagu,madapur,garwale
2023-24,2444,Kodagu,B0129,C1084,kodagu,somavarpet,madapur,haradoor,somavarpet,Kodagu,madapur,haradoor
2023-24,2198,Kodagu,B0129,C1265,kodagu,somavarpet,najrayapatana,guddehosur,somavarpet,Kodagu,najrayapatana,guddehosur
2023-24,4799,Kodagu,B0129,C1265,kodagu,somavarpet,najrayapatana,nelliahudikeri,somavarpet,Kodagu,najrayapatana,nelliahudikeri
2023-24,5960,Kodagu,B0129,C1265,kodagu,somavarpet,najrayapatana,valnur thyagathur,somavarpet,Kodagu,najrayapatana,valnur thyagathur
2023-24,1964,Kodagu,B0129,C1476,kodagu,somavarpet,shanivarsanthe,dundalli,somavarpet,Kodagu,shanivarsanthe,dundalli
2023-24,5304,Kodagu,B0129,C1476,kodagu,somavarpet,shanivarsanthe,shanivarsanthe,somavarpet,Kodagu,shanivarsanthe,shanivarsanthe
2023-24,1241,Kodagu,B0129,C1477,kodagu,somavarpet,shanthalli,bettadalli,somavarpet,Kodagu,shanthalli,bettadalli
2023-24,5308,Kodagu,B0129,C1477,kodagu,somavarpet,shanthalli,shanthalli,somavarpet,Kodagu,shanthalli,shanthalli
2023-24,5742,Kodagu,B0129,C1477,kodagu,somavarpet,shanthalli,tholur shettalli,somavarpet,Kodagu,shanthalli,tholur shettalli
2023-24,1684,Kodagu,B0129,C1524,kodagu,somavarpet,somvarpet,chowdlu,somavarpet,Kodagu,somvarpet,chowdlu
2023-24,2383,Kodagu,B0129,C1524,kodagu,somavarpet,somvarpet,hanagallu,somavarpet,Kodagu,somvarpet,hanagallu
2023-24,5468,Kodagu,B0129,C1524,kodagu,somavarpet,somvarpet,beluru,somavarpet,Kodagu,somvarpet,beluru
2023-24,2793,Kodagu,B0129,C1547,kodagu,somavarpet,suntikoppa,7th hosakote,somavarpet,Kodagu,suntikoppa,7th hosakote
2023-24,3321,Kodagu,B0129,C1547,kodagu,somavarpet,suntikoppa,kambibane,somavarpet,Kodagu,suntikoppa,kambibane
2023-24,3518,Kodagu,B0129,C1547,kodagu,somavarpet,suntikoppa,kedakallu,somavarpet,Kodagu,suntikoppa,kedakallu
2023-24,1538,Kodagu,B0140,C0053,kodagu,virajpet,ammathi vantiangadi,chembebellur,virajpet,Kodagu,ammathi vantiangadi,chembebellur
2023-24,2367,Kodagu,B0140,C0053,kodagu,virajpet,ammathi vantiangadi,halugunda,virajpet,Kodagu,ammathi vantiangadi,halugunda
2023-24,3389,Kodagu,B0140,C0053,kodagu,virajpet,ammathi vantiangadi,kannangala,virajpet,Kodagu,ammathi vantiangadi,kannangala
2023-24,666,Kodagu,B0140,C0054,kodagu,virajpet,ammatti,ammathi,virajpet,Kodagu,ammatti,ammathi
2023-24,1354,Kodagu,B0140,C0054,kodagu,virajpet,ammatti,bilugunda,virajpet,Kodagu,ammatti,bilugunda
2023-24,3461,Kodagu,B0140,C0054,kodagu,virajpet,ammatti,karmadu,virajpet,Kodagu,ammatti,karmadu
2023-24,966,Kodagu,B0140,C0134,kodagu,virajpet,balele,balele,virajpet,Kodagu,balele,balele
2023-24,6571,Kodagu,B0140,C0134,kodagu,virajpet,balele,kanur,virajpet,Kodagu,balele,kanur
2023-24,6531,Kodagu,B0140,C0134,kodagu,virajpet,balele,nittur,virajpet,Kodagu,balele,nittur
2023-24,1545,Kodagu,B0140,C0303,kodagu,virajpet,channenakote,chennayanakote,virajpet,Kodagu,channenakote,chennayanakote
2023-24,4170,Kodagu,B0140,C0303,kodagu,virajpet,channenakote,maldare,virajpet,Kodagu,channenakote,maldare
2023-24,811,Kodagu,B0140,C0510,kodagu,virajpet,gonikoppal,arvathoklu,virajpet,Kodagu,gonikoppal,arvathoklu
2023-24,2135,Kodagu,B0140,C0510,kodagu,virajpet,gonikoppal,gonikoppa,virajpet,Kodagu,gonikoppal,gonikoppa
2023-24,2508,Kodagu,B0140,C0510,kodagu,virajpet,gonikoppal,hathur,virajpet,Kodagu,gonikoppal,hathur
2023-24,3168,Kodagu,B0140,C0840,kodagu,virajpet,kakotu parambu,kadanoor,virajpet,Kodagu,kakotu parambu,kadanoor
2023-24,3228,Kodagu,B0140,C0840,kodagu,virajpet,kakotu parambu,kakotuparambu,virajpet,Kodagu,kakotu parambu,kakotuparambu
2023-24,213009047,Kodagu,B0140,C0859,kodagu,virajpet,kalthodu,aarji,virajpet,Kodagu,kalthodu,aarji
2023-24,1238,Kodagu,B0140,C0859,kodagu,virajpet,kalthodu,betoli,virajpet,Kodagu,kalthodu,betoli
2023-24,1374,Kodagu,B0140,C0859,kodagu,virajpet,kalthodu,bittangala,virajpet,Kodagu,kalthodu,bittangala
2023-24,870,Kodagu,B0140,C0859,kodagu,virajpet,kalthodu,b. shettigeri,virajpet,Kodagu,kalthodu,b. shettigeri
2023-24,213009046,Kodagu,B0140,C1044,kodagu,virajpet,kutta,k. badaga,virajpet,Kodagu,kutta,k. badaga
2023-24,3965,Kodagu,B0140,C1044,kodagu,virajpet,kutta,kutta,virajpet,Kodagu,kutta,kutta
2023-24,4691,Kodagu,B0140,C1044,kodagu,virajpet,kutta,nalkeri,virajpet,Kodagu,kutta,nalkeri
2023-24,5503,Kodagu,B0140,C1044,kodagu,virajpet,kutta,srimangala,virajpet,Kodagu,kutta,srimangala
2023-24,4391,Kodagu,B0140,C1174,kodagu,virajpet,mayamudi,mayamudi,virajpet,Kodagu,mayamudi,mayamudi
2023-24,5007,Kodagu,B0140,C1174,kodagu,virajpet,mayamudi,ponnappasanthe,virajpet,Kodagu,mayamudi,ponnappasanthe
2023-24,6507,Kodagu,B0140,C1364,kodagu,virajpet,polibetta,hosur,virajpet,Kodagu,polibetta,hosur
2023-24,5004,Kodagu,B0140,C1364,kodagu,virajpet,polibetta,polibetta,virajpet,Kodagu,polibetta,polibetta
2023-24,988,Kodagu,B0140,C1365,kodagu,virajpet,ponnampet,ballyamandur,virajpet,Kodagu,ponnampet,ballyamandur
2023-24,3625,Kodagu,B0140,C1365,kodagu,virajpet,ponnampet,kirugur,virajpet,Kodagu,ponnampet,kirugur
2023-24,5006,Kodagu,B0140,C1365,kodagu,virajpet,ponnampet,ponnampet,virajpet,Kodagu,ponnampet,ponnampet
2023-24,1801,Kodagu,B0140,C1607,kodagu,virajpet,thithimathi,devarapura,virajpet,Kodagu,thithimathi,devarapura
2023-24,5733,Kodagu,B0140,C1607,kodagu,virajpet,thithimathi,thithimathi,virajpet,Kodagu,thithimathi,thithimathi
2023-24,1363,Kodagu,B0140,C1555,kodagu,virajpet,t. shettigeri,birunani,virajpet,Kodagu,t. shettigeri,birunani
2023-24,2818,Kodagu,B0140,C1555,kodagu,virajpet,t. shettigeri,hudikeri,virajpet,Kodagu,t. shettigeri,hudikeri
2023-24,5585,Kodagu,B0140,C1555,kodagu,virajpet,t. shettigeri,t. shettigeri,virajpet,Kodagu,t. shettigeri,t. shettigeri
2023-24,3519,Kodagu,B0140,C1699,kodagu,virajpet,virajpet,kedamallur,virajpet,Kodagu,virajpet,kedamallur
2023-24,1294,Chamarajanagara,B0027,C1125,chamarajanagara,chamarajanagar,mangala,bhogapura,chamarajanagar,Chamarajanagara,mangala,bhogapura
2023-24,6264,Chamarajanagara,B0027,C1125,chamarajanagara,chamarajanagar,mangala,mangala,chamarajanagar,Chamarajanagara,mangala,mangala
2023-24,3098,Chamarajanagara,B0027,C1261,chamarajanagara,chamarajanagar,nagavalli,jyothigowdanapura,chamarajanagar,Chamarajanagara,nagavalli,jyothigowdanapura
2023-24,4729,Chamarajanagara,B0027,C2489,chamarajanagara,chamarajanagar,nanjedevanapura,nanjedevanapura,chamarajanagar,Chamarajanagara,nanjedevanapura,nanjedevanapura
2023-24,5385,Chamarajanagara,B0027,C2489,chamarajanagara,chamarajanagar,nanjedevanapura,shivapura,chamarajanagar,Chamarajanagara,nanjedevanapura,shivapura
2023-24,3538,Chamarajanagara,B0027,C1447,chamarajanagara,chamarajanagar,santhe marahalli,kempanapura,chamarajanagar,Chamarajanagara,santhe marahalli,kempanapura
2023-24,5228,Chamarajanagara,B0027,C1447,chamarajanagara,chamarajanagar,santhe marahalli,santhemaralli,chamarajanagar,Chamarajanagara,santhe marahalli,santhemaralli
2023-24,547,Chamarajanagara,B0050,C0021,chamarajanagara,gundlupet,agathagowdanahalli,agathagowdana halli,gundlupet,Chamarajanagara,agathagowdanahalli,agathagowdana halli
2023-24,608,Chamarajanagara,B0050,C0021,chamarajanagara,gundlupet,agathagowdanahalli,alathur,gundlupet,Chamarajanagara,agathagowdanahalli,alathur
2023-24,1059,Chamarajanagara,B0050,C0165,chamarajanagara,gundlupet,baragi,baragi,gundlupet,Chamarajanagara,baragi,baragi
2023-24,4533,Chamarajanagara,B0050,C0165,chamarajanagara,gundlupet,baragi,mukhahalli,gundlupet,Chamarajanagara,baragi,mukhahalli
2023-24,4811,Chamarajanagara,B0050,C0165,chamarajanagara,gundlupet,baragi,nenekatte,gundlupet,Chamarajanagara,baragi,nenekatte
2023-24,1133,Chamarajanagara,B0050,C0185,chamarajanagara,gundlupet,begur,begur,gundlupet,Chamarajanagara,begur,begur
2023-24,5039,Chamarajanagara,B0050,C0185,chamarajanagara,gundlupet,begur,raghavapura,gundlupet,Chamarajanagara,begur,raghavapura
2023-24,1230,Chamarajanagara,B0050,C0231,chamarajanagara,gundlupet,bheemanabeedu,berambadi,gundlupet,Chamarajanagara,bheemanabeedu,berambadi
2023-24,1281,Chamarajanagara,B0050,C0231,chamarajanagara,gundlupet,bheemanabeedu,bheemana beedu,gundlupet,Chamarajanagara,bheemanabeedu,bheemana beedu
2023-24,3391,Chamarajanagara,B0050,C0231,chamarajanagara,gundlupet,bheemanabeedu,kannegala,gundlupet,Chamarajanagara,bheemanabeedu,kannegala
2023-24,3962,Chamarajanagara,B0050,C0231,chamarajanagara,gundlupet,bheemanabeedu,kuthanuru,gundlupet,Chamarajanagara,bheemanabeedu,kuthanuru
2023-24,888,Chamarajanagara,B0050,C0260,chamarajanagara,gundlupet,bommalapura,bachahalli,gundlupet,Chamarajanagara,bommalapura,bachahalli
2023-24,1385,Chamarajanagara,B0050,C0260,chamarajanagara,gundlupet,bommalapura,bommalapura,gundlupet,Chamarajanagara,bommalapura,bommalapura
2023-24,5936,Chamarajanagara,B0050,C0260,chamarajanagara,gundlupet,bommalapura,vaddagere,gundlupet,Chamarajanagara,bommalapura,vaddagere
2023-24,6483,Chamarajanagara,B0050,C0339,chamarajanagara,gundlupet,chikkathuppuru,annuru,gundlupet,Chamarajanagara,chikkathuppuru,annuru
2023-24,1047,Chamarajanagara,B0050,C0339,chamarajanagara,gundlupet,chikkathuppuru,bannithalapura,gundlupet,Chamarajanagara,chikkathuppuru,bannithalapura
2023-24,5030,Chamarajanagara,B0050,C0339,chamarajanagara,gundlupet,chikkathuppuru,puthanapura,gundlupet,Chamarajanagara,chikkathuppuru,puthanapura
2023-24,5338,Chamarajanagara,B0050,C0339,chamarajanagara,gundlupet,chikkathuppuru,shindana pura,gundlupet,Chamarajanagara,chikkathuppuru,shindana pura
2023-24,1609,Chamarajanagara,B0050,C0340,chamarajanagara,gundlupet,chikkati,chikkati,gundlupet,Chamarajanagara,chikkati,chikkati
2023-24,4871,Chamarajanagara,B0050,C0340,chamarajanagara,gundlupet,chikkati,nitre,gundlupet,Chamarajanagara,chikkati,nitre
2023-24,2418,Chamarajanagara,B0050,C0598,chamarajanagara,gundlupet,hangala,hangala,gundlupet,Chamarajanagara,hangala,hangala
2023-24,6256,Chamarajanagara,B0050,C0598,chamarajanagara,gundlupet,hangala,mangala,gundlupet,Chamarajanagara,hangala,mangala
2023-24,5030,Chamarajanagara,B0050,C0598,chamarajanagara,gundlupet,hangala,puthanapura,gundlupet,Chamarajanagara,hangala,puthanapura
2023-24,2771,Chamarajanagara,B0050,C0698,chamarajanagara,gundlupet,horeyala,horeyala,gundlupet,Chamarajanagara,horeyala,horeyala
2023-24,3795,Chamarajanagara,B0050,C0698,chamarajanagara,gundlupet,horeyala,kotekere,gundlupet,Chamarajanagara,horeyala,kotekere
2023-24,5030,Chamarajanagara,B0050,C0733,chamarajanagara,gundlupet,hundipura,puthanapura,gundlupet,Chamarajanagara,hundipura,puthanapura
2023-24,6291,Chamarajanagara,B0050,C0733,chamarajanagara,gundlupet,hundipura,shivapura,gundlupet,Chamarajanagara,hundipura,shivapura
2023-24,3132,Chamarajanagara,B0050,C0815,chamarajanagara,gundlupet,kabbahalli,kabbahalli,gundlupet,Chamarajanagara,kabbahalli,kabbahalli
2023-24,5453,Chamarajanagara,B0050,C0815,chamarajanagara,gundlupet,kabbahalli,somahalli,gundlupet,Chamarajanagara,kabbahalli,somahalli
2023-24,3529,Chamarajanagara,B0050,C1334,chamarajanagara,gundlupet,paduguru,kelasuru,gundlupet,Chamarajanagara,paduguru,kelasuru
2023-24,4917,Chamarajanagara,B0050,C1334,chamarajanagara,gundlupet,paduguru,paduguru,gundlupet,Chamarajanagara,paduguru,paduguru
2023-24,948,Chamarajanagara,B0050,C1584,chamarajanagara,gundlupet,terakanambi,balachavadi,gundlupet,Chamarajanagara,terakanambi,balachavadi
2023-24,5668,Chamarajanagara,B0050,C1584,chamarajanagara,gundlupet,terakanambi,terakanambi,gundlupet,Chamarajanagara,terakanambi,terakanambi
2023-24,1386,Chamarajanagara,B0050,C1683,chamarajanagara,gundlupet,vaddagere,bommana halli,gundlupet,Chamarajanagara,vaddagere,bommana halli
2023-24,3650,Chamarajanagara,B0050,C1683,chamarajanagara,gundlupet,vaddagere,kodasoge,gundlupet,Chamarajanagara,vaddagere,kodasoge
2023-24,5936,Chamarajanagara,B0050,C1683,chamarajanagara,gundlupet,vaddagere,vaddagere,gundlupet,Chamarajanagara,vaddagere,vaddagere
2023-24,1017,Chamarajanagara,B0054,C0148,chamarajanagara,hanur,bandahalli,bandalli,hanur,Chamarajanagara,bandahalli,bandalli
2023-24,4212,Chamarajanagara,B0054,C0148,chamarajanagara,hanur,bandahalli,managalli,hanur,Chamarajanagara,bandahalli,managalli
2023-24,4239,Chamarajanagara,B0054,C0607,chamarajanagara,hanur,hanur,mangala,hanur,Chamarajanagara,hanur,mangala
2023-24,1908,Chamarajanagara,B0054,C1006,chamarajanagara,hanur,kowdalli,doddalathur,hanur,Chamarajanagara,kowdalli,doddalathur
2023-24,3922,Chamarajanagara,B0054,C1006,chamarajanagara,hanur,kowdalli,kuratti hosur,hanur,Chamarajanagara,kowdalli,kuratti hosur
2023-24,5325,Chamarajanagara,B0054,C1006,chamarajanagara,hanur,kowdalli,shettalli,hanur,Chamarajanagara,kowdalli,shettalli
2023-24,2821,Chamarajanagara,B0054,C1018,chamarajanagara,hanur,kuduluru,hugyam,hanur,Chamarajanagara,kuduluru,hugyam
2023-24,1591,Chamarajanagara,B0054,C1064,chamarajanagara,hanur,lokkanahalli,chikkamalapura,hanur,Chamarajanagara,lokkanahalli,chikkamalapura
2023-24,3397,Chamarajanagara,B0054,C1064,chamarajanagara,hanur,lokkanahalli,kannuru,hanur,Chamarajanagara,lokkanahalli,kannuru
2023-24,4026,Chamarajanagara,B0054,C1064,chamarajanagara,hanur,lokkanahalli,lokkanahalli,hanur,Chamarajanagara,lokkanahalli,lokkanahalli
2023-24,1854,Chamarajanagara,B0054,C1076,chamarajanagara,hanur,maaralli,dinnalli,hanur,Chamarajanagara,maaralli,dinnalli
2023-24,4444,Chamarajanagara,B0054,C1076,chamarajanagara,hanur,maaralli,minyam,hanur,Chamarajanagara,maaralli,minyam
2023-24,5528,Chamarajanagara,B0054,C1076,chamarajanagara,hanur,maaralli,suleripalya,hanur,Chamarajanagara,maaralli,suleripalya
2023-24,4334,Chamarajanagara,B0054,C1152,chamarajanagara,hanur,martalli,martalli,hanur,Chamarajanagara,martalli,martalli
2023-24,3922,Chamarajanagara,B0054,C1326,chamarajanagara,hanur,odakehalla,kuratti hosur,hanur,Chamarajanagara,odakehalla,kuratti hosur
2023-24,5005,Chamarajanagara,B0054,C1326,chamarajanagara,hanur,odakehalla,ponnachi,hanur,Chamarajanagara,odakehalla,ponnachi
2023-24,6272,Chamarajanagara,B0054,C1328,chamarajanagara,hanur,odeyarapalya,bailooru,hanur,Chamarajanagara,odeyarapalya,bailooru
2023-24,2903,Chamarajanagara,B0054,C1328,chamarajanagara,hanur,odeyarapalya,hutturu,hanur,Chamarajanagara,odeyarapalya,hutturu
2023-24,4908,Chamarajanagara,B0054,C1331,chamarajanagara,hanur,p.g.palya,p g palya,hanur,Chamarajanagara,p.g.palya,p g palya
2023-24,573,Chamarajanagara,B0054,C1390,chamarajanagara,hanur,ramapura,ajjipura,hanur,Chamarajanagara,ramapura,ajjipura
2023-24,6237,Chamarajanagara,B0054,C1390,chamarajanagara,hanur,ramapura,ramapura,hanur,Chamarajanagara,ramapura,ramapura
2023-24,1982,Chamarajanagara,B0054,C1498,chamarajanagara,hanur,shyagyam,ellemala,hanur,Chamarajanagara,shyagyam,ellemala
2023-24,5393,Chamarajanagara,B0054,C1498,chamarajanagara,hanur,shyagyam,shygya,hanur,Chamarajanagara,shyagyam,shygya
2023-24,3747,Chamarajanagara,B0080,C0863,chamarajanagara,kollegala,kamagere,kongarahalli,kollegala,Chamarajanagara,kamagere,kongarahalli
2023-24,5394,Chamarajanagara,B0080,C0863,chamarajanagara,kollegala,kamagere,siddaiahanapura,kollegala,Chamarajanagara,kamagere,siddaiahanapura
2023-24,5422,Chamarajanagara,B0080,C0863,chamarajanagara,kollegala,kamagere,singanalluru,kollegala,Chamarajanagara,kamagere,singanalluru
2023-24,1587,Chamarajanagara,B0080,C0996,chamarajanagara,kollegala,kothanur,chikkalluru,kollegala,Chamarajanagara,kothanur,chikkalluru
2023-24,1926,Chamarajanagara,B0080,C0996,chamarajanagara,kollegala,kothanur,doddinduvadi,kollegala,Chamarajanagara,kothanur,doddinduvadi
2023-24,5711,Chamarajanagara,B0080,C0996,chamarajanagara,kollegala,kothanur,thellanuru,kollegala,Chamarajanagara,kothanur,thellanuru
2023-24,3881,Chamarajanagara,B0080,C1034,chamarajanagara,kollegala,kunthur,kunagalli,kollegala,Chamarajanagara,kunthur,kunagalli
2023-24,3907,Chamarajanagara,B0080,C1034,chamarajanagara,kollegala,kunthur,kunthuru,kollegala,Chamarajanagara,kunthur,kunthuru
2023-24,4099,Chamarajanagara,B0080,C1088,chamarajanagara,kollegala,madhuvanahalli,madhuvanahalli,kollegala,Chamarajanagara,madhuvanahalli,madhuvanahalli
2023-24,5725,Chamarajanagara,B0080,C1088,chamarajanagara,kollegala,madhuvanahalli,thimmarajapura,kollegala,Chamarajanagara,madhuvanahalli,thimmarajapura
2023-24,2453,Chamarajanagara,B0080,C1222,chamarajanagara,kollegala,mulluru,harale,kollegala,Chamarajanagara,mulluru,harale
2023-24,4545,Chamarajanagara,B0080,C1222,chamarajanagara,kollegala,mulluru,mulluru,kollegala,Chamarajanagara,mulluru,mulluru
2023-24,5603,Chamarajanagara,B0080,C1222,chamarajanagara,kollegala,mulluru,tagarapura,kollegala,Chamarajanagara,mulluru,tagarapura
2023-24,1821,Chamarajanagara,B0080,C1343,chamarajanagara,kollegala,palya,dhanagere,kollegala,Chamarajanagara,palya,dhanagere
2023-24,4942,Chamarajanagara,B0080,C1343,chamarajanagara,kollegala,palya,palya,kollegala,Chamarajanagara,palya,palya
2023-24,5262,Chamarajanagara,B0080,C1460,chamarajanagara,kollegala,sathegala,sathegala,kollegala,Chamarajanagara,sathegala,sathegala
2023-24,538,Chamarajanagara,B0142,C0020,chamarajanagara,yelandur,agara,agara,yelandur,Chamarajanagara,agara,agara
2023-24,4209,Chamarajanagara,B0142,C0020,chamarajanagara,yelandur,agara,mamballi,yelandur,Chamarajanagara,agara,mamballi
2023-24,6326,Chamarajanagara,B0142,C0447,chamarajanagara,yelandur,duggahatti,ambale,yelandur,Chamarajanagara,duggahatti,ambale
2023-24,6303,Chamarajanagara,B0142,C0538,chamarajanagara,yelandur,gumballi,b.r hills,yelandur,Chamarajanagara,gumballi,b.r hills
2023-24,6330,Chamarajanagara,B0142,C0931,chamarajanagara,yelandur,kesthur,honnur,yelandur,Chamarajanagara,kesthur,honnur
2023-24,3575,Chamarajanagara,B0142,C0931,chamarajanagara,yelandur,kesthur,kesthur,yelandur,Chamarajanagara,kesthur,kesthur
2023-24,3089,Chikkaballapura,B0010,C0008,chikkaballapura,bagepally,achaganapalli,joolapalya,bagepally,Chikkaballapura,achaganapalli,joolapalya
2023-24,6178,Chikkaballapura,B0010,C0008,chikkaballapura,bagepally,achaganapalli,poolanaikanahalli,bagepally,Chikkaballapura,achaganapalli,poolanaikanahalli
2023-24,4955,Chikkaballapura,B0010,C0125,chikkaballapura,bagepally,bagepalli rural,paragodu,bagepally,Chikkaballapura,bagepalli rural,paragodu
2023-24,2064,Chikkaballapura,B0010,C0126,chikkaballapura,bagepally,bagepally,gantamvaripalli,bagepally,Chikkaballapura,bagepally,gantamvaripalli
2023-24,1353,Chikkaballapura,B0010,C0253,chikkaballapura,bagepally,billur,billur,bagepally,Chikkaballapura,billur,billur
2023-24,1467,Chikkaballapura,B0010,C0288,chikkaballapura,bagepally,chakavelu,chakavaelur,bagepally,Chikkaballapura,chakavelu,chakavaelur
2023-24,5017,Chikkaballapura,B0010,C0288,chikkaballapura,bagepally,chakavelu,pulagal,bagepally,Chikkaballapura,chakavelu,pulagal
2023-24,6342,Chikkaballapura,B0010,C0311,chikkaballapura,bagepally,chelur,chelur,bagepally,Chikkaballapura,chelur,chelur
